!Keysight Technologies,E4990A,MY54302543,A.03.06
!Date: Tue Mar 24 14:29:15 2026

BEGIN CH1_DATA
DCV(V), +2.506e-004, DCI(A), +4.021e-006
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data, Ls(H)-data, Rs(Ohm)-data
+2.20177203000e+005, +1.36629367412e+002, +8.89702566349e+001, +9.87464962523e-005, +2.45542711396e+000
+2.21792491000e+005, +1.37631594712e+002, +8.89641519395e+001, +9.87462147740e-005, +2.48810044245e+000
+2.23419629000e+005, +1.38639235425e+002, +8.89584191805e+001, +9.87445634074e-005, +2.52018588675e+000
+2.25058704000e+005, +1.39655176522e+002, +8.89533240721e+001, +9.87435839631e-005, +2.55107065006e+000
+2.26709805000e+005, +1.40681591352e+002, +8.89490243275e+001, +9.87447544028e-005, +2.58037573191e+000
+2.28373018000e+005, +1.41713971925e+002, +8.89445382597e+001, +9.87448192570e-005, +2.61040546738e+000
+2.30048433000e+005, +1.42753842149e+002, +8.89402466042e+001, +9.87448298791e-005, +2.64025107074e+000
+2.31736139000e+005, +1.43802038206e+002, +8.89346210371e+001, +9.87452749335e-005, +2.67375432206e+000
+2.33436227000e+005, +1.44858870932e+002, +8.89292651070e+001, +9.87463683649e-005, +2.70694318284e+000
+2.35148788000e+005, +1.45921356659e+002, +8.89222596535e+001, +9.87459767540e-005, +2.74463601059e+000
+2.36873912000e+005, +1.46995580165e+002, +8.89161507375e+001, +9.87482633349e-005, +2.78051107234e+000
+2.38611692000e+005, +1.48076187739e+002, +8.89090687634e+001, +9.87495006102e-005, +2.81925090207e+000
+2.40362221000e+005, +1.49160143772e+002, +8.89020213784e+001, +9.87476952185e-005, +2.85823190988e+000
+2.42125593000e+005, +1.50254462645e+002, +8.88960555538e+001, +9.87475197535e-005, +2.89484353295e+000
+2.43901901000e+005, +1.51358261355e+002, +8.88900870818e+001, +9.87482902560e-005, +2.93187359051e+000
+2.45691241000e+005, +1.52470070185e+002, +8.88844881240e+001, +9.87490080514e-005, +2.96830640167e+000
+2.47493708000e+005, +1.53589015040e+002, +8.88782402934e+001, +9.87490403220e-005, +3.00683511556e+000
+2.49309398000e+005, +1.54715450480e+002, +8.88721780992e+001, +9.87486176423e-005, +3.04525406283e+000
+2.51138409000e+005, +1.55849097160e+002, +8.88653991691e+001, +9.87475038130e-005, +3.08600319399e+000
+2.52980838000e+005, +1.56989162774e+002, +8.88584555770e+001, +9.87451957216e-005, +3.12759942574e+000
+2.54836784000e+005, +1.58137957636e+002, +8.88514479642e+001, +9.87431270557e-005, +3.16982351134e+000
+2.56706345000e+005, +1.59290437574e+002, +8.88440362942e+001, +9.87381165813e-005, +3.21352592670e+000
+2.58589622000e+005, +1.60455373953e+002, +8.88370307535e+001, +9.87356154881e-005, +3.25664217936e+000
+2.60486716000e+005, +1.61630856628e+002, +8.88307187774e+001, +9.87343752069e-005, +3.29830240578e+000
+2.62397727000e+005, +1.62815836986e+002, +8.88246004757e+001, +9.87336782438e-005, +3.33986614771e+000
+2.64322758000e+005, +1.64010599746e+002, +8.88198186837e+001, +9.87336866325e-005, +3.37805960588e+000
+2.66261911000e+005, +1.65216245683e+002, +8.88147709899e+001, +9.87349495460e-005, +3.41744406964e+000
+2.68215291000e+005, +1.66429597240e+002, +8.88092820974e+001, +9.87355091572e-005, +3.45848225306e+000
+2.70183001000e+005, +1.67649285397e+002, +8.88032644205e+001, +9.87345329703e-005, +3.50143201832e+000
+2.72165147000e+005, +1.68880852521e+002, +8.87967711934e+001, +9.87352574952e-005, +3.54628862519e+000
+2.74161835000e+005, +1.70114916265e+002, +8.87893899663e+001, +9.87321464375e-005, +3.59411291858e+000
+2.76173171000e+005, +1.71362761196e+002, +8.87819287476e+001, +9.87317755496e-005, +3.64278716829e+000
+2.78199263000e+005, +1.72617500226e+002, +8.87739840266e+001, +9.87300929000e-005, +3.69339006433e+000
+2.80240219000e+005, +1.73883387948e+002, +8.87661197700e+001, +9.87295250124e-005, +3.74433672523e+000
+2.82296147000e+005, +1.75155750608e+002, +8.87573703384e+001, +9.87273395889e-005, +3.79847644015e+000
+2.84367159000e+005, +1.76442743171e+002, +8.87495795479e+001, +9.87281641753e-005, +3.85037263448e+000
+2.86453365000e+005, +1.77738292332e+002, +8.87409031542e+001, +9.87284534343e-005, +3.90555314182e+000
+2.88554875000e+005, +1.79041540234e+002, +8.87322812063e+001, +9.87277426049e-005, +3.96112607999e+000
+2.90671803000e+005, +1.80356979267e+002, +8.87240613878e+001, +9.87284872734e-005, +4.01609709462e+000
+2.92804261000e+005, +1.81684408126e+002, +8.87168387678e+001, +9.87305320901e-005, +4.06855275514e+000
+2.94952364000e+005, +1.83016421546e+002, +8.87096442809e+001, +9.87297789920e-005, +4.12135633586e+000
+2.97116225000e+005, +1.84364217986e+002, +8.87055371487e+001, +9.87323675756e-005, +4.16491984859e+000
+2.99295962000e+005, +1.85718876258e+002, +8.86998467334e+001, +9.87332646153e-005, +4.21396276794e+000
+3.01491690000e+005, +1.87082731969e+002, +8.86948678973e+001, +9.87337896085e-005, +4.26116140694e+000
+3.03703526000e+005, +1.88459365266e+002, +8.86891088019e+001, +9.87357302606e-005, +4.31145491211e+000
+3.05931589000e+005, +1.89843055453e+002, +8.86828594045e+001, +9.87360522131e-005, +4.36381132956e+000
+3.08175998000e+005, +1.91239042228e+002, +8.86749214964e+001, +9.87374091858e-005, +4.42238777877e+000
+3.10436872000e+005, +1.92642757657e+002, +8.86670535477e+001, +9.87374672117e-005, +4.48129548490e+000
+3.12714333000e+005, +1.94058303258e+002, +8.86589284973e+001, +9.87382896554e-005, +4.54173589684e+000
+3.15008502000e+005, +1.95483861860e+002, +8.86508799723e+001, +9.87389170558e-005, +4.60255232497e+000
+3.17319502000e+005, +1.96918056376e+002, +8.86423103528e+001, +9.87386003977e-005, +4.66576402809e+000
+3.19647456000e+005, +1.98363261078e+002, +8.86338611441e+001, +9.87385294643e-005, +4.72925029175e+000
+3.21992488000e+005, +1.99815843949e+002, +8.86254458603e+001, +9.87368627081e-005, +4.79322128644e+000
+3.24354725000e+005, +2.01278275367e+002, +8.86167410517e+001, +9.87347946760e-005, +4.85887323942e+000
+3.26734291000e+005, +2.02756422590e+002, +8.86069574991e+001, +9.87351204235e-005, +4.92916738230e+000
+3.29131315000e+005, +2.04242981905e+002, +8.85986976519e+001, +9.87343262810e-005, +4.99474202978e+000
+3.31545924000e+005, +2.05742872237e+002, +8.85903444090e+001, +9.87346932944e-005, +5.06140825694e+000
+3.33978248000e+005, +2.07259845563e+002, +8.85826680535e+001, +9.87379778019e-005, +5.12648652890e+000
+3.36428415000e+005, +2.08785868452e+002, +8.85744741788e+001, +9.87402289885e-005, +5.19408137184e+000
+3.38896558000e+005, +2.10323279408e+002, +8.85667303607e+001, +9.87425688264e-005, +5.26074581649e+000
+3.41382808000e+005, +2.11872620703e+002, +8.85584532891e+001, +9.87451678697e-005, +5.33009691524e+000
+3.43887298000e+005, +2.13430218138e+002, +8.85498685285e+001, +9.87462908190e-005, +5.40125008892e+000
+3.46410162000e+005, +2.14996622147e+002, +8.85398175941e+001, +9.87461326339e-005, +5.47859381916e+000
+3.48951534000e+005, +2.16574091281e+002, +8.85291927186e+001, +9.87457496469e-005, +5.55893941300e+000
+3.51511550000e+005, +2.18163599833e+002, +8.85197597610e+001, +9.87456270269e-005, +5.63564400885e+000
+3.54090347000e+005, +2.19767420374e+002, +8.85101209922e+001, +9.87466814603e-005, +5.71403287981e+000
+3.56688064000e+005, +2.21384000348e+002, +8.85007090366e+001, +9.87481752502e-005, +5.79241883970e+000
+3.59304838000e+005, +2.23011745727e+002, +8.84926975050e+001, +9.87494086714e-005, +5.86618057513e+000
+3.61940809000e+005, +2.24654659650e+002, +8.84859149350e+001, +9.87521031220e-005, +5.93598133517e+000
+3.64596119000e+005, +2.26317025604e+002, +8.84784421336e+001, +9.87579712665e-005, +6.00941256114e+000
+3.67270908000e+005, +2.27986315940e+002, +8.84712779966e+001, +9.87615235273e-005, +6.08223415359e+000
+3.69965321000e+005, +2.29665183027e+002, +8.84630680484e+001, +9.87638493016e-005, +6.15992017378e+000
+3.72679501000e+005, +2.31356041669e+002, +8.84544747480e+001, +9.87659967166e-005, +6.23995775742e+000
+3.75413593000e+005, +2.33050173018e+002, +8.84440119187e+001, +9.87641658499e-005, +6.32819246542e+000
+3.78167744000e+005, +2.34761194037e+002, +8.84334012068e+001, +9.87642110320e-005, +6.41811287039e+000
+3.80942099000e+005, +2.36483915885e+002, +8.84234813057e+001, +9.87639262594e-005, +6.50613841787e+000
+3.83736808000e+005, +2.38218143828e+002, +8.84133260727e+001, +9.87631563723e-005, +6.59605668014e+000
+3.86552020000e+005, +2.39965622654e+002, +8.84035213262e+001, +9.87626196037e-005, +6.68549117540e+000
+3.89387885000e+005, +2.41728930851e+002, +8.83958633085e+001, +9.87634137204e-005, +6.76691361373e+000
+3.92244555000e+005, +2.43510292181e+002, +8.83872547106e+001, +9.87662268251e-005, +6.85335331413e+000
+3.95122183000e+005, +2.45297983813e+002, +8.83787470097e+001, +9.87663058256e-005, +6.94007525847e+000
+3.98020921000e+005, +2.47105962474e+002, +8.83696483694e+001, +9.87692170199e-005, +7.03045229635e+000
+4.00940926000e+005, +2.48924812029e+002, +8.83614008448e+001, +9.87711934755e-005, +7.11801795020e+000
+4.03882352000e+005, +2.50753909085e+002, +8.83515578102e+001, +9.87718520888e-005, +7.21338121119e+000
+4.06845358000e+005, +2.52600432299e+002, +8.83409193544e+001, +9.87740265176e-005, +7.31338205129e+000
+4.09830101000e+005, +2.54462253070e+002, +8.83301765509e+001, +9.87768523622e-005, +7.41497703412e+000
+4.12836742000e+005, +2.56336919058e+002, +8.83199086570e+001, +9.87793604272e-005, +7.51552255184e+000
+4.15865440000e+005, +2.58230375268e+002, +8.83106768096e+001, +9.87838229995e-005, +7.61262632636e+000
+4.18916357000e+005, +2.60132366904e+002, +8.82989423361e+001, +9.87860853213e-005, +7.72195014608e+000
+4.21989657000e+005, +2.62059516371e+002, +8.82906632891e+001, +9.87927243152e-005, +7.81700693970e+000
+4.25085504000e+005, +2.63996918267e+002, +8.82801188300e+001, +9.87977382559e-005, +7.92336100880e+000
+4.28204062000e+005, +2.65947025483e+002, +8.82700410783e+001, +9.88021726114e-005, +8.02864594705e+000
+4.31345500000e+005, +2.67911387140e+002, +8.82614539068e+001, +9.88066262775e-005, +8.12808251903e+000
+4.34509984000e+005, +2.69890396122e+002, +8.82512270734e+001, +9.88110422749e-005, +8.23627402155e+000
+4.37697683000e+005, +2.71875222401e+002, +8.82383681080e+001, +9.88121171631e-005, +8.35783385368e+000
+4.40908769000e+005, +2.73875741632e+002, +8.82252127618e+001, +9.88135664961e-005, +8.48218573255e+000
+4.44143412000e+005, +2.75885676942e+002, +8.82129288060e+001, +9.88131578659e-005, +8.60355536257e+000
+4.47401785000e+005, +2.77915008394e+002, +8.82016568550e+001, +9.88144513212e-005, +8.72148870666e+000
+4.50684063000e+005, +2.79967940987e+002, +8.81902954895e+001, +9.88187975807e-005, +8.84140177363e+000
+4.53990421000e+005, +2.82025353242e+002, +8.81813855208e+001, +9.88195304413e-005, +8.95021025481e+000
+4.57321035000e+005, +2.84105370678e+002, +8.81750976487e+001, +9.88230090620e-005, +9.04738372964e+000
+4.60676083000e+005, +2.86206897735e+002, +8.81683103230e+001, +9.88285893056e-005, +9.14819436253e+000
+4.64055746000e+005, +2.88315384823e+002, +8.81599436939e+001, +9.88311378852e-005, +9.25766884649e+000
+4.67460202000e+005, +2.90446782067e+002, +8.81510432057e+001, +9.88361652579e-005, +9.37120243614e+000
+4.70889635000e+005, +2.92589267466e+002, +8.81427008646e+001, +9.88396445158e-005, +9.48290836608e+000
+4.74344227000e+005, +2.94753402943e+002, +8.81280630348e+001, +9.88447279587e-005, +9.62831189646e+000
+4.77824163000e+005, +2.96926293317e+002, +8.81144295618e+001, +9.88474480066e-005, +9.76990610775e+000
+4.81329628000e+005, +2.99121710502e+002, +8.81010331280e+001, +9.88523271660e-005, +9.91204302654e+000
+4.84860811000e+005, +3.01332393997e+002, +8.80872393934e+001, +9.88568611212e-005, +1.00578032558e+001
+4.88417900000e+005, +3.03554301041e+002, +8.80762672331e+001, +9.88598874382e-005, +1.01900637280e+001
+4.92001085000e+005, +3.05803695646e+002, +8.80672707463e+001, +9.88666152580e-005, +1.03135636134e+001
+4.95610557000e+005, +3.08062560166e+002, +8.80581160459e+001, +9.88710215820e-005, +1.04389402840e+001
+4.99246509000e+005, +3.10338311343e+002, +8.80482661246e+001, +9.88754488475e-005, +1.05693764578e+001
+5.02909136000e+005, +3.12637129481e+002, +8.80380504114e+001, +9.88818301031e-005, +1.07033786891e+001
+5.06598633000e+005, +3.14946852324e+002, +8.80273405442e+001, +9.88862565808e-005, +1.08412898078e+001
+5.10315197000e+005, +3.17276190082e+002, +8.80135007163e+001, +9.88912877374e-005, +1.09980641773e+001
+5.14059027000e+005, +3.19615139624e+002, +8.79972218799e+001, +9.88938097336e-005, +1.11698953468e+001
+5.17830323000e+005, +3.21980559379e+002, +8.79816846576e+001, +9.88992032261e-005, +1.13398214758e+001
+5.21629287000e+005, +3.24351899436e+002, +8.79666989718e+001, +9.89010906936e-005, +1.15081186889e+001
+5.25456120000e+005, +3.26755897339e+002, +8.79521924934e+001, +9.89076002011e-005, +1.16760908694e+001
+5.29311029000e+005, +3.29176883641e+002, +8.79390770529e+001, +9.89139408185e-005, +1.18379035455e+001
+5.33194218000e+005, +3.31629968091e+002, +8.79287634513e+001, +9.89246759726e-005, +1.19857783783e+001
+5.37105896000e+005, +3.34095361270e+002, +8.79159420067e+001, +9.89334829842e-005, +1.21495961954e+001
+5.41046271000e+005, +3.36581991190e+002, +8.79060804115e+001, +9.89433279050e-005, +1.22979172026e+001
+5.45015554000e+005, +3.39081363049e+002, +8.78941869448e+001, +9.89513592989e-005, +1.24595776883e+001
+5.49013956000e+005, +3.41613259273e+002, +8.78831739330e+001, +9.89634889430e-005, +1.26182305032e+001
+5.53041692000e+005, +3.44150919927e+002, +8.78719989663e+001, +9.89718267892e-005, +1.27790416669e+001
+5.57098977000e+005, +3.46708732694e+002, +8.78618340068e+001, +9.89805981506e-005, +1.29354862626e+001
+5.61186028000e+005, +3.49286666408e+002, +8.78513252049e+001, +9.89896595629e-005, +1.30956863190e+001
+5.65303062000e+005, +3.51886004807e+002, +8.78395441200e+001, +9.89992649586e-005, +1.32654456288e+001
+5.69450300000e+005, +3.54507709115e+002, +8.78274172172e+001, +9.90096884119e-005, +1.34392584631e+001
+5.73627963000e+005, +3.57128454710e+002, +8.78120577201e+001, +9.90142140075e-005, +1.36342774507e+001
+5.77836275000e+005, +3.59782823587e+002, +8.77950524515e+001, +9.90225449024e-005, +1.38423190046e+001
+5.82075461000e+005, +3.62440338369e+002, +8.77787219725e+001, +9.90263821523e-005, +1.40477904029e+001
+5.86345747000e+005, +3.65125521311e+002, +8.77618505405e+001, +9.90323552443e-005, +1.42592993535e+001
+5.90647360000e+005, +3.67836060441e+002, +8.77471525422e+001, +9.90399389833e-005, +1.44594423887e+001
+5.94980532000e+005, +3.70563763360e+002, +8.77325741340e+001, +9.90467341219e-005, +1.46608803073e+001
+5.99345493000e+005, +3.73290900223e+002, +8.77218244951e+001, +9.90482696450e-005, +1.48387564532e+001
+6.03742477000e+005, +3.76054193666e+002, +8.77103986968e+001, +9.90539921405e-005, +1.50235329777e+001
+6.08171718000e+005, +3.78846594505e+002, +8.76992913499e+001, +9.90619956143e-005, +1.52084748361e+001
+6.12633454000e+005, +3.81654014456e+002, +8.76870129589e+001, +9.90684304001e-005, +1.54028978698e+001
+6.17127923000e+005, +3.84485265916e+002, +8.76741436141e+001, +9.90755995795e-005, +1.56034517175e+001
+6.21655364000e+005, +3.87367210564e+002, +8.76568290236e+001, +9.90900449416e-005, +1.58373727269e+001
+6.26216020000e+005, +3.90280905513e+002, +8.76388686441e+001, +9.91070143121e-005, +1.60787355259e+001
+6.30810134000e+005, +3.93198108836e+002, +8.76215446914e+001, +9.91193822915e-005, +1.63177037498e+001
+6.35437952000e+005, +3.96148086149e+002, +8.76043283889e+001, +9.91344954496e-005, +1.65590594208e+001
+6.40099722000e+005, +3.99102052319e+002, +8.75888599629e+001, +9.91452220127e-005, +1.67901885054e+001
+6.44795691000e+005, +4.02071936982e+002, +8.75752884084e+001, +9.91545753500e-005, +1.70102846017e+001
+6.49526112000e+005, +4.05045024311e+002, +8.75644360504e+001, +9.91594978295e-005, +1.72127160589e+001
+6.54291236000e+005, +4.08059887762e+002, +8.75532916347e+001, +9.91692054608e-005, +1.74201334942e+001
+6.59091319000e+005, +4.11092858853e+002, +8.75416377923e+001, +9.91778270281e-005, +1.76331502946e+001
+6.63926617000e+005, +4.14149126945e+002, +8.75278602380e+001, +9.91864671291e-005, +1.78637395306e+001
+6.68797388000e+005, +4.17241607102e+002, +8.75144403449e+001, +9.91983364334e-005, +1.80947647409e+001
+6.73703892000e+005, +4.20421767833e+002, +8.74999329408e+001, +9.92253634297e-005, +1.83390315428e+001
+6.78646392000e+005, +4.23616757609e+002, +8.74847915571e+001, +9.92501384987e-005, +1.85902395028e+001
+6.83625152000e+005, +4.26819256410e+002, +8.74687997305e+001, +9.92709469241e-005, +1.88497938224e+001
+6.88640438000e+005, +4.30038401699e+002, +8.74534708922e+001, +9.92900565858e-005, +1.91069012349e+001
+6.93692517000e+005, +4.33277498027e+002, +8.74392522954e+001, +9.93082569242e-005, +1.93582324510e+001
+6.98781659000e+005, +4.36500928138e+002, +8.74237270984e+001, +9.93172370131e-005, +1.96204087975e+001
+7.03908138000e+005, +4.39733708180e+002, +8.74107015127e+001, +9.93231016794e-005, +1.98655872048e+001
+7.09072226000e+005, +4.43010051995e+002, +8.73955919614e+001, +9.93331969173e-005, +2.01303074681e+001
+7.14274199000e+005, +4.46293793000e+002, +8.73791203601e+001, +9.93393911266e-005, +2.04076889601e+001
+7.19514335000e+005, +4.49636681302e+002, +8.73638174952e+001, +9.93533619609e-005, +2.06805143373e+001
+7.24792915000e+005, +4.53004617455e+002, +8.73451391583e+001, +9.93670581472e-005, +2.09829400505e+001
+7.30110220000e+005, +4.56423967252e+002, +8.73258026656e+001, +9.93863945050e-005, +2.12951924848e+001
+7.35466534000e+005, +4.59871874140e+002, +8.73074688330e+001, +9.94063990166e-005, +2.16030512038e+001
+7.40862144000e+005, +4.63329369551e+002, +8.72890019638e+001, +9.94228548393e-005, +2.19146399482e+001
+7.46297338000e+005, +4.66811862720e+002, +8.72697383968e+001, +9.94390246999e-005, +2.22361267248e+001
+7.51772406000e+005, +4.70330774773e+002, +8.72499357402e+001, +9.94573071589e-005, +2.25661172497e+001
+7.57287640000e+005, +4.73861499367e+002, +8.72312577581e+001, +9.94725869471e-005, +2.28898148411e+001
+7.62843337000e+005, +4.77413801608e+002, +8.72145087336e+001, +9.94869945512e-005, +2.32008046974e+001
+7.68439791000e+005, +4.80992314146e+002, +8.71966766317e+001, +9.95012170196e-005, +2.35242298153e+001
+7.74077303000e+005, +4.84599196726e+002, +8.71795606263e+001, +9.95158107138e-005, +2.38452244949e+001
+7.79756174000e+005, +4.88261270502e+002, +8.71631616496e+001, +9.95361966614e-005, +2.41649987569e+001
+7.85476706000e+005, +4.91944451187e+002, +8.71474295820e+001, +9.95553074956e-005, +2.44821963968e+001
+7.91239206000e+005, +4.95686788252e+002, +8.71329685633e+001, +9.95808276293e-005, +2.47933899831e+001
+7.97043982000e+005, +4.99446073470e+002, +8.71186870849e+001, +9.96040660294e-005, +2.51057576197e+001
+8.02891343000e+005, +5.03219104670e+002, +8.71030428423e+001, +9.96242608727e-005, +2.54326434301e+001
+8.08781602000e+005, +5.07045540512e+002, +8.70856745642e+001, +9.96491936505e-005, +2.57795360703e+001
+8.14715074000e+005, +5.10873121950e+002, +8.70690223250e+001, +9.96687342801e-005, +2.61224256281e+001
+8.20692075000e+005, +5.14718887404e+002, +8.70464452304e+001, +9.96856649294e-005, +2.65216256273e+001
+8.26712926000e+005, +5.18605895081e+002, +8.70273370619e+001, +9.97052596839e-005, +2.68946333116e+001
+8.32777948000e+005, +5.22521566166e+002, +8.70069764649e+001, +9.97246014787e-005, +2.72831293950e+001
+8.38887464000e+005, +5.26460707805e+002, +8.69885930835e+001, +9.97429610248e-005, +2.76574925202e+001
+8.45041802000e+005, +5.30475639874e+002, +8.69673072842e+001, +9.97697152002e-005, +2.80652175487e+001
+8.51241290000e+005, +5.34497273305e+002, +8.69515888860e+001, +9.97925141525e-005, +2.84244115099e+001
+8.57486260000e+005, +5.38577004408e+002, +8.69356340713e+001, +9.98204057259e-005, +2.87911314386e+001
+8.63777044000e+005, +5.42686107654e+002, +8.69195808172e+001, +9.98479629662e-005, +2.91626273776e+001
+8.70113979000e+005, +5.46846798854e+002, +8.68992249232e+001, +9.98788101979e-005, +2.95802124867e+001
+8.76497405000e+005, +5.50992932897e+002, +8.68783090326e+001, +9.99011778239e-005, +3.00053306340e+001
+8.82927661000e+005, +5.55209543460e+002, +8.68556941448e+001, +9.99304013275e-005, +3.04537699210e+001
+8.89405091000e+005, +5.59430174277e+002, +8.68275555877e+001, +9.99540369629e-005, +3.09596002175e+001
+8.95930042000e+005, +5.63679303000e+002, +8.68056948532e+001, +9.99776297222e-005, +3.14094879242e+001
+9.02502861000e+005, +5.67971973424e+002, +8.67816698939e+001, +1.00002985131e-004, +3.18864713956e+001
+9.09123902000e+005, +5.72326495209e+002, +8.67603392736e+001, +1.00033692338e-004, +3.23436711727e+001
+9.15793516000e+005, +5.76712393868e+002, +8.67431209140e+001, +1.00064455650e-004, +3.27645632793e+001
+9.22512060000e+005, +5.81131108276e+002, +8.67343646897e+001, +1.00095927124e-004, +3.31042696838e+001
+9.29279894000e+005, +5.85590101622e+002, +8.67228144323e+001, +1.00128224889e-004, +3.34761340337e+001
+9.36097378000e+005, +5.90065455394e+002, +8.67099848624e+001, +1.00157370160e-004, +3.38638838242e+001
+9.42964878000e+005, +5.94607027319e+002, +8.66933710257e+001, +1.00191531306e-004, +3.42966551513e+001
+9.49882760000e+005, +5.99185582890e+002, +8.66775920930e+001, +1.00226119747e-004, +3.47254803724e+001
+9.56851394000e+005, +6.03766512129e+002, +8.66534412704e+001, +1.00254396929e-004, +3.52450292658e+001
+9.63871151000e+005, +6.08390840163e+002, +8.66305773073e+001, +1.00284177678e-004, +3.57573380294e+001
+9.70942408000e+005, +6.13052253533e+002, +8.66061762367e+001, +1.00314064364e-004, +3.62919377027e+001
+9.78065542000e+005, +6.17792883184e+002, +8.65762817083e+001, +1.00350432621e-004, +3.68943451770e+001
+9.85240933000e+005, +6.22532287201e+002, +8.65516688575e+001, +1.00381236049e-004, +3.74443242436e+001
+9.92468965000e+005, +6.27289721004e+002, +8.65234964948e+001, +1.00408717735e-004, +3.80383519431e+001
+9.99750024000e+005, +6.32071011731e+002, +8.64938698348e+001, +1.00434040254e-004, +3.86545120588e+001
+1.00708450000e+006, +6.36910866446e+002, +8.64669055282e+001, +1.00463119580e-004, +3.92496700170e+001
+1.01447278300e+006, +6.41804101896e+002, +8.64406806435e+001, +1.00494821377e-004, +3.98444139889e+001
+1.02191526900e+006, +6.46755074322e+002, +8.64162092005e+001, +1.00529835772e-004, +4.04274770064e+001
+1.02941235600e+006, +6.51790878691e+002, +8.63931837750e+001, +1.00572200427e-004, +4.10036752720e+001
+1.03696444300e+006, +6.56916066492e+002, +8.63756127485e+001, +1.00622859158e-004, +4.15271539454e+001
+1.04457193500e+006, +6.62084817709e+002, +8.63569502273e+001, +1.00673907891e-004, +4.20691204945e+001
+1.05223523700e+006, +6.67277065941e+002, +8.63373297206e+001, +1.00722272091e-004, +4.26270776693e+001
+1.05995476000e+006, +6.72521726122e+002, +8.63166348249e+001, +1.00772278067e-004, +4.32045296058e+001
+1.06773091600e+006, +6.77766144655e+002, +8.62948645654e+001, +1.00816005517e-004, +4.37984353151e+001
+1.07556412000e+006, +6.83002751362e+002, +8.62728090417e+001, +1.00852512309e-004, +4.43991973052e+001
+1.08345479100e+006, +6.88287520461e+002, +8.62487641051e+001, +1.00889916777e-004, +4.50309725116e+001
+1.09140335100e+006, +6.93610602376e+002, +8.62241660551e+001, +1.00926877740e-004, +4.56763699196e+001
+1.09941022300e+006, +6.99010029046e+002, +8.61986307592e+001, +1.00968805098e-004, +4.63427890784e+001
+1.10747583700e+006, +7.04453269410e+002, +8.61720851431e+001, +1.01010865942e-004, +4.70293196660e+001
+1.11560062200e+006, +7.09964318745e+002, +8.61409183371e+001, +1.01055991700e-004, +4.77825634556e+001
+1.12378501300e+006, +7.15526167039e+002, +8.61069793048e+001, +1.01101860684e-004, +4.85797621418e+001
+1.13202944700e+006, +7.21142617606e+002, +8.60769220334e+001, +1.01149732253e-004, +4.93385146342e+001
+1.14033436500e+006, +7.26827004431e+002, +8.60461295491e+001, +1.01200829597e-004, +5.01171204280e+001
+1.14870021100e+006, +7.32543183227e+002, +8.60190030083e+001, +1.01250575469e-004, +5.08572593765e+001
+1.15712743100e+006, +7.38339946151e+002, +8.59950772542e+001, +1.01305607924e-004, +5.15672731303e+001
+1.16561647500e+006, +7.44198582161e+002, +8.59755097149e+001, +1.01363374900e-004, +5.22299865826e+001
+1.17416779800e+006, +7.50109246331e+002, +8.59570383994e+001, +1.01422049178e-004, +5.28860390425e+001
+1.18278185600e+006, +7.56068302496e+002, +8.59383493302e+001, +1.01480913747e-004, +5.35521811907e+001
+1.19145911000e+006, +7.62079120612e+002, +8.59174205858e+001, +1.01540107502e-004, +5.42555924281e+001
+1.20020002200e+006, +7.68141365191e+002, +8.58977448167e+001, +1.01599963056e-004, +5.49503014097e+001
+1.20900506100e+006, +7.74308007273e+002, +8.58801583646e+001, +1.01667484437e-004, +5.56284983902e+001
+1.21787469600e+006, +7.80507973555e+002, +8.58618038266e+001, +1.01732833289e-004, +5.63233061778e+001
+1.22680940100e+006, +7.86749809214e+002, +8.58394716981e+001, +1.01796693926e-004, +5.70795788705e+001
+1.23580965400e+006, +7.93047205535e+002, +8.58164764744e+001, +1.01861217756e-004, +5.78539020452e+001
+1.24487593600e+006, +7.99360440105e+002, +8.57913508087e+001, +1.01921079582e-004, +5.86640617080e+001
+1.25400873000e+006, +8.05669066453e+002, +8.57595587054e+001, +1.01973133491e-004, +5.95728764055e+001
+1.26320852600e+006, +8.12010835185e+002, +8.57236822311e+001, +1.02022547331e-004, +6.05488473569e+001
+1.27247581500e+006, +8.18415308993e+002, +8.56887783906e+001, +1.02073670195e-004, +6.15235754486e+001
+1.28181109100e+006, +8.24900121999e+002, +8.56532535924e+001, +1.02128389159e-004, +6.25210642494e+001
+1.29121485300e+006, +8.31498671672e+002, +8.56191266030e+001, +1.02190952219e-004, +6.35150117927e+001
+1.30068760500e+006, +8.38173841546e+002, +8.55854450283e+001, +1.02256486495e-004, +6.45161760375e+001
+1.31022985100e+006, +8.45006074120e+002, +8.55535864881e+001, +1.02334811939e-004, +6.55105188807e+001
+1.31984210200e+006, +8.51879860819e+002, +8.55209909839e+001, +1.02411362730e-004, +6.65265849341e+001
+1.32952487200e+006, +8.58817220190e+002, +8.54885701173e+001, +1.02488875801e-004, +6.75528176762e+001
+1.33927867800e+006, +8.65803748210e+002, +8.54579537549e+001, +1.02565803242e-004, +6.85635683040e+001
+1.34910404000e+006, +8.72842100133e+002, +8.54269434598e+001, +1.02642113183e-004, +6.95918561253e+001
+1.35900148500e+006, +8.79842365130e+002, +8.53963993419e+001, +1.02707391677e-004, +7.06175252524e+001
+1.36897154000e+006, +8.86934964470e+002, +8.53675556625e+001, +1.02777123387e-004, +7.16318371539e+001
