!Keysight Technologies,E4990A,MY54302543,A.03.06
!Date: Tue Mar 24 14:54:32 2026

BEGIN CH1_DATA
DCV(V), +4.164e-005, DCI(A), -3.882e-007
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data, Ls(H)-data, Rs(Ohm)-data
+2.23419629000e+005, +5.13954165113e+002, +3.29251122149e+001, +1.99001623421e-004, +4.31403728809e+002
+2.25058704000e+005, +5.15309576905e+002, +3.29053510285e+001, +1.97967799147e-004, +4.32638014268e+002
+2.26709805000e+005, +5.16724186467e+002, +3.28815744585e+001, +1.96939118243e-004, +4.33942129096e+002
+2.28373018000e+005, +5.18095520432e+002, +3.28633889671e+001, +1.95927433691e-004, +4.35183022081e+002
+2.30048433000e+005, +5.19486837370e+002, +3.28401145827e+001, +1.94900193169e-004, +4.36466155225e+002
+2.31736139000e+005, +5.20862240378e+002, +3.28173669592e+001, +1.93873679848e-004, +4.37733859889e+002
+2.33436227000e+005, +5.22248535845e+002, +3.27940863294e+001, +1.92852362318e-004, +4.39013875234e+002
+2.35148788000e+005, +5.23600752353e+002, +3.27670460393e+001, +1.91802926291e-004, +4.40284369510e+002
+2.36873912000e+005, +5.24956114690e+002, +3.27421753672e+001, +1.90770161769e-004, +4.41547351405e+002
+2.38611692000e+005, +5.26342307562e+002, +3.27146488902e+001, +1.89738994411e-004, +4.42850011837e+002
+2.40362221000e+005, +5.27725967904e+002, +3.26923779713e+001, +1.88738012481e-004, +4.44125014530e+002
+2.42125593000e+005, +5.29102697755e+002, +3.26671103603e+001, +1.87723151202e-004, +4.45409634500e+002
+2.43901901000e+005, +5.30506293445e+002, +3.26421455231e+001, +1.86723354982e-004, +4.46715933753e+002
+2.45691241000e+005, +5.31892936331e+002, +3.26200953867e+001, +1.85736305720e-004, +4.47993943289e+002
+2.47493708000e+005, +5.33301128789e+002, +3.25964512418e+001, +1.84752552089e-004, +4.49298609738e+002
+2.49309398000e+005, +5.34715674921e+002, +3.25745853704e+001, +1.83783731733e-004, +4.50600245155e+002
+2.51138409000e+005, +5.36091237078e+002, +3.25527742534e+001, +1.82805600350e-004, +4.51869261111e+002
+2.52980838000e+005, +5.37475458705e+002, +3.25307140391e+001, +1.81833076907e-004, +4.53147332485e+002
+2.54836784000e+005, +5.38848189789e+002, +3.25124973567e+001, +1.80879615459e-004, +4.54396792303e+002
+2.56706345000e+005, +5.40225567533e+002, +3.24910454147e+001, +1.79915519300e-004, +4.55666981232e+002
+2.58589622000e+005, +5.41622224086e+002, +3.24705197777e+001, +1.78966228232e-004, +4.56949224423e+002
+2.60486716000e+005, +5.43043869092e+002, +3.24510993267e+001, +1.78034275223e-004, +4.58247412454e+002
+2.62397727000e+005, +5.44465684788e+002, +3.24296661009e+001, +1.77096154898e-004, +4.59556466339e+002
+2.64322758000e+005, +5.45946747769e+002, +3.24082806983e+001, +1.76181041789e-004, +4.60915801716e+002
+2.66261911000e+005, +5.47455046927e+002, +3.23871786706e+001, +1.75279369739e-004, +4.62297214732e+002
+2.68215291000e+005, +5.48923013125e+002, +3.23658003049e+001, +1.74366766839e-004, +4.63646510358e+002
+2.70183001000e+005, +5.50399545139e+002, +3.23424611550e+001, +1.73450916485e-004, +4.65013641716e+002
+2.72165147000e+005, +5.51865067491e+002, +3.23196834203e+001, +1.72537764874e-004, +4.66369144322e+002
+2.74161835000e+005, +5.53314058339e+002, +3.22977406905e+001, +1.71626944458e-004, +4.67706913700e+002
+2.76173171000e+005, +5.54731019778e+002, +3.22721126117e+001, +1.70692431660e-004, +4.69037179606e+002
+2.78199263000e+005, +5.56180546672e+002, +3.22490213226e+001, +1.69783635576e-004, +4.70382431587e+002
+2.80240219000e+005, +5.57619568181e+002, +3.22237256767e+001, +1.68864945982e-004, +4.71730783463e+002
+2.82296147000e+005, +5.59061843356e+002, +3.22013862197e+001, +1.67964732959e-004, +4.73067103469e+002
+2.84367159000e+005, +5.60497609191e+002, +3.21739378441e+001, +1.67042501044e-004, +4.74425056282e+002
+2.86453365000e+005, +5.61937793950e+002, +3.21452643205e+001, +1.66119761756e-004, +4.75793767544e+002
+2.88554875000e+005, +5.63397023053e+002, +3.21182162143e+001, +1.65213939835e-004, +4.77170759130e+002
+2.90671803000e+005, +5.64863396868e+002, +3.20903183707e+001, +1.64310017248e-004, +4.78558880456e+002
+2.92804261000e+005, +5.66361908107e+002, +3.20650839979e+001, +1.63431202698e-004, +4.79960905863e+002
+2.94952364000e+005, +5.67890461300e+002, +3.20392652026e+001, +1.62561788564e-004, +4.81392077824e+002
+2.97116225000e+005, +5.69473335259e+002, +3.20192833891e+001, +1.61737486947e-004, +4.82839185484e+002
+2.99295962000e+005, +5.71073051168e+002, +3.19967286748e+001, +1.60909232553e-004, +4.84314691378e+002
+3.01491690000e+005, +5.72655040431e+002, +3.19725456853e+001, +1.60071632253e-004, +4.85784369861e+002
+3.03703526000e+005, +5.74219385921e+002, +3.19488193613e+001, +1.59234218322e-004, +4.87237275940e+002
+3.05931589000e+005, +5.75798892825e+002, +3.19245206234e+001, +1.58401543513e-004, +4.88706694116e+002
+3.08175998000e+005, +5.77322927946e+002, +3.18976211119e+001, +1.57545307048e-004, +4.90143486753e+002
+3.10436872000e+005, +5.78862880217e+002, +3.18693853879e+001, +1.56690914648e-004, +4.91601572858e+002
+3.12714333000e+005, +5.80366312171e+002, +3.18443754115e+001, +1.55844237826e-004, +4.93012077648e+002
+3.15008502000e+005, +5.81893899632e+002, +3.18173546628e+001, +1.54998657306e-004, +4.94454472987e+002
+3.17319502000e+005, +5.83434837490e+002, +3.17909918606e+001, +1.54162862631e-004, +4.95905336012e+002
+3.19647456000e+005, +5.84952659081e+002, +3.17640600572e+001, +1.53321870052e-004, +4.97340245316e+002
+3.21992488000e+005, +5.86461580764e+002, +3.17405285972e+001, +1.52496634016e-004, +4.98749917756e+002
+3.24354725000e+005, +5.87992547930e+002, +3.17150244429e+001, +1.51671979379e-004, +5.00189553976e+002
+3.26734291000e+005, +5.89527644009e+002, +3.16877910743e+001, +1.50844335765e-004, +5.01642667227e+002
+3.29131315000e+005, +5.91064665464e+002, +3.16616156481e+001, +1.50025048727e-004, +5.03092343966e+002
+3.31545924000e+005, +5.92625755249e+002, +3.16341793613e+001, +1.49209819566e-004, +5.04569984969e+002
+3.33978248000e+005, +5.94221124849e+002, +3.16057586614e+001, +1.48402284373e-004, +5.06082839916e+002
+3.36428415000e+005, +5.95828716321e+002, +3.15751169979e+001, +1.47591643202e-004, +5.07618905941e+002
+3.38896558000e+005, +5.97420093695e+002, +3.15464529207e+001, +1.46788477238e-004, +5.09131120949e+002
+3.41382808000e+005, +5.98999769173e+002, +3.15172362341e+001, +1.45983364607e-004, +5.10637086103e+002
+3.43887298000e+005, +6.00588750320e+002, +3.14874472677e+001, +1.45181402015e-004, +5.12154829320e+002
+3.46410162000e+005, +6.02135438837e+002, +3.14585839402e+001, +1.44376363225e-004, +5.13632143700e+002
+3.48951534000e+005, +6.03703272548e+002, +3.14322718171e+001, +1.43590197859e-004, +5.15114166078e+002
+3.51511550000e+005, +6.05264530074e+002, +3.14034368067e+001, +1.42795388653e-004, +5.16605105533e+002
+3.54090347000e+005, +6.06830279869e+002, +3.13749229514e+001, +1.42006258175e-004, +5.18098797493e+002
+3.56688064000e+005, +6.08416817980e+002, +3.13453019809e+001, +1.41220764325e-004, +5.19617042187e+002
+3.59304838000e+005, +6.10056439532e+002, +3.13161543828e+001, +1.40452650444e-004, +5.21178731717e+002
+3.61940809000e+005, +6.11741110116e+002, +3.12853062073e+001, +1.39691036123e-004, +5.22789080394e+002
+3.64596119000e+005, +6.13412146281e+002, +3.12552949743e+001, +1.38932604168e-004, +5.24383914846e+002
+3.67270908000e+005, +6.15108009210e+002, +3.12253593615e+001, +1.38183002317e-004, +5.26000323101e+002
+3.69965321000e+005, +6.16754595905e+002, +3.11966452935e+001, +1.37430119221e-004, +5.27568544402e+002
+3.72679501000e+005, +6.18380311237e+002, +3.11680009550e+001, +1.36675897999e-004, +5.29119239904e+002
+3.75413593000e+005, +6.19940506102e+002, +3.11399854345e+001, +1.35912854383e-004, +5.30611046255e+002
+3.78167744000e+005, +6.21522306071e+002, +3.11119618639e+001, +1.35157760411e-004, +5.32122057289e+002
+3.80942099000e+005, +6.23103668816e+002, +3.10824240862e+001, +1.34399884569e-004, +5.33641867888e+002
+3.83736808000e+005, +6.24716194381e+002, +3.10544846219e+001, +1.33658123134e-004, +5.35180085805e+002
+3.86552020000e+005, +6.26331383823e+002, +3.10260121060e+001, +1.32917960492e-004, +5.36724273927e+002
+3.89387885000e+005, +6.27986381101e+002, +3.09977459389e+001, +1.32190066678e-004, +5.38302115012e+002
+3.92244555000e+005, +6.29663550707e+002, +3.09707526202e+001, +1.31474621277e-004, +5.39892479318e+002
+3.95122183000e+005, +6.31344366760e+002, +3.09423331414e+001, +1.30757336695e-004, +5.41494744858e+002
+3.98020921000e+005, +6.33013240542e+002, +3.09131890044e+001, +1.30037723125e-004, +5.43091601873e+002
+4.00940926000e+005, +6.34676236097e+002, +3.08840649267e+001, +1.29319921909e-004, +5.44684031791e+002
+4.03882352000e+005, +6.36328605653e+002, +3.08530521463e+001, +1.28595830609e-004, +5.46278824276e+002
+4.06845358000e+005, +6.37971503583e+002, +3.08217759904e+001, +1.27871905049e-004, +5.47867742767e+002
+4.09830101000e+005, +6.39622353003e+002, +3.07903198161e+001, +1.27151977698e-004, +5.49465276424e+002
+4.12836742000e+005, +6.41272649152e+002, +3.07589322242e+001, +1.26435260806e-004, +5.51062704357e+002
+4.15865440000e+005, +6.42933089819e+002, +3.07255412636e+001, +1.25716195238e-004, +5.52681098095e+002
+4.18916357000e+005, +6.44615871672e+002, +3.06928414669e+001, +1.25007095796e-004, +5.54315535491e+002
+4.21989657000e+005, +6.46342077159e+002, +3.06565209394e+001, +1.24296093409e-004, +5.56008953541e+002
+4.25085504000e+005, +6.48070678675e+002, +3.06217963301e+001, +1.23594335379e-004, +5.57696131409e+002
+4.28204062000e+005, +6.49777726241e+002, +3.05879170213e+001, +1.22894482164e-004, +5.59360738782e+002
+4.31345500000e+005, +6.51490630272e+002, +3.05534556426e+001, +1.22196578612e-004, +5.61034585645e+002
+4.34509984000e+005, +6.53177679756e+002, +3.05196398106e+001, +1.21499141500e-004, +5.62683267045e+002
+4.37697683000e+005, +6.54808724343e+002, +3.04864081389e+001, +1.20796476694e-004, +5.64281114261e+002
+4.40908769000e+005, +6.56413947724e+002, +3.04544182414e+001, +1.20096676026e-004, +5.65850261927e+002
+4.44143412000e+005, +6.58055865118e+002, +3.04230162397e+001, +1.19408815364e-004, +5.67448364431e+002
+4.47401785000e+005, +6.59726271278e+002, +3.03917502045e+001, +1.18729623790e-004, +5.69070989874e+002
+4.50684063000e+005, +6.61408074015e+002, +3.03609603352e+001, +1.18057110200e-004, +5.70701423557e+002
+4.53990421000e+005, +6.63160091370e+002, +3.03303475964e+001, +1.17400564681e-004, +5.72392175077e+002
+4.57321035000e+005, +6.64974079834e+002, +3.03036248426e+001, +1.16771171319e-004, +5.74114435234e+002
+4.60676083000e+005, +6.66769487482e+002, +3.02751327883e+001, +1.16134809064e-004, +5.75831758672e+002
+4.64055746000e+005, +6.68553472519e+002, +3.02458613495e+001, +1.15496296827e-004, +5.77544553272e+002
+4.67460202000e+005, +6.70322397557e+002, +3.02152630566e+001, +1.14853211838e-004, +5.79252913784e+002
+4.70889635000e+005, +6.72080391920e+002, +3.01831196286e+001, +1.14205630559e-004, +5.80961723894e+002
+4.74344227000e+005, +6.73726546792e+002, +3.01464545127e+001, +1.13526507693e-004, +5.82601338825e+002
+4.77824163000e+005, +6.75409353280e+002, +3.01102514445e+001, +1.12858259913e-004, +5.84270746924e+002
+4.81329628000e+005, +6.77101175569e+002, +3.00749209915e+001, +1.12197516044e-004, +5.85943622944e+002
+4.84860811000e+005, +6.78812368101e+002, +3.00393512877e+001, +1.11542152632e-004, +5.87635509143e+002
+4.88417900000e+005, +6.80534681328e+002, +3.00038183904e+001, +1.10891677500e-004, +5.89337644277e+002
+4.92001085000e+005, +6.82307640979e+002, +2.99723797208e+001, +1.10265966761e-004, +5.91060139872e+002
+4.95610557000e+005, +6.84112569008e+002, +2.99420119808e+001, +1.09651596143e-004, +5.92804749280e+002
+4.99246509000e+005, +6.85913982956e+002, +2.99100108745e+001, +1.09033804800e-004, +5.94556851656e+002
+5.02909136000e+005, +6.87698863350e+002, +2.98772929641e+001, +1.08413642830e-004, +5.96299721748e+002
+5.06598633000e+005, +6.89461307398e+002, +2.98435611460e+001, +1.07789307972e-004, +5.98030023624e+002
+5.10315197000e+005, +6.91173060562e+002, +2.98089565341e+001, +1.07157010004e-004, +5.99722401439e+002
+5.14059027000e+005, +6.92835170966e+002, +2.97716483984e+001, +1.06511192682e-004, +6.01388732595e+002
+5.17830323000e+005, +6.94505855255e+002, +2.97335171963e+001, +1.05867120586e-004, +6.03068276755e+002
+5.21629287000e+005, +6.96203557183e+002, +2.96956848172e+001, +1.05231190718e-004, +6.04770327387e+002
+5.25456120000e+005, +6.97912114660e+002, +2.96583017344e+001, +1.04601340737e-004, +6.06479950355e+002
+5.29311029000e+005, +6.99659201358e+002, +2.96215183774e+001, +1.03982096813e-004, +6.08220292657e+002
+5.33194218000e+005, +7.01485605305e+002, +2.95857739868e+001, +1.03380690901e-004, +6.10024189173e+002
+5.37105896000e+005, +7.03322744439e+002, +2.95485286708e+001, +1.02778721840e-004, +6.11847398548e+002
+5.41046271000e+005, +7.05149254860e+002, +2.95117946983e+001, +1.02179454195e-004, +6.13659177529e+002
+5.45015554000e+005, +7.06980040246e+002, +2.94746984966e+001, +1.01582304981e-004, +6.15477778852e+002
+5.49013956000e+005, +7.08806811324e+002, +2.94390607187e+001, +1.00991776704e-004, +6.17284925130e+002
+5.53041692000e+005, +7.10682785883e+002, +2.94029581483e+001, +1.00409360006e-004, +6.19138645249e+002
+5.57098977000e+005, +7.12543783172e+002, +2.93686075143e+001, +9.98327681435e-005, +6.20969542691e+002
+5.61186028000e+005, +7.14402394759e+002, +2.93321463124e+001, +9.92518239098e-005, +6.22812123375e+002
+5.65303062000e+005, +7.16230465135e+002, +2.92965710019e+001, +9.86719376893e-005, +6.24623556622e+002
+5.69450300000e+005, +7.18045915951e+002, +2.92600605873e+001, +9.80900611069e-005, +6.26430578585e+002
+5.73627963000e+005, +7.19807545636e+002, +2.92237110981e+001, +9.75040259402e-005, +6.28190519169e+002
+5.77836275000e+005, +7.21519776278e+002, +2.91857207632e+001, +9.69091438457e-005, +6.29918247770e+002
+5.82075461000e+005, +7.23237959231e+002, +2.91487010132e+001, +9.63208889977e-005, +6.31646037845e+002
+5.86345747000e+005, +7.24976218461e+002, +2.91114484805e+001, +9.57374488801e-005, +6.33393618784e+002
+5.90647360000e+005, +7.26739322659e+002, +2.90755873344e+001, +9.51642354542e-005, +6.35155169682e+002
+5.94980532000e+005, +7.28516218226e+002, +2.90403854609e+001, +9.45974914117e-005, +6.36925532749e+002
+5.99345493000e+005, +7.30367016275e+002, +2.90122797963e+001, +9.40639356843e-005, +6.38717481844e+002
+6.03742477000e+005, +7.32220424017e+002, +2.89826259954e+001, +9.35284640447e-005, +6.40522027504e+002
+6.08171718000e+005, +7.34075623763e+002, +2.89517301753e+001, +9.29919219928e-005, +6.42336602316e+002
+6.12633454000e+005, +7.35924462343e+002, +2.89174394699e+001, +9.24470378776e-005, +6.44167477267e+002
+6.17127923000e+005, +7.37758211863e+002, +2.88822530437e+001, +9.19001414822e-005, +6.45991550427e+002
+6.21655364000e+005, +7.39565357617e+002, +2.88385398275e+001, +9.13277998833e-005, +6.47846260379e+002
+6.26216020000e+005, +7.41350362399e+002, +2.87919523559e+001, +9.07472599069e-005, +6.49700432704e+002
+6.30810134000e+005, +7.43167131574e+002, +2.87477623581e+001, +9.01803636025e-005, +6.51568467843e+002
+6.35437952000e+005, +7.44975785857e+002, +2.87054381270e+001, +8.96205958628e-005, +6.53418694007e+002
+6.40099722000e+005, +7.46815714771e+002, +2.86644925760e+001, +8.90712174229e-005, +6.55288669347e+002
+6.44795691000e+005, +7.48671939210e+002, +2.86295188099e+001, +8.85433061601e-005, +6.57136490421e+002
+6.49526112000e+005, +7.50575038240e+002, +2.86025324075e+001, +8.80458476814e-005, +6.58976224324e+002
+6.54291236000e+005, +7.52458128728e+002, +2.85715915348e+001, +8.75371144670e-005, +6.60823938156e+002
+6.59091319000e+005, +7.54361822558e+002, +2.85392086224e+001, +8.70290141318e-005, +6.62699602530e+002
+6.63926617000e+005, +7.56257262123e+002, +2.85052360603e+001, +8.65178265322e-005, +6.64578843501e+002
+6.68797388000e+005, +7.58169371163e+002, +2.84672296064e+001, +8.59996930428e-005, +6.66499021864e+002
+6.73703892000e+005, +7.60131858750e+002, +2.84173031789e+001, +8.54567638387e-005, +6.68539690967e+002
+6.78646392000e+005, +7.62083205403e+002, +2.83699295779e+001, +8.49221768058e-005, +6.70555543557e+002
+6.83625152000e+005, +7.64024184409e+002, +2.83239526633e+001, +8.43927968381e-005, +6.72554508176e+002
+6.88640438000e+005, +7.65939311735e+002, +2.82804672503e+001, +8.38698841153e-005, +6.74515971435e+002
+6.93692517000e+005, +7.67865638464e+002, +2.82385404311e+001, +8.33549142623e-005, +6.76478407382e+002
+6.98781659000e+005, +7.69738074166e+002, +2.82048680272e+001, +8.28588464642e-005, +6.78341914994e+002
+7.03908138000e+005, +7.71581083853e+002, +2.81749644340e+001, +8.23720907691e-005, +6.80156325819e+002
+7.09072226000e+005, +7.73457122491e+002, +2.81435748927e+001, +8.18871542401e-005, +6.82010045087e+002
+7.14274199000e+005, +7.75313861971e+002, +2.81095423371e+001, +8.13954285797e-005, +6.83864358439e+002
+7.19514335000e+005, +7.77181105632e+002, +2.80740838599e+001, +8.09033817147e-005, +6.85737840577e+002
+7.24792915000e+005, +7.79037337546e+002, +2.80339960546e+001, +8.04003697039e-005, +6.87632014012e+002
+7.30110220000e+005, +7.80903731673e+002, +2.79897360065e+001, +7.98899485506e-005, +6.89562734138e+002
+7.35466534000e+005, +7.82807517245e+002, +2.79458254191e+001, +7.93868039785e-005, +6.91525189924e+002
+7.40862144000e+005, +7.84675147321e+002, +2.79016226353e+001, +7.88817562010e-005, +6.93458527252e+002
+7.46297338000e+005, +7.86562931720e+002, +2.78598182242e+001, +7.83874805954e-005, +6.95395233414e+002
+7.51772406000e+005, +7.88420650740e+002, +2.78186763697e+001, +7.78944003299e-005, +6.97302011159e+002
+7.57287640000e+005, +7.90286242246e+002, +2.77815094151e+001, +7.74147743530e-005, +6.99191086841e+002
+7.62843337000e+005, +7.92171235365e+002, +2.77428198607e+001, +7.69355209302e-005, +7.01107967301e+002
+7.68439791000e+005, +7.94041902636e+002, +2.77050623886e+001, +7.64596299988e-005, +7.03007024113e+002
+7.74077303000e+005, +7.95973934151e+002, +2.76671275049e+001, +7.59915179205e-005, +7.04962414107e+002
+7.79756174000e+005, +7.97913872034e+002, +2.76277457693e+001, +7.55227779186e-005, +7.06935031694e+002
+7.85476706000e+005, +7.99902519798e+002, +2.75885497304e+001, +7.50613571712e-005, +7.08950522782e+002
+7.91239206000e+005, +8.01938094267e+002, +2.75479261631e+001, +7.46029340618e-005, +7.11017788923e+002
+7.97043982000e+005, +8.03935003745e+002, +2.75078089412e+001, +7.41443510473e-005, +7.13048457215e+002
+8.02891343000e+005, +8.05942559681e+002, +2.74685128856e+001, +7.36909679910e-005, +7.15084185925e+002
+8.08781602000e+005, +8.07930129086e+002, +2.74275422052e+001, +7.32338047232e-005, +7.17113986329e+002
+8.14715074000e+005, +8.09875269274e+002, +2.73871718250e+001, +7.27765208688e-005, +7.19103152324e+002
+8.20692075000e+005, +8.11768684415e+002, +2.73468274614e+001, +7.23169611034e-005, +7.21047108512e+002
+8.26712926000e+005, +8.13659281791e+002, +2.73091587385e+001, +7.18659943509e-005, +7.22971996482e+002
+8.32777948000e+005, +8.15585039076e+002, +2.72690031365e+001, +7.14143730558e-005, +7.24945183984e+002
+8.38887464000e+005, +8.17511746371e+002, +2.72275839090e+001, +7.09620690901e-005, +7.26928346141e+002
+8.45041802000e+005, +8.19486584724e+002, +2.71871422162e+001, +7.05185460303e-005, +7.28948828799e+002
+8.51241290000e+005, +8.21555830232e+002, +2.71458374619e+001, +7.00832156233e-005, +7.31059875828e+002
+8.57486260000e+005, +8.23608515299e+002, +2.71036171623e+001, +6.96463819624e-005, +7.33163158536e+002
+8.63777044000e+005, +8.25609554059e+002, +2.70628147031e+001, +6.92106832042e-005, +7.35212134380e+002
+8.70113979000e+005, +8.27627703082e+002, +2.70205425868e+001, +6.87751003564e-005, +7.37286921170e+002
+8.76497405000e+005, +8.29624546587e+002, +2.69757590693e+001, +6.83340325775e-005, +7.39360168554e+002
+8.82927661000e+005, +8.31520076654e+002, +2.69316821089e+001, +6.78885750856e-005, +7.41339409629e+002
+8.89405091000e+005, +8.33383761659e+002, +2.68853191210e+001, +6.74375923886e-005, +7.43306167307e+002
+8.95930042000e+005, +8.35294356254e+002, +2.68409426211e+001, +6.69974086279e-005, +7.45302583079e+002
+9.02502861000e+005, +8.37251430532e+002, +2.67967745978e+001, +6.65637288322e-005, +7.47340003011e+002
+9.09123902000e+005, +8.39230350289e+002, +2.67539094582e+001, +6.61370061961e-005, +7.49389255687e+002
+9.15793516000e+005, +8.41312992233e+002, +2.67132180540e+001, +6.57255298624e-005, +7.51517727701e+002
+9.22512060000e+005, +8.43535305310e+002, +2.66771557175e+001, +6.53373733159e-005, +7.53741363771e+002
+9.29279894000e+005, +8.45696863719e+002, +2.66397554056e+001, +6.49432416380e-005, +7.55920507841e+002
+9.36097378000e+005, +8.47879107923e+002, +2.66012718967e+001, +6.45500670842e-005, +7.58126268820e+002
+9.42964878000e+005, +8.50013220681e+002, +2.65617126725e+001, +6.41526614553e-005, +7.60297085807e+002
+9.49882760000e+005, +8.52109185270e+002, +2.65206161538e+001, +6.37508667564e-005, +7.62444933568e+002
+9.56851394000e+005, +8.54106577173e+002, +2.64773784792e+001, +6.33389791317e-005, +7.64519730905e+002
+9.63871151000e+005, +8.56062708403e+002, +2.64326814966e+001, +6.29229715229e-005, +7.66568196254e+002
+9.70942408000e+005, +8.58053253762e+002, +2.63889503758e+001, +6.25138089345e-005, +7.68641953160e+002
+9.78065542000e+005, +8.60024681145e+002, +2.63450358446e+001, +6.21050075374e-005, +7.70700702242e+002
+9.85240933000e+005, +8.61995805188e+002, +2.62999152541e+001, +6.16957218525e-005, +7.72768107301e+002
+9.92468965000e+005, +8.63897906793e+002, +2.62572250363e+001, +6.12889931560e-005, +7.74758295817e+002
+9.99750024000e+005, +8.65785741071e+002, +2.62133583595e+001, +6.08809356881e-005, +7.76744360954e+002
+1.00708450000e+006, +8.67717927519e+002, +2.61698368101e+001, +6.04789583675e-005, +7.78768748261e+002
+1.01447278300e+006, +8.69679282901e+002, +2.61245377712e+001, +6.00773739291e-005, +7.80832049785e+002
+1.02191526900e+006, +8.71704563054e+002, +2.60789500328e+001, +5.96817223553e-005, +7.82955576135e+002
+1.02941235600e+006, +8.73790589369e+002, +2.60326166124e+001, +5.92907043293e-005, +7.85139597449e+002
+1.03696444300e+006, +8.76041602037e+002, +2.59824999045e+001, +5.89048268811e-005, +7.87498235836e+002
+1.04457193500e+006, +8.78256127355e+002, +2.59312717740e+001, +5.85160755661e-005, +7.89832633475e+002
+1.05223523700e+006, +8.80422831684e+002, +2.58829846887e+001, +5.81322701467e-005, +7.92105379150e+002
+1.05995476000e+006, +8.82599430140e+002, +2.58340533358e+001, +5.77497231999e-005, +7.94392386533e+002
+1.06773091600e+006, +8.84771678408e+002, +2.57882032637e+001, +5.73752285340e-005, +7.96655818471e+002
+1.07556412000e+006, +8.86821945900e+002, +2.57463160848e+001, +5.70029618191e-005, +7.98783735466e+002
+1.08345479100e+006, +8.88890307037e+002, +2.57044436158e+001, +5.66338303565e-005, +8.00928731917e+002
+1.09140335100e+006, +8.90969644908e+002, +2.56603134141e+001, +5.62627032715e-005, +8.03099709673e+002
+1.09941022300e+006, +8.93028309546e+002, +2.56162497034e+001, +5.58923684160e-005, +8.05252508724e+002
+1.10747583700e+006, +8.95087482005e+002, +2.55695367983e+001, +5.55186668257e-005, +8.07424522028e+002
+1.11560062200e+006, +8.97106935930e+002, +2.55199246544e+001, +5.51386895309e-005, +8.09581163495e+002
+1.12378501300e+006, +8.99073283041e+002, +2.54664705368e+001, +5.47498712707e-005, +8.11716683791e+002
+1.13202944700e+006, +9.01129374476e+002, +2.54144030137e+001, +5.43714628250e-005, +8.13924776759e+002
+1.14033436500e+006, +9.03190145719e+002, +2.53628208209e+001, +5.39963911943e-005, +8.16134752991e+002
+1.14870021100e+006, +9.05297324099e+002, +2.53132814856e+001, +5.36301826533e-005, +8.18373808637e+002
+1.15712743100e+006, +9.07466114786e+002, +2.52644197957e+001, +5.32709031332e-005, +8.20664949103e+002
+1.16561647500e+006, +9.09762307486e+002, +2.52177338730e+001, +5.29251956638e-005, +8.23057614807e+002
+1.17416779800e+006, +9.12059044842e+002, +2.51714526930e+001, +5.25820261709e-005, +8.25449080981e+002
+1.18278185600e+006, +9.14355560456e+002, +2.51249367015e+001, +5.22400929293e-005, +8.27842977018e+002
+1.19145911000e+006, +9.16624276701e+002, +2.50765971784e+001, +5.18947624927e-005, +8.30225096817e+002
+1.20020002200e+006, +9.18920740713e+002, +2.50295306343e+001, +5.15552046036e-005, +8.32624752754e+002
+1.20900506100e+006, +9.21270723071e+002, +2.49805299628e+001, +5.12166200635e-005, +8.35087088119e+002
+1.21787469600e+006, +9.23597591582e+002, +2.49330508254e+001, +5.08813526974e-005, +8.37519211042e+002
+1.22680940100e+006, +9.25894677581e+002, +2.48831631956e+001, +5.05415575191e-005, +8.39941744854e+002
+1.23580965400e+006, +9.28151976713e+002, +2.48341052372e+001, +5.02029264356e-005, +8.42323572456e+002
+1.24487593600e+006, +9.30348596782e+002, +2.47854662153e+001, +4.98635994168e-005, +8.44648464536e+002
+1.25400873000e+006, +9.32419734482e+002, +2.47383833161e+001, +4.95223417355e-005, +8.46849746192e+002
+1.26320852600e+006, +9.34407289960e+002, +2.46922375563e+001, +4.91803377299e-005, +8.48969555612e+002
+1.27247581500e+006, +9.36422191507e+002, +2.46438434212e+001, +4.88375419689e-005, +8.51130329774e+002
+1.28181109100e+006, +9.38482406867e+002, +2.45947348000e+001, +4.84977325379e-005, +8.53337989277e+002
+1.29121485300e+006, +9.40541601841e+002, +2.45439917458e+001, +4.81567906766e-005, +8.55556708936e+002
+1.30068760500e+006, +9.42704090419e+002, +2.44908394478e+001, +4.78186251050e-005, +8.57886704287e+002
+1.31022985100e+006, +9.44892638524e+002, +2.44320993893e+001, +4.74734651338e-005, +8.60279468368e+002
+1.31984210200e+006, +9.47102229197e+002, +2.43750249656e+001, +4.71343255000e-005, +8.62680988761e+002
+1.32952487200e+006, +9.49307478239e+002, +2.43176372943e+001, +4.67963010459e-005, +8.65081650742e+002
+1.33927867800e+006, +9.51539848718e+002, +2.42627235844e+001, +4.64659507479e-005, +8.67491107864e+002
+1.34910404000e+006, +9.53775432343e+002, +2.42099203102e+001, +4.61413630345e-005, +8.69890050972e+002
+1.35900148500e+006, +9.55963750284e+002, +2.41613127007e+001, +4.58237744117e-005, +8.72218167984e+002
+1.36897154000e+006, +9.58194034279e+002, +2.41133423463e+001, +4.55110618710e-005, +8.74581127356e+002
+1.37901473800e+006, +9.60428151230e+002, +2.40645699878e+001, +4.51988123376e-005, +8.76953981171e+002
+1.38913161700e+006, +9.62680105934e+002, +2.40162569031e+001, +4.48899059256e-005, +8.79340903455e+002
