!Keysight Technologies,E4990A,MY54302543,A.03.06
!Date: Tue Mar 24 14:54:32 2026

BEGIN CH1_DATA
DCV(V), +4.164e-005, DCI(A), -3.882e-007
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data, Ls(H)-data, Rs(Ohm)-data
+5.69545200000e+003, +6.12055300816e+001, +7.98498451973e+001, +1.68357253666e-003, +1.07861563000e+001
+5.73723600000e+003, +6.16286545976e+001, +7.97937941280e+001, +1.68256968470e-003, +1.09200639128e+001
+5.77932600000e+003, +6.20534959183e+001, +7.97344460835e+001, +1.68151566195e-003, +1.10585953033e+001
+5.82172500000e+003, +6.24802627052e+001, +7.96754770558e+001, +1.68043541851e-003, +1.11979193382e+001
+5.86443500000e+003, +6.29098505870e+001, +7.96157631017e+001, +1.67934700343e-003, +1.13394087314e+001
+5.90745800000e+003, +6.33420211265e+001, +7.95560393151e+001, +1.67824762114e-003, +1.14822454364e+001
+5.95079700000e+003, +6.37767437292e+001, +7.94957247433e+001, +1.67713280225e-003, +1.16270675367e+001
+5.99445400000e+003, +6.42132991694e+001, +7.94350002305e+001, +1.67598451813e-003, +1.17735643541e+001
+6.03843100000e+003, +6.46524154637e+001, +7.93736026531e+001, +1.67482038885e-003, +1.19221762828e+001
+6.08273100000e+003, +6.50945391032e+001, +7.93122160196e+001, +1.67365515201e-003, +1.20722450029e+001
+6.12735600000e+003, +6.55396466816e+001, +7.92506564689e+001, +1.67248677114e-003, +1.22239816719e+001
+6.17230800000e+003, +6.59880543067e+001, +7.91881663781e+001, +1.67131862315e-003, +1.23783155808e+001
+6.21759000000e+003, +6.64395157116e+001, +7.91256012935e+001, +1.67014839790e-003, +1.25342570329e+001
+6.26320400000e+003, +6.68949576543e+001, +7.90630684817e+001, +1.66899941518e-003, +1.26918700236e+001
+6.30915300000e+003, +6.73526118636e+001, +7.90001481183e+001, +1.66782434479e-003, +1.28513132879e+001
+6.35543900000e+003, +6.78130838076e+001, +7.89365048387e+001, +1.66663623102e-003, +1.30131081430e+001
+6.40206400000e+003, +6.82763025953e+001, +7.88725620033e+001, +1.66543547733e-003, +1.31767712587e+001
+6.44903200000e+003, +6.87422362114e+001, +7.88080270400e+001, +1.66421891002e-003, +1.33426562667e+001
+6.49634400000e+003, +6.92109615455e+001, +7.87427707244e+001, +1.66298769807e-003, +1.35109535413e+001
+6.54400300000e+003, +6.96824204292e+001, +7.86771211388e+001, +1.66174186686e-003, +1.36812861072e+001
+6.59201200000e+003, +7.01569748768e+001, +7.86113856916e+001, +1.66049136476e-003, +1.38533743975e+001
+6.64037300000e+003, +7.06344207257e+001, +7.85449676291e+001, +1.65922758111e-003, +1.40279108889e+001
+6.68908900000e+003, +7.11148003920e+001, +7.84788131814e+001, +1.65795659008e-003, +1.42037787871e+001
+6.73816200000e+003, +7.15979201022e+001, +7.84131612742e+001, +1.65667515554e-003, +1.43806498861e+001
+6.78759500000e+003, +7.20846933632e+001, +7.83465402786e+001, +1.65539520607e-003, +1.45605187213e+001
+6.83739100000e+003, +7.25730720472e+001, +7.82795343739e+001, +1.65407268756e-003, +1.47422800202e+001
+6.88755200000e+003, +7.30656724266e+001, +7.82120319776e+001, +1.65276660585e-003, +1.49266218401e+001
+6.93808100000e+003, +7.35610092760e+001, +7.81439488147e+001, +1.65144201809e-003, +1.51133710862e+001
+6.98898100000e+003, +7.40599315213e+001, +7.80742545124e+001, +1.65011125327e-003, +1.53040294723e+001
+7.04025500000e+003, +7.45614959124e+001, +7.80044911802e+001, +1.64876205191e-003, +1.54964897866e+001
+7.09190400000e+003, +7.50674862281e+001, +7.79336422112e+001, +1.64742758480e-003, +1.56924379489e+001
+7.14393300000e+003, +7.55757105917e+001, +7.78624481880e+001, +1.64606305244e-003, +1.58905005154e+001
+7.19634300000e+003, +7.60871531726e+001, +7.77914022707e+001, +1.64469326323e-003, +1.60902616592e+001
+7.24913700000e+003, +7.66024221629e+001, +7.77198441474e+001, +1.64332672078e-003, +1.62927206866e+001
+7.30231900000e+003, +7.71210596205e+001, +7.76480076112e+001, +1.64195415288e-003, +1.64974985453e+001
+7.35589100000e+003, +7.76426595166e+001, +7.75758209191e+001, +1.64056625548e-003, +1.67046216193e+001
+7.40985600000e+003, +7.81680292431e+001, +7.75034680670e+001, +1.63918082964e-003, +1.69140387475e+001
+7.46421700000e+003, +7.86960652128e+001, +7.74299002061e+001, +1.63776757420e-003, +1.71269333718e+001
+7.51897700000e+003, +7.92270626337e+001, +7.73568043836e+001, +1.63634318190e-003, +1.73411345831e+001
+7.57413900000e+003, +7.97605487882e+001, +7.72842074933e+001, +1.63489796231e-003, +1.75564998799e+001
+7.62970500000e+003, +8.02980817020e+001, +7.72107760785e+001, +1.63345525505e-003, +1.77751920437e+001
+7.68567900000e+003, +8.08383943166e+001, +7.71370059269e+001, +1.63199170708e-003, +1.79962833855e+001
+7.74206300000e+003, +8.13822093285e+001, +7.70622602459e+001, +1.63051771450e-003, +1.82208358758e+001
+7.79886100000e+003, +8.19295393437e+001, +7.69867067411e+001, +1.62903390249e-003, +1.84486571383e+001
+7.85607600000e+003, +8.24796077388e+001, +7.69102883140e+001, +1.62752408131e-003, +1.86796856102e+001
+7.91371100000e+003, +8.30330677311e+001, +7.68328571137e+001, +1.62599993064e-003, +1.89143116875e+001
+7.97176800000e+003, +8.35899107791e+001, +7.67550496335e+001, +1.62446530754e-003, +1.91516692615e+001
+8.03025200000e+003, +8.41492392689e+001, +7.66768888014e+001, +1.62290229940e-003, +1.93915413985e+001
+8.08916400000e+003, +8.47127523499e+001, +7.65979538859e+001, +1.62134106064e-003, +1.96349455983e+001
+8.14850900000e+003, +8.52798358173e+001, +7.65185770793e+001, +1.61977105974e-003, +1.98812948548e+001
+8.20828900000e+003, +8.58495221304e+001, +7.64382365993e+001, +1.61817031118e-003, +2.01311478944e+001
+8.26850700000e+003, +8.64220114358e+001, +7.63580904771e+001, +1.61655046804e-003, +2.03828906558e+001
+8.32916800000e+003, +8.69981959155e+001, +7.62766606966e+001, +1.61491755392e-003, +2.06389199784e+001
+8.39027300000e+003, +8.75780661479e+001, +7.61956274951e+001, +1.61328290990e-003, +2.08967894275e+001
+8.45182700000e+003, +8.81609723281e+001, +7.61143205346e+001, +1.61162930598e-003, +2.11573474105e+001
+8.51383200000e+003, +8.87476447104e+001, +7.60331429784e+001, +1.60997291155e-003, +2.14201833220e+001
+8.57629200000e+003, +8.93375311214e+001, +7.59520027754e+001, +1.60830261030e-003, +2.16853131573e+001
+8.63921000000e+003, +8.99304132274e+001, +7.58699310060e+001, +1.60660755633e-003, +2.19541694925e+001
+8.70259000000e+003, +9.05278082846e+001, +7.57875740919e+001, +1.60491894037e-003, +2.22261726348e+001
+8.76643500000e+003, +9.11277908825e+001, +7.57043186419e+001, +1.60319786992e-003, +2.25018184242e+001
+8.83074800000e+003, +9.17322821360e+001, +7.56213166540e+001, +1.60148622200e-003, +2.27798329187e+001
+8.89553300000e+003, +9.23413859256e+001, +7.55376822140e+001, +1.59977867756e-003, +2.30616350479e+001
+8.96079400000e+003, +9.29528601804e+001, +7.54533385613e+001, +1.59803528229e-003, +2.33468189592e+001
+9.02653300000e+003, +9.35677039513e+001, +7.53681369512e+001, +1.59627239839e-003, +2.36359016173e+001
+9.09275400000e+003, +9.41852647866e+001, +7.52822697519e+001, +1.59448002457e-003, +2.39284497957e+001
+9.15946200000e+003, +9.48058850802e+001, +7.51954377937e+001, +1.59266146856e-003, +2.42250596132e+001
+9.22665800000e+003, +9.54289602461e+001, +7.51060123129e+001, +1.59079491894e-003, +2.45282378591e+001
+9.29434800000e+003, +9.60559461093e+001, +7.50165203329e+001, +1.58892269469e-003, +2.48343547263e+001
+9.36253400000e+003, +9.66861815231e+001, +7.49270289062e+001, +1.58703435199e-003, +2.51431471708e+001
+9.43122100000e+003, +9.73206714850e+001, +7.48376236376e+001, +1.58514656902e-003, +2.54547508516e+001
+9.50041100000e+003, +9.79587266441e+001, +7.47477319096e+001, +1.58324370618e-003, +2.57699440288e+001
+9.57010900000e+003, +9.86021045401e+001, +7.46586396372e+001, +1.58136320789e-003, +2.60870868745e+001
+9.64031800000e+003, +9.92494241233e+001, +7.45695043003e+001, +1.57947604416e-003, +2.64072168601e+001
+9.71104200000e+003, +9.98989056280e+001, +7.44799901239e+001, +1.57755117069e-003, +2.67304393198e+001
+9.78228600000e+003, +1.00553069473e+002, +7.43890046168e+001, +1.57561978268e-003, +2.70592987670e+001
+9.85405200000e+003, +1.01208460147e+002, +7.42987042684e+001, +1.57364435002e-003, +2.73892578612e+001
+9.92634400000e+003, +1.01866602221e+002, +7.42073476061e+001, +1.57163560927e-003, +2.77236935854e+001
+9.99916700000e+003, +1.02528434708e+002, +7.41152542395e+001, +1.56961025558e-003, +2.80623563796e+001
+1.00725240000e+004, +1.03194397547e+002, +7.40233331969e+001, +1.56758194707e-003, +2.84038314936e+001
+1.01464190000e+004, +1.03864047468e+002, +7.39300335680e+001, +1.56553144972e-003, +2.87507097577e+001
+1.02208560000e+004, +1.04537445657e+002, +7.38363363425e+001, +1.56346708562e-003, +2.91013476357e+001
+1.02958390000e+004, +1.05215357605e+002, +7.37419703268e+001, +1.56139780960e-003, +2.94564657383e+001
+1.03713730000e+004, +1.05898674046e+002, +7.36469036325e+001, +1.55933579881e-003, +2.98164119428e+001
+1.04474600000e+004, +1.06584235916e+002, +7.35513858734e+001, +1.55723637504e-003, +3.01798924202e+001
+1.05241060000e+004, +1.07273578042e+002, +7.34551828246e+001, +1.55511989703e-003, +3.05477876459e+001
+1.06013140000e+004, +1.07967212887e+002, +7.33579267550e+001, +1.55299066081e-003, +3.09209463076e+001
+1.06790890000e+004, +1.08663637749e+002, +7.32601729015e+001, +1.55083114406e-003, +3.12979796790e+001
+1.07574340000e+004, +1.09364465119e+002, +7.31609680595e+001, +1.54865665935e-003, +3.16811237065e+001
+1.08363540000e+004, +1.10068824665e+002, +7.30616664478e+001, +1.54646545444e-003, +3.20677024954e+001
+1.09158530000e+004, +1.10777950924e+002, +7.29611774138e+001, +1.54426568095e-003, +3.24601122424e+001
+1.09959350000e+004, +1.11488397249e+002, +7.28607699498e+001, +1.54201962577e-003, +3.28550377253e+001
+1.10766040000e+004, +1.12203241870e+002, +7.27603888933e+001, +1.53976978158e-003, +3.32534958858e+001
+1.11578660000e+004, +1.12920091425e+002, +7.26600364644e+001, +1.53748301351e-003, +3.36547879293e+001
+1.12397230000e+004, +1.13641577216e+002, +7.25592867184e+001, +1.53519204982e-003, +3.40605150589e+001
+1.13221810000e+004, +1.14365782394e+002, +7.24582301329e+001, +1.53287129496e-003, +3.44699611675e+001
+1.14052440000e+004, +1.15094817321e+002, +7.23573667791e+001, +1.53055329819e-003, +3.48828298151e+001
+1.14889170000e+004, +1.15825663540e+002, +7.22551446917e+001, +1.52818449403e-003, +3.53012044793e+001
+1.15732030000e+004, +1.16560054900e+002, +7.21524830232e+001, +1.52579600269e-003, +3.57238882637e+001
+1.16581080000e+004, +1.17299598598e+002, +7.20482957272e+001, +1.52339906035e-003, +3.61535216638e+001
+1.17436350000e+004, +1.18042540562e+002, +7.19430310643e+001, +1.52097444533e-003, +3.65887577541e+001
+1.18297900000e+004, +1.18789792064e+002, +7.18376719620e+001, +1.51854206418e-003, +3.70279951448e+001
+1.19165770000e+004, +1.19539665019e+002, +7.17321526186e+001, +1.51607975598e-003, +3.74708577752e+001
+1.20040010000e+004, +1.20294169041e+002, +7.16264131315e+001, +1.51361248655e-003, +3.79181145193e+001
+1.20920660000e+004, +1.21051142316e+002, +7.15202608492e+001, +1.51111130187e-003, +3.83694948464e+001
+1.21807770000e+004, +1.21810433458e+002, +7.14134621679e+001, +1.50857249235e-003, +3.88254450656e+001
+1.22701390000e+004, +1.22575039771e+002, +7.13067986153e+001, +1.50604009116e-003, +3.92853730611e+001
+1.23601560000e+004, +1.23342549448e+002, +7.11991631818e+001, +1.50347441103e-003, +3.97507777832e+001
+1.24508340000e+004, +1.24111927651e+002, +7.10911126607e+001, +1.50086787256e-003, +4.02202281701e+001
+1.25421780000e+004, +1.24885753552e+002, +7.09834235866e+001, +1.49825884970e-003, +4.06929851986e+001
+1.26341910000e+004, +1.25660562978e+002, +7.08753401362e+001, +1.49559929781e-003, +4.11694880021e+001
+1.27268790000e+004, +1.26441013224e+002, +7.07665601096e+001, +1.49294203178e-003, +4.16519157179e+001
+1.28202470000e+004, +1.27225085285e+002, +7.06561637716e+001, +1.49025434804e-003, +4.21415773681e+001
+1.29143010000e+004, +1.28012217710e+002, +7.05455752724e+001, +1.48754248250e-003, +4.26353575537e+001
+1.30090440000e+004, +1.28804636676e+002, +7.04335906467e+001, +1.48482138940e-003, +4.31365716563e+001
+1.31044820000e+004, +1.29603178973e+002, +7.03197444370e+001, +1.48209561168e-003, +4.36465665956e+001
+1.32006210000e+004, +1.30403745196e+002, +7.02058610350e+001, +1.47933460833e-003, +4.41601422665e+001
+1.32974650000e+004, +1.31207792965e+002, +7.00907643399e+001, +1.47654439896e-003, +4.46803358187e+001
+1.33950190000e+004, +1.32015875145e+002, +6.99756640878e+001, +1.47374243820e-003, +4.52047755282e+001
+1.34932890000e+004, +1.32827748199e+002, +6.98603153443e+001, +1.47092356299e-003, +4.57339292858e+001
+1.35922800000e+004, +1.33639582601e+002, +6.97448069995e+001, +1.46804654144e-003, +4.62663026144e+001
+1.36919970000e+004, +1.34455590371e+002, +6.96290061137e+001, +1.46515703574e-003, +4.68036550865e+001
+1.37924460000e+004, +1.35276068152e+002, +6.95129034763e+001, +1.46225795546e-003, +4.73461404001e+001
+1.38936320000e+004, +1.36099179709e+002, +6.93968353940e+001, +1.45933266154e-003, +4.78923961507e+001
+1.39955600000e+004, +1.36928089330e+002, +6.92808310878e+001, +1.45641544580e-003, +4.84434856663e+001
+1.40982350000e+004, +1.37758097486e+002, +6.91642077673e+001, +1.45344967993e-003, +4.89992977497e+001
+1.42016640000e+004, +1.38590868317e+002, +6.90493493053e+001, +1.45047636193e-003, +4.95550659563e+001
+1.43058520000e+004, +1.39429771855e+002, +6.89329506016e+001, +1.44749885035e-003, +5.01194551154e+001
+1.44108040000e+004, +1.40270412956e+002, +6.88155768995e+001, +1.44447671504e-003, +5.06896716801e+001
+1.45165260000e+004, +1.41117262684e+002, +6.86978962984e+001, +1.44146256459e-003, +5.12658466805e+001
+1.46230240000e+004, +1.41967746337e+002, +6.85791625689e+001, +1.43842231949e-003, +5.18488027562e+001
+1.47303030000e+004, +1.42825008982e+002, +6.84592671507e+001, +1.43538653178e-003, +5.24400000263e+001
+1.48383690000e+004, +1.43683208755e+002, +6.83387875153e+001, +1.43230184404e-003, +5.30360123627e+001
+1.49472280000e+004, +1.44545646496e+002, +6.82168446200e+001, +1.42919278041e-003, +5.36401450290e+001
+1.50568860000e+004, +1.45410740245e+002, +6.80944509177e+001, +1.42605370655e-003, +5.42494960255e+001
+1.51673480000e+004, +1.46277264483e+002, +6.79715824127e+001, +1.42287281119e-003, +5.48636888054e+001
+1.52786200000e+004, +1.47145178734e+002, +6.78469501952e+001, +1.41963724890e-003, +5.54857937012e+001
+1.53907090000e+004, +1.48017476132e+002, +6.77210155789e+001, +1.41638064395e-003, +5.61159082495e+001
+1.55036200000e+004, +1.48889462187e+002, +6.75954907882e+001, +1.41307570051e-003, +5.67481967574e+001
+1.56173590000e+004, +1.49765900570e+002, +6.74700012707e+001, +1.40976449929e-003, +5.73853660386e+001
+1.57319330000e+004, +1.50645945116e+002, +6.73440223402e+001, +1.40643358429e-003, +5.80283827501e+001
+1.58473470000e+004, +1.51530055483e+002, +6.72185280851e+001, +1.40309737211e-003, +5.86750828485e+001
+1.59636080000e+004, +1.52416410423e+002, +6.70944768846e+001, +1.39974900775e-003, +5.93224098536e+001
+1.60807220000e+004, +1.53306661593e+002, +6.69696765059e+001, +1.39638141621e-003, +5.99763632736e+001
+1.61986950000e+004, +1.54200925601e+002, +6.68438258284e+001, +1.39299249461e-003, +6.06377781830e+001
+1.63175340000e+004, +1.55099043799e+002, +6.67171758414e+001, +1.38958327690e-003, +6.13060234775e+001
+1.64372440000e+004, +1.55998109854e+002, +6.65895977030e+001, +1.38612666746e-003, +6.19803120185e+001
+1.65578330000e+004, +1.56903057597e+002, +6.64598905517e+001, +1.38265397492e-003, +6.26656614946e+001
+1.66793060000e+004, +1.57811490415e+002, +6.63303153030e+001, +1.37916760008e-003, +6.33555125106e+001
+1.68016710000e+004, +1.58721808388e+002, +6.62001074688e+001, +1.37564561435e-003, +6.40511668087e+001
+1.69249330000e+004, +1.59634027815e+002, +6.60694931543e+001, +1.37209110495e-003, +6.47520823875e+001
+1.70491000000e+004, +1.60550608516e+002, +6.59396382374e+001, +1.36853779489e-003, +6.54562981101e+001
+1.71741770000e+004, +1.61467045850e+002, +6.58097546666e+001, +1.36493934490e-003, +6.61639862193e+001
+1.73001720000e+004, +1.62385550200e+002, +6.56800377946e+001, +1.36131718253e-003, +6.68755451543e+001
+1.74270920000e+004, +1.63308304484e+002, +6.55494454882e+001, +1.35767866278e-003, +6.75945816802e+001
+1.75549420000e+004, +1.64233148887e+002, +6.54185188167e+001, +1.35401185362e-003, +6.83188372322e+001
+1.76837310000e+004, +1.65160760194e+002, +6.52870960450e+001, +1.35032075998e-003, +6.90490355324e+001
+1.78134640000e+004, +1.66092882620e+002, +6.51544589398e+001, +1.34661208779e-003, +6.97878259941e+001
+1.79441490000e+004, +1.67027622618e+002, +6.50217628949e+001, +1.34288295032e-003, +7.05314197403e+001
+1.80757930000e+004, +1.67966627867e+002, +6.48888447480e+001, +1.33914501115e-003, +7.12809595132e+001
+1.82084030000e+004, +1.68907154735e+002, +6.47540593521e+001, +1.33535846934e-003, +7.20396884389e+001
+1.83419850000e+004, +1.69850025472e+002, +6.46203977006e+001, +1.33156316774e-003, +7.28000160173e+001
+1.84765480000e+004, +1.70797347292e+002, +6.44847629446e+001, +1.32774159152e-003, +7.35711473085e+001
+1.86120970000e+004, +1.71744739253e+002, +6.43487557402e+001, +1.32387763885e-003, +7.43469507669e+001
+1.87486410000e+004, +1.72696163749e+002, +6.42113577481e+001, +1.31999091149e-003, +7.51319185964e+001
+1.88861870000e+004, +1.73649965268e+002, +6.40750573912e+001, +1.31609656650e-003, +7.59186103962e+001
+1.90247420000e+004, +1.74606678291e+002, +6.39382400941e+001, +1.31218103764e-003, +7.67116481637e+001
+1.91643130000e+004, +1.75566932218e+002, +6.38006504246e+001, +1.30824637752e-003, +7.75120398498e+001
+1.93049090000e+004, +1.76535189593e+002, +6.36631402070e+001, +1.30433511166e-003, +7.83194539590e+001
+1.94465360000e+004, +1.77502007877e+002, +6.35257527323e+001, +1.30037796807e-003, +7.91296002452e+001
+1.95892010000e+004, +1.78471002092e+002, +6.33881825159e+001, +1.29639886679e-003, +7.99449255414e+001
+1.97329140000e+004, +1.79442025847e+002, +6.32499321003e+001, +1.29239131547e-003, +8.07667659840e+001
+1.98776810000e+004, +1.80412274908e+002, +6.31111128887e+001, +1.28833702173e-003, +8.15935677217e+001
+2.00235090000e+004, +1.81381365065e+002, +6.29723483810e+001, +1.28424131212e-003, +8.24234028239e+001
+2.01704080000e+004, +1.82347002092e+002, +6.28326498164e+001, +1.28007759225e-003, +8.32580040074e+001
+2.03183840000e+004, +1.83319818599e+002, +6.26939808349e+001, +1.27594385931e-003, +8.40966661224e+001
+2.04674460000e+004, +1.84293944599e+002, +6.25532281975e+001, +1.27176321569e-003, +8.49455711487e+001
+2.06176020000e+004, +1.85270626287e+002, +6.24135814620e+001, +1.26758138387e-003, +8.57962249670e+001
+2.07688590000e+004, +1.86251616473e+002, +6.22723808021e+001, +1.26337989062e-003, +8.66570646239e+001
+2.09212260000e+004, +1.87240719578e+002, +6.21325973070e+001, +1.25921863987e-003, +8.75213561243e+001
+2.10747100000e+004, +1.88232216466e+002, +6.19918693843e+001, +1.25503151986e-003, +8.83932566045e+001
+2.12293210000e+004, +1.89227225039e+002, +6.18496627532e+001, +1.25081981765e-003, +8.92748866344e+001
+2.13850660000e+004, +1.90222763353e+002, +6.17084874905e+001, +1.24659346917e-003, +9.01575576043e+001
+2.15419530000e+004, +1.91219689536e+002, +6.15655736632e+001, +1.24232628447e-003, +9.10497643144e+001
+2.16999920000e+004, +1.92219346903e+002, +6.14220681425e+001, +1.23804066187e-003, +9.19488275344e+001
+2.18591890000e+004, +1.93217972430e+002, +6.12775316750e+001, +1.23370774600e-003, +9.28542644576e+001
+2.20195550000e+004, +1.94220551223e+002, +6.11332104530e+001, +1.22937449083e-003, +9.37647984667e+001
+2.21810970000e+004, +1.95221465522e+002, +6.09884727205e+001, +1.22499832153e-003, +9.46795945679e+001
+2.23438250000e+004, +1.96220114857e+002, +6.08446673282e+001, +1.22059240160e-003, +9.55943169686e+001
+2.25077460000e+004, +1.97219529776e+002, +6.07023726893e+001, +1.21618354043e-003, +9.65086546502e+001
+2.26728700000e+004, +1.98215839916e+002, +6.05616119813e+001, +1.21174896454e-003, +9.74205787422e+001
+2.28392050000e+004, +1.99213900919e+002, +6.04194999770e+001, +1.20728491837e-003, +9.83411284234e+001
+2.30067610000e+004, +2.00222313686e+002, +6.02761516526e+001, +1.20284467609e-003, +9.92742631907e+001
+2.31755450000e+004, +2.01223713299e+002, +6.01327851434e+001, +1.19833849969e-003, +1.00207721421e+002
+2.33455680000e+004, +2.02231213188e+002, +5.99871127485e+001, +1.19381791924e-003, +1.01154996803e+002
+2.35168380000e+004, +2.03247864795e+002, +5.98369616815e+001, +1.18927416891e-003, +1.02124388741e+002
+2.36893650000e+004, +2.04264995008e+002, +5.96873412995e+001, +1.18471635116e-003, +1.03096294647e+002
+2.38631580000e+004, +2.05282144251e+002, +5.95387278959e+001, +1.18014823392e-003, +1.04068983245e+002
+2.40382250000e+004, +2.06300666729e+002, +5.93903047480e+001, +1.17556840779e-003, +1.05045629580e+002
+2.42145770000e+004, +2.07316653049e+002, +5.92427543498e+001, +1.17096346181e-003, +1.06022101850e+002
+2.43922230000e+004, +2.08338673667e+002, +5.90978934898e+001, +1.16640461239e-003, +1.06997075760e+002
+2.45711720000e+004, +2.09358377583e+002, +5.89540354747e+001, +1.16182486197e-003, +1.07971465767e+002
+2.47514330000e+004, +2.10378868203e+002, +5.88091821055e+001, +1.15721789658e-003, +1.08953096018e+002
+2.49330180000e+004, +2.11399090428e+002, +5.86640699629e+001, +1.15258730643e-003, +1.09939119862e+002
+2.51159340000e+004, +2.12421168081e+002, +5.85183152945e+001, +1.14794061245e-003, +1.10931852929e+002
+2.53001920000e+004, +2.13444168396e+002, +5.83721293490e+001, +1.14327564850e-003, +1.11930154656e+002
+2.54858020000e+004, +2.14461697415e+002, +5.82240187361e+001, +1.13854051536e-003, +1.12935415994e+002
+2.56727740000e+004, +2.15484503731e+002, +5.80761085435e+001, +1.13381921178e-003, +1.13946545668e+002
+2.58611170000e+004, +2.16509790480e+002, +5.79274772193e+001, +1.12908566318e-003, +1.14965024238e+002
+2.60508420000e+004, +2.17538210911e+002, +5.77799923817e+001, +1.12436648976e-003, +1.15985224954e+002
+2.62419590000e+004, +2.18568093157e+002, +5.76317038820e+001, +1.11962918049e-003, +1.17012508344e+002
+2.64344790000e+004, +2.19609394148e+002, +5.74843506183e+001, +1.11494614384e-003, +1.18046625895e+002
+2.66284100000e+004, +2.20655374926e+002, +5.73379401151e+001, +1.11028272195e-003, +1.19083948203e+002
+2.68237640000e+004, +2.21696714418e+002, +5.71897209549e+001, +1.10555811877e-003, +1.20128360396e+002
+2.70205520000e+004, +2.22732154956e+002, +5.70420149429e+001, +1.10079610786e-003, +1.21171613874e+002
+2.72187830000e+004, +2.23771863310e+002, +5.68941464266e+001, +1.09603948029e-003, +1.22221404207e+002
+2.74184680000e+004, +2.24792595296e+002, +5.67455407765e+001, +1.09116818049e-003, +1.23266888657e+002
+2.76196190000e+004, +2.25817819360e+002, +5.65966736641e+001, +1.08630398170e-003, +1.24319304946e+002
+2.78222450000e+004, +2.26839749481e+002, +5.64478024600e+001, +1.08141297311e-003, +1.25373522428e+002
+2.80263570000e+004, +2.27862431972e+002, +5.62997406029e+001, +1.07652538903e-003, +1.26429058855e+002
+2.82319670000e+004, +2.28885765906e+002, +5.61520270623e+001, +1.07163536599e-003, +1.27487355549e+002
+2.84390860000e+004, +2.29906012724e+002, +5.60032749313e+001, +1.06670856639e-003, +1.28550916151e+002
+2.86477240000e+004, +2.30920911604e+002, +5.58553653806e+001, +1.06175911394e-003, +1.29612190047e+002
+2.88578920000e+004, +2.31940958881e+002, +5.57077871048e+001, +1.05682957932e-003, +1.30678729644e+002
+2.90696030000e+004, +2.32966321395e+002, +5.55606222294e+001, +1.05192152479e-003, +1.31750363291e+002
+2.92828660000e+004, +2.33994194011e+002, +5.54115925291e+001, +1.04699360208e-003, +1.32833166546e+002
+2.94976940000e+004, +2.35026859832e+002, +5.52650227913e+001, +1.04211051401e-003, +1.33913911963e+002
+2.97140990000e+004, +2.36084279934e+002, +5.51174021045e+001, +1.03731559453e-003, +1.35015831768e+002
+2.99320900000e+004, +2.37138349030e+002, +5.49693582132e+001, +1.03249195727e-003, +1.36120835880e+002
+3.01516820000e+004, +2.38187236552e+002, +5.48223001548e+001, +1.02765026084e-003, +1.37223056533e+002
+3.03728840000e+004, +2.39237099688e+002, +5.46739613235e+001, +1.02278935013e-003, +1.38333701428e+002
+3.05957080000e+004, +2.40277944718e+002, +5.45262818153e+001, +1.01789174885e-003, +1.39440369047e+002
+3.08201680000e+004, +2.41310883550e+002, +5.43774345286e+001, +1.01294041987e-003, +1.40549873087e+002
+3.10462740000e+004, +2.42340895597e+002, +5.42286185112e+001, +1.00797265628e-003, +1.41660972981e+002
+3.12740390000e+004, +2.43370854269e+002, +5.40793051597e+001, +1.00299432409e-003, +1.42777137866e+002
+3.15034750000e+004, +2.44397242643e+002, +5.39312202201e+001, +9.98013374355e-004, +1.43890342927e+002
+3.17345950000e+004, +2.45425101775e+002, +5.37835141486e+001, +9.93040228021e-004, +1.45006434999e+002
+3.19674090000e+004, +2.46451102289e+002, +5.36359988935e+001, +9.88059463698e-004, +1.46124076056e+002
+3.22019320000e+004, +2.47483232816e+002, +5.34898858807e+001, +9.83118724053e-004, +1.47243781938e+002
+3.24381760000e+004, +2.48510267879e+002, +5.33437087324e+001, +9.78154944190e-004, +1.48363942450e+002
+3.26761520000e+004, +2.49538415074e+002, +5.31972874311e+001, +9.73191030776e-004, +1.49488859008e+002
+3.29158740000e+004, +2.50566016201e+002, +5.30515101493e+001, +9.68232079861e-004, +1.50614427868e+002
+3.31573550000e+004, +2.51589210883e+002, +5.29055818071e+001, +9.63253631542e-004, +1.51741072093e+002
+3.34006080000e+004, +2.52609975827e+002, +5.27605971176e+001, +9.58277928584e-004, +1.52866106764e+002
+3.36456450000e+004, +2.53630406401e+002, +5.26146350289e+001, +9.53289063084e-004, +1.53997510151e+002
+3.38924800000e+004, +2.54650714178e+002, +5.24688453794e+001, +9.48302797211e-004, +1.55131362603e+002
+3.41411260000e+004, +2.55677994939e+002, +5.23239516852e+001, +9.43354871675e-004, +1.56269425840e+002
+3.43915960000e+004, +2.56697974333e+002, +5.21775104680e+001, +9.38361671637e-004, +1.57411601570e+002
+3.46439030000e+004, +2.57738205259e+002, +5.20322473050e+001, +9.33458728504e-004, +1.58565149226e+002
+3.48980610000e+004, +2.58777711177e+002, +5.18854559703e+001, +9.28534643801e-004, +1.59726818877e+002
+3.51540840000e+004, +2.59811719405e+002, +5.17402240409e+001, +9.23612106281e-004, +1.60882674021e+002
+3.54119860000e+004, +2.60841527276e+002, +5.15947351994e+001, +9.18673461651e-004, +1.62039918735e+002
