Freq.	V(out)
1.26845444365410e+004	6.33700765367892e-001     2.99230405159885e-001
1.26861549066857e+004	6.33702361088565e-001     2.99268362876557e-001
1.26877655813008e+004	6.33703957214103e-001     2.99306325399697e-001
1.26893764604123e+004	6.33705553744606e-001     2.99344292729911e-001
1.26909875440461e+004	6.33707150680179e-001     2.99382264867803e-001
1.26925988322282e+004	6.33708748020922e-001     2.99420241813980e-001
1.26942103249846e+004	6.33710345766941e-001     2.99458223569046e-001
1.26958220223413e+004	6.33711943918336e-001     2.99496210133608e-001
1.26974339243241e+004	6.33713542475211e-001     2.99534201508271e-001
1.26990460309592e+004	6.33715141437668e-001     2.99572197693642e-001
1.27006583422725e+004	6.33716740805811e-001     2.99610198690326e-001
1.27022708582899e+004	6.33718340579742e-001     2.99648204498928e-001
1.27038835790376e+004	6.33719940759565e-001     2.99686215120056e-001
1.27054965045413e+004	6.33721541345381e-001     2.99724230554315e-001
1.27071096348273e+004	6.33723142337294e-001     2.99762250802312e-001
1.27087229699214e+004	6.33724743735407e-001     2.99800275864652e-001
1.27103365098496e+004	6.33726345539822e-001     2.99838305741943e-001
1.27119502546380e+004	6.33727947750644e-001     2.99876340434790e-001
1.27135642043126e+004	6.33729550367974e-001     2.99914379943800e-001
1.27151783588994e+004	6.33731153391916e-001     2.99952424269580e-001
1.27167927184244e+004	6.33732756822573e-001     2.99990473412737e-001
1.27184072829136e+004	6.33734360660048e-001     3.00028527373876e-001
1.27200220523931e+004	6.33735964904444e-001     3.00066586153605e-001
1.27216370268888e+004	6.33737569555865e-001     3.00104649752531e-001
1.27232522064269e+004	6.33739174614413e-001     3.00142718171261e-001
1.27248675910332e+004	6.33740780080191e-001     3.00180791410402e-001
1.27264831807340e+004	6.33742385953304e-001     3.00218869470560e-001
1.27280989755551e+004	6.33743992233853e-001     3.00256952352344e-001
1.27297149755227e+004	6.33745598921944e-001     3.00295040056360e-001
1.27313311806629e+004	6.33747206017678e-001     3.00333132583215e-001
1.27329475910015e+004	6.33748813521159e-001     3.00371229933518e-001
1.27345642065648e+004	6.33750421432490e-001     3.00409332107876e-001
1.27361810273787e+004	6.33752029751775e-001     3.00447439106895e-001
1.27377980534694e+004	6.33753638479118e-001     3.00485550931185e-001
1.27394152848628e+004	6.33755247614621e-001     3.00523667581351e-001
1.27410327215851e+004	6.33756857158388e-001     3.00561789058004e-001
1.27426503636622e+004	6.33758467110524e-001     3.00599915361749e-001
1.27442682111204e+004	6.33760077471130e-001     3.00638046493196e-001
1.27458862639856e+004	6.33761688240311e-001     3.00676182452951e-001
1.27475045222840e+004	6.33763299418170e-001     3.00714323241624e-001
1.27491229860416e+004	6.33764911004811e-001     3.00752468859823e-001
1.27507416552846e+004	6.33766523000337e-001     3.00790619308155e-001
1.27523605300389e+004	6.33768135404853e-001     3.00828774587228e-001
1.27539796103307e+004	6.33769748218462e-001     3.00866934697653e-001
1.27555988961861e+004	6.33771361441267e-001     3.00905099640036e-001
1.27572183876312e+004	6.33772975073372e-001     3.00943269414986e-001
1.27588380846920e+004	6.33774589114881e-001     3.00981444023113e-001
1.27604579873948e+004	6.33776203565898e-001     3.01019623465024e-001
1.27620780957656e+004	6.33777818426527e-001     3.01057807741329e-001
1.27636984098305e+004	6.33779433696871e-001     3.01095996852636e-001
1.27653189296156e+004	6.33781049377034e-001     3.01134190799554e-001
1.27669396551471e+004	6.33782665467120e-001     3.01172389582693e-001
1.27685605864510e+004	6.33784281967234e-001     3.01210593202660e-001
1.27701817235536e+004	6.33785898877478e-001     3.01248801660067e-001
1.27718030664809e+004	6.33787516197958e-001     3.01287014955520e-001
1.27734246152590e+004	6.33789133928776e-001     3.01325233089631e-001
1.27750463699141e+004	6.33790752070038e-001     3.01363456063008e-001
1.27766683304724e+004	6.33792370621846e-001     3.01401683876261e-001
1.27782904969599e+004	6.33793989584306e-001     3.01439916530000e-001
1.27799128694029e+004	6.33795608957520e-001     3.01478154024833e-001
1.27815354478274e+004	6.33797228741594e-001     3.01516396361371e-001
1.27831582322597e+004	6.33798848936632e-001     3.01554643540223e-001
1.27847812227258e+004	6.33800469542737e-001     3.01592895562000e-001
1.27864044192520e+004	6.33802090560013e-001     3.01631152427310e-001
1.27880278218644e+004	6.33803711988566e-001     3.01669414136765e-001
1.27896514305891e+004	6.33805333828500e-001     3.01707680690973e-001
1.27912752454524e+004	6.33806956079917e-001     3.01745952090546e-001
1.27928992664803e+004	6.33808578742924e-001     3.01784228336093e-001
1.27945234936992e+004	6.33810201817624e-001     3.01822509428226e-001
1.27961479271351e+004	6.33811825304121e-001     3.01860795367553e-001
1.27977725668142e+004	6.33813449202521e-001     3.01899086154686e-001
1.27993974127628e+004	6.33815073512927e-001     3.01937381790234e-001
1.28010224650070e+004	6.33816698235443e-001     3.01975682274810e-001
1.28026477235730e+004	6.33818323370175e-001     3.02013987609022e-001
1.28042731884870e+004	6.33819948917227e-001     3.02052297793483e-001
1.28058988597752e+004	6.33821574876703e-001     3.02090612828802e-001
1.28075247374638e+004	6.33823201248707e-001     3.02128932715592e-001
1.28091508215790e+004	6.33824828033346e-001     3.02167257454461e-001
1.28107771121470e+004	6.33826455230722e-001     3.02205587046023e-001
1.28124036091941e+004	6.33828082840941e-001     3.02243921490887e-001
1.28140303127464e+004	6.33829710864107e-001     3.02282260789666e-001
1.28156572228301e+004	6.33831339300325e-001     3.02320604942969e-001
1.28172843394716e+004	6.33832968149699e-001     3.02358953951410e-001
1.28189116626969e+004	6.33834597412335e-001     3.02397307815598e-001
1.28205391925324e+004	6.33836227088337e-001     3.02435666536146e-001
1.28221669290043e+004	6.33837857177810e-001     3.02474030113665e-001
1.28237948721387e+004	6.33839487680859e-001     3.02512398548766e-001
1.28254230219620e+004	6.33841118597588e-001     3.02550771842062e-001
1.28270513785004e+004	6.33842749928103e-001     3.02589149994164e-001
1.28286799417801e+004	6.33844381672508e-001     3.02627533005685e-001
1.28303087118274e+004	6.33846013830908e-001     3.02665920877235e-001
1.28319376886686e+004	6.33847646403409e-001     3.02704313609428e-001
1.28335668723298e+004	6.33849279390114e-001     3.02742711202875e-001
1.28351962628373e+004	6.33850912791130e-001     3.02781113658188e-001
1.28368258602175e+004	6.33852546606561e-001     3.02819520975979e-001
1.28384556644965e+004	6.33854180836512e-001     3.02857933156862e-001
1.28400856757007e+004	6.33855815481088e-001     3.02896350201448e-001
1.28417158938563e+004	6.33857450540395e-001     3.02934772110350e-001
1.28433463189896e+004	6.33859086014537e-001     3.02973198884180e-001
1.28449769511268e+004	6.33860721903620e-001     3.03011630523551e-001
1.28466077902943e+004	6.33862358207748e-001     3.03050067029075e-001
1.28482388365183e+004	6.33863994927028e-001     3.03088508401367e-001
1.28498700898252e+004	6.33865632061564e-001     3.03126954641037e-001
1.28515015502411e+004	6.33867269611461e-001     3.03165405748700e-001
1.28531332177925e+004	6.33868907576825e-001     3.03203861724968e-001
1.28547650925056e+004	6.33870545957762e-001     3.03242322570454e-001
1.28563971744067e+004	6.33872184754375e-001     3.03280788285772e-001
1.28580294635221e+004	6.33873823966772e-001     3.03319258871535e-001
1.28596619598781e+004	6.33875463595057e-001     3.03357734328356e-001
1.28612946635010e+004	6.33877103639335e-001     3.03396214656848e-001
1.28629275744172e+004	6.33878744099713e-001     3.03434699857625e-001
1.28645606926530e+004	6.33880384976295e-001     3.03473189931300e-001
1.28661940182347e+004	6.33882026269187e-001     3.03511684878488e-001
1.28678275511885e+004	6.33883667978495e-001     3.03550184699801e-001
1.28694612915410e+004	6.33885310104324e-001     3.03588689395854e-001
1.28710952393183e+004	6.33886952646780e-001     3.03627198967260e-001
1.28727293945468e+004	6.33888595605968e-001     3.03665713414634e-001
1.28743637572528e+004	6.33890238981994e-001     3.03704232738588e-001
1.28759983274628e+004	6.33891882774964e-001     3.03742756939739e-001
1.28776331052030e+004	6.33893526984983e-001     3.03781286018698e-001
1.28792680904997e+004	6.33895171612157e-001     3.03819819976081e-001
1.28809032833795e+004	6.33896816656591e-001     3.03858358812503e-001
1.28825386838685e+004	6.33898462118393e-001     3.03896902528576e-001
1.28841742919931e+004	6.33900107997667e-001     3.03935451124917e-001
1.28858101077798e+004	6.33901754294518e-001     3.03974004602139e-001
1.28874461312549e+004	6.33903401009054e-001     3.04012562960857e-001
1.28890823624447e+004	6.33905048141380e-001     3.04051126201685e-001
1.28907188013756e+004	6.33906695691601e-001     3.04089694325239e-001
1.28923554480740e+004	6.33908343659824e-001     3.04128267332134e-001
1.28939923025663e+004	6.33909992046155e-001     3.04166845222983e-001
1.28956293648789e+004	6.33911640850700e-001     3.04205427998403e-001
1.28972666350381e+004	6.33913290073564e-001     3.04244015659007e-001
1.28989041130703e+004	6.33914939714853e-001     3.04282608205412e-001
1.29005417990019e+004	6.33916589774675e-001     3.04321205638233e-001
1.29021796928594e+004	6.33918240253134e-001     3.04359807958084e-001
1.29038177946691e+004	6.33919891150338e-001     3.04398415165582e-001
1.29054561044574e+004	6.33921542466391e-001     3.04437027261341e-001
1.29070946222508e+004	6.33923194201401e-001     3.04475644245978e-001
1.29087333480755e+004	6.33924846355473e-001     3.04514266120107e-001
1.29103722819582e+004	6.33926498928714e-001     3.04552892884345e-001
1.29120114239250e+004	6.33928151921229e-001     3.04591524539306e-001
1.29136507740026e+004	6.33929805333126e-001     3.04630161085608e-001
1.29152903322173e+004	6.33931459164511e-001     3.04668802523866e-001
1.29169300985955e+004	6.33933113415489e-001     3.04707448854695e-001
1.29185700731637e+004	6.33934768086168e-001     3.04746100078713e-001
1.29202102559482e+004	6.33936423176653e-001     3.04784756196534e-001
1.29218506469756e+004	6.33938078687051e-001     3.04823417208776e-001
1.29234912462723e+004	6.33939734617468e-001     3.04862083116054e-001
1.29251320538646e+004	6.33941390968012e-001     3.04900753918985e-001
1.29267730697791e+004	6.33943047738788e-001     3.04939429618186e-001
1.29284142940423e+004	6.33944704929903e-001     3.04978110214272e-001
1.29300557266804e+004	6.33946362541463e-001     3.05016795707861e-001
1.29316973677201e+004	6.33948020573575e-001     3.05055486099569e-001
1.29333392171878e+004	6.33949679026346e-001     3.05094181390012e-001
1.29349812751099e+004	6.33951337899882e-001     3.05132881579809e-001
1.29366235415129e+004	6.33952997194290e-001     3.05171586669574e-001
1.29382660164233e+004	6.33954656909677e-001     3.05210296659927e-001
1.29399086998675e+004	6.33956317046149e-001     3.05249011551482e-001
1.29415515918720e+004	6.33957977603813e-001     3.05287731344859e-001
1.29431946924634e+004	6.33959638582775e-001     3.05326456040673e-001
1.29448380016680e+004	6.33961299983144e-001     3.05365185639542e-001
1.29464815195124e+004	6.33962961805025e-001     3.05403920142084e-001
1.29481252460230e+004	6.33964624048525e-001     3.05442659548916e-001
1.29497691812264e+004	6.33966286713751e-001     3.05481403860655e-001
1.29514133251491e+004	6.33967949800810e-001     3.05520153077919e-001
1.29530576778175e+004	6.33969613309809e-001     3.05558907201326e-001
1.29547022392581e+004	6.33971277240855e-001     3.05597666231493e-001
1.29563470094975e+004	6.33972941594055e-001     3.05636430169038e-001
1.29579919885622e+004	6.33974606369516e-001     3.05675199014580e-001
1.29596371764786e+004	6.33976271567345e-001     3.05713972768735e-001
1.29612825732733e+004	6.33977937187648e-001     3.05752751432122e-001
1.29629281789729e+004	6.33979603230534e-001     3.05791535005360e-001
1.29645739936038e+004	6.33981269696109e-001     3.05830323489065e-001
1.29662200171925e+004	6.33982936584480e-001     3.05869116883858e-001
1.29678662497657e+004	6.33984603895755e-001     3.05907915190355e-001
1.29695126913498e+004	6.33986271630040e-001     3.05946718409176e-001
1.29711593419713e+004	6.33987939787443e-001     3.05985526540939e-001
1.29728062016569e+004	6.33989608368071e-001     3.06024339586262e-001
1.29744532704330e+004	6.33991277372032e-001     3.06063157545764e-001
1.29761005483261e+004	6.33992946799433e-001     3.06101980420064e-001
1.29777480353630e+004	6.33994616650380e-001     3.06140808209781e-001
1.29793957315700e+004	6.33996286924982e-001     3.06179640915533e-001
1.29810436369738e+004	6.33997957623346e-001     3.06218478537939e-001
1.29826917516009e+004	6.33999628745579e-001     3.06257321077620e-001
1.29843400754779e+004	6.34001300291789e-001     3.06296168535192e-001
1.29859886086314e+004	6.34002972262082e-001     3.06335020911277e-001
1.29876373510878e+004	6.34004644656568e-001     3.06373878206492e-001
1.29892863028739e+004	6.34006317475352e-001     3.06412740421458e-001
1.29909354640161e+004	6.34007990718543e-001     3.06451607556794e-001
1.29925848345410e+004	6.34009664386249e-001     3.06490479613119e-001
1.29942344144753e+004	6.34011338478576e-001     3.06529356591053e-001
1.29958842038456e+004	6.34013012995633e-001     3.06568238491215e-001
1.29975342026783e+004	6.34014687937527e-001     3.06607125314226e-001
1.29991844110001e+004	6.34016363304365e-001     3.06646017060704e-001
1.30008348288377e+004	6.34018039096257e-001     3.06684913731271e-001
1.30024854562175e+004	6.34019715313308e-001     3.06723815326545e-001
1.30041362931662e+004	6.34021391955628e-001     3.06762721847148e-001
1.30057873397105e+004	6.34023069023323e-001     3.06801633293698e-001
1.30074385958769e+004	6.34024746516502e-001     3.06840549666816e-001
1.30090900616920e+004	6.34026424435273e-001     3.06879470967123e-001
1.30107417371825e+004	6.34028102779743e-001     3.06918397195239e-001
1.30123936223750e+004	6.34029781550020e-001     3.06957328351784e-001
1.30140457172960e+004	6.34031460746212e-001     3.06996264437378e-001
1.30156980219723e+004	6.34033140368428e-001     3.07035205452643e-001
1.30173505364305e+004	6.34034820416775e-001     3.07074151398199e-001
1.30190032606971e+004	6.34036500891361e-001     3.07113102274666e-001
1.30206561947989e+004	6.34038181792294e-001     3.07152058082665e-001
1.30223093387625e+004	6.34039863119682e-001     3.07191018822818e-001
1.30239626926145e+004	6.34041544873634e-001     3.07229984495745e-001
1.30256162563815e+004	6.34043227054257e-001     3.07268955102068e-001
1.30272700300903e+004	6.34044909661660e-001     3.07307930642406e-001
1.30289240137675e+004	6.34046592695951e-001     3.07346911117383e-001
1.30305782074396e+004	6.34048276157237e-001     3.07385896527618e-001
1.30322326111335e+004	6.34049960045628e-001     3.07424886873733e-001
1.30338872248758e+004	6.34051644361232e-001     3.07463882156350e-001
1.30355420486930e+004	6.34053329104156e-001     3.07502882376089e-001
1.30371970826120e+004	6.34055014274509e-001     3.07541887533573e-001
1.30388523266593e+004	6.34056699872400e-001     3.07580897629424e-001
1.30405077808617e+004	6.34058385897937e-001     3.07619912664263e-001
1.30421634452459e+004	6.34060072351228e-001     3.07658932638711e-001
1.30438193198384e+004	6.34061759232381e-001     3.07697957553391e-001
1.30454754046661e+004	6.34063446541505e-001     3.07736987408924e-001
1.30471316997555e+004	6.34065134278709e-001     3.07776022205933e-001
1.30487882051335e+004	6.34066822444102e-001     3.07815061945040e-001
1.30504449208267e+004	6.34068511037790e-001     3.07854106626866e-001
1.30521018468617e+004	6.34070200059884e-001     3.07893156252035e-001
1.30537589832654e+004	6.34071889510492e-001     3.07932210821168e-001
1.30554163300644e+004	6.34073579389721e-001     3.07971270334888e-001
1.30570738872854e+004	6.34075269697682e-001     3.08010334793818e-001
1.30587316549551e+004	6.34076960434483e-001     3.08049404198579e-001
1.30603896331003e+004	6.34078651600232e-001     3.08088478549795e-001
1.30620478217477e+004	6.34080343195038e-001     3.08127557848088e-001
1.30637062209240e+004	6.34082035219010e-001     3.08166642094082e-001
1.30653648306559e+004	6.34083727672256e-001     3.08205731288398e-001
1.30670236509703e+004	6.34085420554886e-001     3.08244825431661e-001
1.30686826818937e+004	6.34087113867008e-001     3.08283924524492e-001
1.30703419234529e+004	6.34088807608731e-001     3.08323028567515e-001
1.30720013756748e+004	6.34090501780164e-001     3.08362137561354e-001
1.30736610385860e+004	6.34092196381416e-001     3.08401251506631e-001
1.30753209122133e+004	6.34093891412596e-001     3.08440370403970e-001
1.30769809965834e+004	6.34095586873813e-001     3.08479494253994e-001
1.30786412917231e+004	6.34097282765176e-001     3.08518623057327e-001
1.30803017976592e+004	6.34098979086793e-001     3.08557756814592e-001
1.30819625144184e+004	6.34100675838775e-001     3.08596895526413e-001
1.30836234420275e+004	6.34102373021229e-001     3.08636039193414e-001
1.30852845805132e+004	6.34104070634266e-001     3.08675187816218e-001
1.30869459299024e+004	6.34105768677994e-001     3.08714341395450e-001
1.30886074902217e+004	6.34107467152522e-001     3.08753499931733e-001
1.30902692614981e+004	6.34109166057960e-001     3.08792663425691e-001
1.30919312437582e+004	6.34110865394417e-001     3.08831831877949e-001
1.30935934370289e+004	6.34112565162001e-001     3.08871005289130e-001
1.30952558413370e+004	6.34114265360823e-001     3.08910183659859e-001
1.30969184567092e+004	6.34115965990992e-001     3.08949366990761e-001
1.30985812831723e+004	6.34117667052617e-001     3.08988555282459e-001
1.31002443207532e+004	6.34119368545807e-001     3.09027748535578e-001
1.31019075694786e+004	6.34121070470672e-001     3.09066946750743e-001
1.31035710293754e+004	6.34122772827321e-001     3.09106149928579e-001
1.31052347004703e+004	6.34124475615863e-001     3.09145358069709e-001
1.31068985827902e+004	6.34126178836409e-001     3.09184571174760e-001
1.31085626763619e+004	6.34127882489067e-001     3.09223789244355e-001
1.31102269812122e+004	6.34129586573947e-001     3.09263012279120e-001
1.31118914973680e+004	6.34131291091159e-001     3.09302240279679e-001
1.31135562248560e+004	6.34132996040812e-001     3.09341473246659e-001
1.31152211637032e+004	6.34134701423016e-001     3.09380711180683e-001
1.31168863139363e+004	6.34136407237881e-001     3.09419954082378e-001
1.31185516755821e+004	6.34138113485515e-001     3.09459201952369e-001
1.31202172486676e+004	6.34139820166030e-001     3.09498454791281e-001
1.31218830332195e+004	6.34141527279533e-001     3.09537712599739e-001
1.31235490292648e+004	6.34143234826137e-001     3.09576975378369e-001
1.31252152368302e+004	6.34144942805949e-001     3.09616243127798e-001
1.31268816559426e+004	6.34146651219080e-001     3.09655515848650e-001
1.31285482866289e+004	6.34148360065639e-001     3.09694793541551e-001
1.31302151289159e+004	6.34150069345738e-001     3.09734076207128e-001
1.31318821828305e+004	6.34151779059484e-001     3.09773363846005e-001
1.31335494483997e+004	6.34153489206989e-001     3.09812656458810e-001
1.31352169256501e+004	6.34155199788363e-001     3.09851954046169e-001
1.31368846146088e+004	6.34156910803714e-001     3.09891256608707e-001
1.31385525153026e+004	6.34158622253154e-001     3.09930564147051e-001
1.31402206277583e+004	6.34160334136792e-001     3.09969876661827e-001
1.31418889520029e+004	6.34162046454739e-001     3.10009194153662e-001
1.31435574880633e+004	6.34163759207103e-001     3.10048516623181e-001
1.31452262359664e+004	6.34165472393997e-001     3.10087844071013e-001
1.31468951957389e+004	6.34167186015529e-001     3.10127176497783e-001
1.31485643674080e+004	6.34168900071810e-001     3.10166513904118e-001
1.31502337510003e+004	6.34170614562949e-001     3.10205856290645e-001
1.31519033465430e+004	6.34172329489058e-001     3.10245203657991e-001
1.31535731540627e+004	6.34174044850247e-001     3.10284556006783e-001
1.31552431735866e+004	6.34175760646625e-001     3.10323913337647e-001
1.31569134051415e+004	6.34177476878304e-001     3.10363275651212e-001
1.31585838487543e+004	6.34179193545392e-001     3.10402642948103e-001
1.31602545044519e+004	6.34180910648002e-001     3.10442015228950e-001
1.31619253722613e+004	6.34182628186242e-001     3.10481392494378e-001
1.31635964522094e+004	6.34184346160224e-001     3.10520774745015e-001
1.31652677443231e+004	6.34186064570058e-001     3.10560161981489e-001
1.31669392486294e+004	6.34187783415855e-001     3.10599554204427e-001
1.31686109651552e+004	6.34189502697724e-001     3.10638951414457e-001
1.31702828939274e+004	6.34191222415777e-001     3.10678353612208e-001
1.31719550349731e+004	6.34192942570124e-001     3.10717760798305e-001
1.31736273883191e+004	6.34194663160876e-001     3.10757172973379e-001
1.31752999539923e+004	6.34196384188143e-001     3.10796590138056e-001
1.31769727320199e+004	6.34198105652036e-001     3.10836012292964e-001
1.31786457224287e+004	6.34199827552665e-001     3.10875439438732e-001
1.31803189252457e+004	6.34201549890142e-001     3.10914871575988e-001
1.31819923404978e+004	6.34203272664576e-001     3.10954308705360e-001
1.31836659682121e+004	6.34204995876079e-001     3.10993750827476e-001
1.31853398084154e+004	6.34206719524762e-001     3.11033197942966e-001
1.31870138611349e+004	6.34208443610735e-001     3.11072650052457e-001
1.31886881263974e+004	6.34210168134109e-001     3.11112107156578e-001
1.31903626042299e+004	6.34211893094995e-001     3.11151569255958e-001
1.31920372946595e+004	6.34213618493504e-001     3.11191036351226e-001
1.31937121977131e+004	6.34215344329747e-001     3.11230508443010e-001
1.31953873134178e+004	6.34217070603834e-001     3.11269985531939e-001
1.31970626418004e+004	6.34218797315878e-001     3.11309467618643e-001
1.31987381828881e+004	6.34220524465988e-001     3.11348954703750e-001
1.32004139367079e+004	6.34222252054275e-001     3.11388446787890e-001
1.32020899032866e+004	6.34223980080852e-001     3.11427943871691e-001
1.32037660826514e+004	6.34225708545828e-001     3.11467445955783e-001
1.32054424748293e+004	6.34227437449316e-001     3.11506953040796e-001
1.32071190798473e+004	6.34229166791425e-001     3.11546465127358e-001
1.32087958977324e+004	6.34230896572268e-001     3.11585982216100e-001
1.32104729285116e+004	6.34232626791956e-001     3.11625504307651e-001
1.32121501722120e+004	6.34234357450599e-001     3.11665031402641e-001
1.32138276288606e+004	6.34236088548309e-001     3.11704563501699e-001
1.32155052984844e+004	6.34237820085198e-001     3.11744100605455e-001
1.32171831811105e+004	6.34239552061376e-001     3.11783642714540e-001
1.32188612767659e+004	6.34241284476955e-001     3.11823189829583e-001
1.32205395854777e+004	6.34243017332046e-001     3.11862741951214e-001
1.32222181072729e+004	6.34244750626761e-001     3.11902299080064e-001
1.32238968421786e+004	6.34246484361212e-001     3.11941861216762e-001
1.32255757902218e+004	6.34248218535509e-001     3.11981428361940e-001
1.32272549514296e+004	6.34249953149764e-001     3.12021000516227e-001
1.32289343258290e+004	6.34251688204088e-001     3.12060577680254e-001
1.32306139134472e+004	6.34253423698594e-001     3.12100159854651e-001
1.32322937143111e+004	6.34255159633392e-001     3.12139747040049e-001
1.32339737284479e+004	6.34256896008595e-001     3.12179339237079e-001
1.32356539558847e+004	6.34258632824314e-001     3.12218936446372e-001
1.32373343966485e+004	6.34260370080660e-001     3.12258538668558e-001
1.32390150507664e+004	6.34262107777745e-001     3.12298145904269e-001
1.32406959182655e+004	6.34263845915681e-001     3.12337758154134e-001
1.32423769991729e+004	6.34265584494580e-001     3.12377375418787e-001
1.32440582935156e+004	6.34267323514554e-001     3.12416997698856e-001
1.32457398013209e+004	6.34269062975713e-001     3.12456624994975e-001
1.32474215226157e+004	6.34270802878171e-001     3.12496257307774e-001
1.32491034574272e+004	6.34272543222039e-001     3.12535894637885e-001
1.32507856057826e+004	6.34274284007428e-001     3.12575536985938e-001
1.32524679677088e+004	6.34276025234451e-001     3.12615184352567e-001
1.32541505432331e+004	6.34277766903220e-001     3.12654836738401e-001
1.32558333323825e+004	6.34279509013846e-001     3.12694494144074e-001
1.32575163351841e+004	6.34281251566442e-001     3.12734156570216e-001
1.32591995516652e+004	6.34282994561120e-001     3.12773824017461e-001
1.32608829818528e+004	6.34284737997991e-001     3.12813496486438e-001
1.32625666257740e+004	6.34286481877168e-001     3.12853173977782e-001
1.32642504834561e+004	6.34288226198762e-001     3.12892856492123e-001
1.32659345549260e+004	6.34289970962887e-001     3.12932544030094e-001
1.32676188402111e+004	6.34291716169654e-001     3.12972236592328e-001
1.32693033393383e+004	6.34293461819174e-001     3.13011934179456e-001
1.32709880523350e+004	6.34295207911562e-001     3.13051636792111e-001
1.32726729792281e+004	6.34296954446928e-001     3.13091344430925e-001
1.32743581200450e+004	6.34298701425386e-001     3.13131057096532e-001
1.32760434748127e+004	6.34300448847046e-001     3.13170774789563e-001
1.32777290435584e+004	6.34302196712022e-001     3.13210497510651e-001
1.32794148263093e+004	6.34303945020427e-001     3.13250225260430e-001
1.32811008230925e+004	6.34305693772372e-001     3.13289958039533e-001
1.32827870339352e+004	6.34307442967969e-001     3.13329695848591e-001
1.32844734588646e+004	6.34309192607332e-001     3.13369438688238e-001
1.32861600979079e+004	6.34310942690573e-001     3.13409186559108e-001
1.32878469510923e+004	6.34312693217803e-001     3.13448939461833e-001
1.32895340184449e+004	6.34314444189137e-001     3.13488697397047e-001
1.32912212999930e+004	6.34316195604686e-001     3.13528460365383e-001
1.32929087957637e+004	6.34317947464563e-001     3.13568228367475e-001
1.32945965057842e+004	6.34319699768880e-001     3.13608001403956e-001
1.32962844300818e+004	6.34321452517751e-001     3.13647779475460e-001
1.32979725686836e+004	6.34323205711287e-001     3.13687562582619e-001
1.32996609216169e+004	6.34324959349602e-001     3.13727350726070e-001
1.33013494889088e+004	6.34326713432809e-001     3.13767143906444e-001
1.33030382705867e+004	6.34328467961019e-001     3.13806942124375e-001
1.33047272666776e+004	6.34330222934346e-001     3.13846745380499e-001
1.33064164772088e+004	6.34331978352903e-001     3.13886553675449e-001
1.33081059022076e+004	6.34333734216802e-001     3.13926367009858e-001
1.33097955417011e+004	6.34335490526157e-001     3.13966185384362e-001
1.33114853957167e+004	6.34337247281079e-001     3.14006008799595e-001
1.33131754642815e+004	6.34339004481683e-001     3.14045837256190e-001
1.33148657474228e+004	6.34340762128082e-001     3.14085670754783e-001
1.33165562451678e+004	6.34342520220387e-001     3.14125509296008e-001
1.33182469575438e+004	6.34344278758712e-001     3.14165352880499e-001
1.33199378845780e+004	6.34346037743171e-001     3.14205201508892e-001
1.33216290262977e+004	6.34347797173876e-001     3.14245055181820e-001
1.33233203827302e+004	6.34349557050940e-001     3.14284913899920e-001
1.33250119539026e+004	6.34351317374477e-001     3.14324777663825e-001
1.33267037398423e+004	6.34353078144599e-001     3.14364646474171e-001
1.33283957405766e+004	6.34354839361420e-001     3.14404520331593e-001
1.33300879561326e+004	6.34356601025054e-001     3.14444399236726e-001
1.33317803865377e+004	6.34358363135612e-001     3.14484283190205e-001
1.33334730318191e+004	6.34360125693209e-001     3.14524172192666e-001
1.33351658920042e+004	6.34361888697958e-001     3.14564066244744e-001
1.33368589671202e+004	6.34363652149972e-001     3.14603965347075e-001
1.33385522571945e+004	6.34365416049365e-001     3.14643869500293e-001
1.33402457622542e+004	6.34367180396250e-001     3.14683778705035e-001
1.33419394823267e+004	6.34368945190740e-001     3.14723692961937e-001
1.33436334174393e+004	6.34370710432948e-001     3.14763612271633e-001
1.33453275676193e+004	6.34372476122989e-001     3.14803536634761e-001
1.33470219328940e+004	6.34374242260976e-001     3.14843466051956e-001
1.33487165132907e+004	6.34376008847022e-001     3.14883400523854e-001
1.33504113088367e+004	6.34377775881241e-001     3.14923340051090e-001
1.33521063195594e+004	6.34379543363747e-001     3.14963284634303e-001
1.33538015454860e+004	6.34381311294652e-001     3.15003234274126e-001
1.33554969866439e+004	6.34383079674071e-001     3.15043188971198e-001
1.33571926430604e+004	6.34384848502118e-001     3.15083148726154e-001
1.33588885147628e+004	6.34386617778905e-001     3.15123113539631e-001
1.33605846017786e+004	6.34388387504548e-001     3.15163083412265e-001
1.33622809041349e+004	6.34390157679159e-001     3.15203058344694e-001
1.33639774218592e+004	6.34391928302852e-001     3.15243038337553e-001
1.33656741549787e+004	6.34393699375742e-001     3.15283023391479e-001
1.33673711035209e+004	6.34395470897941e-001     3.15323013507111e-001
1.33690682675131e+004	6.34397242869564e-001     3.15363008685083e-001
1.33707656469827e+004	6.34399015290726e-001     3.15403008926035e-001
1.33724632419569e+004	6.34400788161539e-001     3.15443014230602e-001
1.33741610524632e+004	6.34402561482117e-001     3.15483024599421e-001
1.33758590785289e+004	6.34404335252576e-001     3.15523040033131e-001
1.33775573201814e+004	6.34406109473028e-001     3.15563060532369e-001
1.33792557774481e+004	6.34407884143588e-001     3.15603086097771e-001
1.33809544503564e+004	6.34409659264369e-001     3.15643116729976e-001
1.33826533389335e+004	6.34411434835487e-001     3.15683152429621e-001
