Freq.	1/S21       v1)
9.36329993296458e+003	       1.35702064508437e+001       -1.09505881569852e+002       
9.36464743288185e+003	       1.35824934454921e+001       -1.09486372431672e+002       
9.36599512672178e+003	       1.35947705936691e+001       -1.09466905519365e+002       
9.36734301451228e+003	       1.36070379132666e+001       -1.09447480696015e+002       
9.36869109628126e+003	       1.36192954221372e+001       -1.09428097825277e+002       
9.37003937205664e+003	       1.36315431380940e+001       -1.09408756771379e+002       
9.37138784186633e+003	       1.36437810789110e+001       -1.09389457399116e+002       
9.37273650573826e+003	       1.36560092623227e+001       -1.09370199573848e+002       
9.37408536370036e+003	       1.36682277060246e+001       -1.09350983161495e+002       
9.37543441578056e+003	       1.36804364276732e+001       -1.09331808028541e+002       
9.37678366200679e+003	       1.36926354448856e+001       -1.09312674042022e+002       
9.37813310240701e+003	       1.37048247752404e+001       -1.09293581069530e+002       
9.37948273700914e+003	       1.37170044362769e+001       -1.09274528979207e+002       
9.38083256584114e+003	       1.37291744454956e+001       -1.09255517639743e+002       
9.38218258893096e+003	       1.37413348203585e+001       -1.09236546920376e+002       
9.38353280630656e+003	       1.37534855782886e+001       -1.09217616690882e+002       
9.38488321799589e+003	       1.37656267366702e+001       -1.09198726821581e+002       
9.38623382402693e+003	       1.37777583128493e+001       -1.09179877183328e+002       
9.38758462442764e+003	       1.37898803241331e+001       -1.09161067647514e+002       
9.38893561922598e+003	       1.38019927877906e+001       -1.09142298086061e+002       
9.39028680844995e+003	       1.38140957210521e+001       -1.09123568371421e+002       
9.39163819212752e+003	       1.38261891411099e+001       -1.09104878376571e+002       
9.39298977028666e+003	       1.38382730651178e+001       -1.09086227975013e+002       
9.39434154295538e+003	       1.38503475101915e+001       -1.09067617040772e+002       
9.39569351016167e+003	       1.38624124934087e+001       -1.09049045448388e+002       
9.39704567193351e+003	       1.38744680318088e+001       -1.09030513072922e+002       
9.39839802829892e+003	       1.38865141423933e+001       -1.09012019789944e+002       
