Freq.	1/S12         v1)
7.96037159354572e+005	         6.51727915676665e+001         4.27223383559524e+001         
7.96151719393667e+005	         6.51735860758911e+001         4.27111587693787e+001         
7.96266295919432e+005	         6.51743801062489e+001         4.26999782265307e+001         
7.96380888934241e+005	         6.51751736585863e+001         4.26887967286666e+001         
7.96495498440466e+005	         6.51759667327500e+001         4.26776142770455e+001         
7.96610124440482e+005	         6.51767593285864e+001         4.26664308729282e+001         
7.96724766936660e+005	         6.51775514459422e+001         4.26552465175763e+001         
7.96839425931376e+005	         6.51783430846641e+001         4.26440612122527e+001         
7.96954101427003e+005	         6.51791342445988e+001         4.26328749582218e+001         
7.97068793425917e+005	         6.51799249255931e+001         4.26216877567488e+001         
7.97183501930493e+005	         6.51807151274938e+001         4.26104996091005e+001         
7.97298226943105e+005	         6.51815048501477e+001         4.25993105165447e+001         
7.97412968466130e+005	         6.51822940934019e+001         4.25881204803507e+001         
7.97527726501944e+005	         6.51830828571031e+001         4.25769295017886e+001         
7.97642501052922e+005	         6.51838711410985e+001         4.25657375821302e+001         
7.97757292121443e+005	         6.51846589452350e+001         4.25545447226482e+001         
7.97872099709882e+005	         6.51854462693599e+001         4.25433509246166e+001         
7.97986923820618e+005	         6.51862331133201e+001         4.25321561893109e+001         
7.98101764456027e+005	         6.51870194769630e+001         4.25209605180075e+001         
7.98216621618489e+005	         6.51878053601357e+001         4.25097639119840e+001         
7.98331495310382e+005	         6.51885907626856e+001         4.24985663725197e+001         
7.98446385534084e+005	         6.51893756844600e+001         4.24873679008947e+001         
7.98561292291974e+005	         6.51901601253063e+001         4.24761684983903e+001         
7.98676215586433e+005	         6.51909440850719e+001         4.24649681662895e+001         
7.98791155419840e+005	         6.51917275636043e+001         4.24537669058761e+001         
7.98906111794574e+005	         6.51925105607511e+001         4.24425647184354e+001         
7.99021084713017e+005	         6.51932930763598e+001         4.24313616052537e+001         
7.99136074177550e+005	         6.51940751102781e+001         4.24201575676187e+001         
7.99251080190553e+005	         6.51948566623536e+001         4.24089526068194e+001         
7.99366102754409e+005	         6.51956377324341e+001         4.23977467241460e+001         
7.99481141871498e+005	         6.51964183203675e+001         4.23865399208898e+001         
7.99596197544204e+005	         6.51971984260015e+001         4.23753321983436e+001         
7.99711269774909e+005	         6.51979780491840e+001         4.23641235578011e+001         
7.99826358565995e+005	         6.51987571897631e+001         4.23529140005577e+001         
7.99941463919846e+005	         6.51995358475866e+001         4.23417035279095e+001         
8.00056585838846e+005	         6.52003140225026e+001         4.23304921411545e+001         
8.00171724325379e+005	         6.52010917143593e+001         4.23192798415914e+001         
8.00286879381828e+005	         6.52018689230047e+001         4.23080666305204e+001         
8.00402051010579e+005	         6.52026456482872e+001         4.22968525092429e+001         
8.00517239214016e+005	         6.52034218900549e+001         4.22856374790615e+001         
8.00632443994525e+005	         6.52041976481562e+001         4.22744215412802e+001         
8.00747665354491e+005	         6.52049729224394e+001         4.22632046972042e+001         
8.00862903296301e+005	         6.52057477127530e+001         4.22519869481398e+001         
8.00978157822341e+005	         6.52065220189454e+001         4.22407682953948e+001         
8.01093428934996e+005	         6.52072958408652e+001         4.22295487402779e+001         
8.01208716636656e+005	         6.52080691783609e+001         4.22183282840995e+001         
8.01324020929706e+005	         6.52088420312813e+001         4.22071069281710e+001         
8.01439341816534e+005	         6.52096143994749e+001         4.21958846738051e+001         
8.01554679299530e+005	         6.52103862827906e+001         4.21846615223157e+001         
8.01670033381080e+005	         6.52111576810771e+001         4.21734374750181e+001         
8.01785404063574e+005	         6.52119285941834e+001         4.21622125332287e+001         
8.01900791349400e+005	         6.52126990219582e+001         4.21509866982654e+001         
8.02016195240949e+005	         6.52134689642507e+001         4.21397599714470e+001         
8.02131615740610e+005	         6.52142384209098e+001         4.21285323540939e+001         
8.02247052850773e+005	         6.52150073917846e+001         4.21173038475276e+001         
8.02362506573829e+005	         6.52157758767243e+001         4.21060744530708e+001         
8.02477976912169e+005	         6.52165438755781e+001         4.20948441720477e+001         
8.02593463868182e+005	         6.52173113881951e+001         4.20836130057836e+001         
8.02708967444262e+005	         6.52180784144249e+001         4.20723809556051e+001         
8.02824487642800e+005	         6.52188449541166e+001         4.20611480228399e+001         
8.02940024466188e+005	         6.52196110071198e+001         4.20499142088173e+001         
8.03055577916819e+005	         6.52203765732840e+001         4.20386795148676e+001         
8.03171147997085e+005	         6.52211416524587e+001         4.20274439423225e+001         
8.03286734709380e+005	         6.52219062444934e+001         4.20162074925149e+001         
8.03402338056097e+005	         6.52226703492380e+001         4.20049701667792e+001         
8.03517958039630e+005	         6.52234339665420e+001         4.19937319664505e+001         
8.03633594662374e+005	         6.52241970962554e+001         4.19824928928658e+001         
8.03749247926723e+005	         6.52249597382279e+001         4.19712529473632e+001         
8.03864917835072e+005	         6.52257218923095e+001         4.19600121312818e+001         
8.03980604389816e+005	         6.52264835583501e+001         4.19487704459622e+001         
8.04096307593351e+005	         6.52272447361997e+001         4.19375278927463e+001         
8.04212027448073e+005	         6.52280054257085e+001         4.19262844729772e+001         
8.04327763956379e+005	         6.52287656267266e+001         4.19150401879992e+001         
8.04443517120664e+005	         6.52295253391042e+001         4.19037950391581e+001         
8.04559286943326e+005	         6.52302845626917e+001         4.18925490278008e+001         
8.04675073426762e+005	         6.52310432973392e+001         4.18813021552755e+001         
8.04790876573370e+005	         6.52318015428973e+001         4.18700544229318e+001         
8.04906696385549e+005	         6.52325592992164e+001         4.18588058321203e+001         
8.05022532865695e+005	         6.52333165661470e+001         4.18475563841932e+001         
8.05138386016209e+005	         6.52340733435398e+001         4.18363060805038e+001         
8.05254255839489e+005	         6.52348296312453e+001         4.18250549224068e+001         
8.05370142337935e+005	         6.52355854291143e+001         4.18138029112580e+001         
8.05486045513946e+005	         6.52363407369975e+001         4.18025500484146e+001         
8.05601965369922e+005	         6.52370955547459e+001         4.17912963352352e+001         
8.05717901908265e+005	         6.52378498822104e+001         4.17800417730794e+001         
8.05833855131374e+005	         6.52386037192418e+001         4.17687863633083e+001         
8.05949825041651e+005	         6.52393570656912e+001         4.17575301072842e+001         
8.06065811641498e+005	         6.52401099214098e+001         4.17462730063709e+001         
8.06181814933316e+005	         6.52408622862487e+001         4.17350150619330e+001         
8.06297834919508e+005	         6.52416141600591e+001         4.17237562753369e+001         
8.06413871602475e+005	         6.52423655426924e+001         4.17124966479500e+001         
8.06529924984622e+005	         6.52431164340000e+001         4.17012361811411e+001         
8.06645995068350e+005	         6.52438668338331e+001         4.16899748762803e+001         
8.06762081856065e+005	         6.52446167420434e+001         4.16787127347387e+001         
8.06878185350168e+005	         6.52453661584825e+001         4.16674497578892e+001         
8.06994305553066e+005	         6.52461150830019e+001         4.16561859471056e+001         
8.07110442467163e+005	         6.52468635154534e+001         4.16449213037633e+001         
8.07226596094862e+005	         6.52476114556887e+001         4.16336558292385e+001         
8.07342766438571e+005	         6.52483589035596e+001         4.16223895249093e+001         
8.07458953500694e+005	         6.52491058589182e+001         4.16111223921546e+001         
8.07575157283637e+005	         6.52498523216163e+001         4.15998544323548e+001         
8.07691377789807e+005	         6.52505982915060e+001         4.15885856468918e+001         
8.07807615021611e+005	         6.52513437684394e+001         4.15773160371483e+001         
8.07923868981455e+005	         6.52520887522687e+001         4.15660456045088e+001         
8.08040139671746e+005	         6.52528332428462e+001         4.15547743503587e+001         
8.08156427094894e+005	         6.52535772400241e+001         4.15435022760850e+001         
8.08272731253305e+005	         6.52543207436549e+001         4.15322293830758e+001         
8.08389052149388e+005	         6.52550637535911e+001         4.15209556727206e+001         
8.08505389785552e+005	         6.52558062696851e+001         4.15096811464101e+001         
8.08621744164206e+005	         6.52565482917896e+001         4.14984058055365e+001         
8.08738115287759e+005	         6.52572898197572e+001         4.14871296514931e+001         
8.08854503158622e+005	         6.52580308534408e+001         4.14758526856745e+001         
8.08970907779204e+005	         6.52587713926930e+001         4.14645749094767e+001         
8.09087329151916e+005	         6.52595114373669e+001         4.14532963242971e+001         
8.09203767279168e+005	         6.52602509873154e+001         4.14420169315342e+001         
8.09320222163373e+005	         6.52609900423915e+001         4.14307367325879e+001         
8.09436693806941e+005	         6.52617286024483e+001         4.14194557288592e+001         
8.09553182212284e+005	         6.52624666673390e+001         4.14081739217509e+001         
8.09669687381815e+005	         6.52632042369169e+001         4.13968913126665e+001         
8.09786209317946e+005	         6.52639413110353e+001         4.13856079030112e+001         
8.09902748023091e+005	         6.52646778895476e+001         4.13743236941915e+001         
8.10019303499661e+005	         6.52654139723074e+001         4.13630386876150e+001         
8.10135875750072e+005	         6.52661495591680e+001         4.13517528846908e+001         
8.10252464776736e+005	         6.52668846499832e+001         4.13404662868291e+001         
8.10369070582069e+005	         6.52676192446067e+001         4.13291788954418e+001         
8.10485693168485e+005	         6.52683533428923e+001         4.13178907119415e+001         
8.10602332538399e+005	         6.52690869446938e+001         4.13066017377426e+001         
8.10718988694226e+005	         6.52698200498652e+001         4.12953119742608e+001         
8.10835661638383e+005	         6.52705526582604e+001         4.12840214229128e+001         
8.10952351373284e+005	         6.52712847697335e+001         4.12727300851168e+001         
8.11069057901347e+005	         6.52720163841388e+001         4.12614379622923e+001         
8.11185781224988e+005	         6.52727475013303e+001         4.12501450558602e+001         
8.11302521346624e+005	         6.52734781211626e+001         4.12388513672426e+001         
8.11419278268674e+005	         6.52742082434899e+001         4.12275568978629e+001         
8.11536051993554e+005	         6.52749378681667e+001         4.12162616491457e+001         
8.11652842523683e+005	         6.52756669950476e+001         4.12049656225173e+001         
8.11769649861479e+005	         6.52763956239872e+001         4.11936688194050e+001         
8.11886474009361e+005	         6.52771237548402e+001         4.11823712412375e+001         
8.12003314969748e+005	         6.52778513874614e+001         4.11710728894448e+001         
8.12120172745060e+005	         6.52785785217057e+001         4.11597737654582e+001         
8.12237047337717e+005	         6.52793051574280e+001         4.11484738707103e+001         
8.12353938750139e+005	         6.52800312944833e+001         4.11371732066351e+001         
8.12470846984746e+005	         6.52807569327267e+001         4.11258717746680e+001         
8.12587772043960e+005	         6.52814820720135e+001         4.11145695762455e+001         
8.12704713930202e+005	         6.52822067121989e+001         4.11032666128053e+001         
8.12821672645893e+005	         6.52829308531382e+001         4.10919628857871e+001         
8.12938648193455e+005	         6.52836544946869e+001         4.10806583966310e+001         
8.13055640575311e+005	         6.52843776367005e+001         4.10693531467792e+001         
8.13172649793883e+005	         6.52851002790345e+001         4.10580471376747e+001         
8.13289675851595e+005	         6.52858224215447e+001         4.10467403707622e+001         
8.13406718750869e+005	         6.52865440640868e+001         4.10354328474873e+001         
8.13523778494130e+005	         6.52872652065166e+001         4.10241245692974e+001         
8.13640855083801e+005	         6.52879858486901e+001         4.10128155376407e+001         
8.13757948522307e+005	         6.52887059904633e+001         4.10015057539673e+001         
8.13875058812073e+005	         6.52894256316922e+001         4.09901952197282e+001         
8.13992185955524e+005	         6.52901447722331e+001         4.09788839363757e+001         
8.14109329955084e+005	         6.52908634119422e+001         4.09675719053640e+001         
8.14226490813181e+005	         6.52915815506758e+001         4.09562591281478e+001         
8.14343668532241e+005	         6.52922991882904e+001         4.09449456061838e+001         
8.14460863114689e+005	         6.52930163246424e+001         4.09336313409296e+001         
8.14578074562952e+005	         6.52937329595886e+001         4.09223163338443e+001         
8.14695302879459e+005	         6.52944490929855e+001         4.09110005863883e+001         
8.14812548066635e+005	         6.52951647246900e+001         4.08996841000234e+001         
8.14929810126910e+005	         6.52958798545588e+001         4.08883668762127e+001         
8.15047089062712e+005	         6.52965944824490e+001         4.08770489164204e+001         
8.15164384876469e+005	         6.52973086082175e+001         4.08657302221124e+001         
8.15281697570610e+005	         6.52980222317215e+001         4.08544107947558e+001         
8.15399027147564e+005	         6.52987353528182e+001         4.08430906358188e+001         
8.15516373609761e+005	         6.52994479713648e+001         4.08317697467713e+001         
8.15633736959632e+005	         6.53001600872188e+001         4.08204481290842e+001         
8.15751117199605e+005	         6.53008717002377e+001         4.08091257842300e+001         
8.15868514332113e+005	         6.53015828102789e+001         4.07978027136822e+001         
8.15985928359587e+005	         6.53022934172001e+001         4.07864789189160e+001         
8.16103359284456e+005	         6.53030035208591e+001         4.07751544014078e+001         
8.16220807109154e+005	         6.53037131211136e+001         4.07638291626351e+001         
8.16338271836113e+005	         6.53044222178217e+001         4.07525032040772e+001         
8.16455753467764e+005	         6.53051308108412e+001         4.07411765272144e+001         
8.16573252006541e+005	         6.53058389000304e+001         4.07298491335281e+001         
8.16690767454877e+005	         6.53065464852473e+001         4.07185210245018e+001         
8.16808299815205e+005	         6.53072535663503e+001         4.07071922016195e+001         
8.16925849089960e+005	         6.53079601431977e+001         4.06958626663671e+001         
8.17043415281575e+005	         6.53086662156479e+001         4.06845324202316e+001         
8.17160998392485e+005	         6.53093717835597e+001         4.06732014647013e+001         
8.17278598425124e+005	         6.53100768467914e+001         4.06618698012661e+001         
8.17396215381929e+005	         6.53107814052020e+001         4.06505374314168e+001         
8.17513849265335e+005	         6.53114854586502e+001         4.06392043566460e+001         
8.17631500077777e+005	         6.53121890069950e+001         4.06278705784473e+001         
8.17749167821693e+005	         6.53128920500953e+001         4.06165360983158e+001         
8.17866852499518e+005	         6.53135945878103e+001         4.06052009177478e+001         
8.17984554113689e+005	         6.53142966199992e+001         4.05938650382413e+001         
8.18102272666645e+005	         6.53149981465212e+001         4.05825284612952e+001         
8.18220008160822e+005	         6.53156991672359e+001         4.05711911884097e+001         
8.18337760598660e+005	         6.53163996820025e+001         4.05598532210870e+001         
8.18455529982595e+005	         6.53170996906808e+001         4.05485145608299e+001         
8.18573316315068e+005	         6.53177991931304e+001         4.05371752091428e+001         
8.18691119598516e+005	         6.53184981892111e+001         4.05258351675317e+001         
8.18808939835380e+005	         6.53191966787827e+001         4.05144944375036e+001         
8.18926777028100e+005	         6.53198946617052e+001         4.05031530205669e+001         
8.19044631179114e+005	         6.53205921378387e+001         4.04918109182314e+001         
8.19162502290866e+005	         6.53212891070434e+001         4.04804681320083e+001         
8.19280390365793e+005	         6.53219855691793e+001         4.04691246634102e+001         
8.19398295406339e+005	         6.53226815241071e+001         4.04577805139507e+001         
8.19516217414945e+005	         6.53233769716870e+001         4.04464356851449e+001         
8.19634156394053e+005	         6.53240719117797e+001         4.04350901785096e+001         
8.19752112346104e+005	         6.53247663442457e+001         4.04237439955626e+001         
8.19870085273542e+005	         6.53254602689458e+001         4.04123971378229e+001         
8.19988075178809e+005	         6.53261536857409e+001         4.04010496068111e+001         
8.20106082064350e+005	         6.53268465944920e+001         4.03897014040492e+001         
8.20224105932606e+005	         6.53275389950600e+001         4.03783525310604e+001         
8.20342146786024e+005	         6.53282308873061e+001         4.03670029893692e+001         
8.20460204627046e+005	         6.53289222710915e+001         4.03556527805016e+001         
8.20578279458118e+005	         6.53296131462776e+001         4.03443019059848e+001         
8.20696371281685e+005	         6.53303035127259e+001         4.03329503673474e+001         
8.20814480100191e+005	         6.53309933702978e+001         4.03215981661194e+001         
8.20932605916084e+005	         6.53316827188551e+001         4.03102453038320e+001         
8.21050748731809e+005	         6.53323715582595e+001         4.02988917820181e+001         
8.21168908549813e+005	         6.53330598883728e+001         4.02875376022114e+001         
8.21287085372542e+005	         6.53337477090570e+001         4.02761827659475e+001         
8.21405279202444e+005	         6.53344350201741e+001         4.02648272747629e+001         
8.21523490041966e+005	         6.53351218215863e+001         4.02534711301958e+001         
8.21641717893556e+005	         6.53358081131560e+001         4.02421143337853e+001         
8.21759962759663e+005	         6.53364938947453e+001         4.02307568870725e+001         
8.21878224642735e+005	         6.53371791662169e+001         4.02193987915992e+001         
8.21996503545220e+005	         6.53378639274333e+001         4.02080400489091e+001         
8.22114799469569e+005	         6.53385481782571e+001         4.01966806605466e+001         
8.22233112418231e+005	         6.53392319185512e+001         4.01853206280582e+001         
8.22351442393656e+005	         6.53399151481784e+001         4.01739599529912e+001         
8.22469789398294e+005	         6.53405978670018e+001         4.01625986368944e+001         
8.22588153434596e+005	         6.53412800748845e+001         4.01512366813181e+001         
8.22706534505013e+005	         6.53419617716896e+001         4.01398740878137e+001         
8.22824932611997e+005	         6.53426429572805e+001         4.01285108579342e+001         
8.22943347758000e+005	         6.53433236315205e+001         4.01171469932338e+001         
8.23061779945472e+005	         6.53440037942734e+001         4.01057824952679e+001         
8.23180229176868e+005	         6.53446834454025e+001         4.00944173655936e+001         
8.23298695454640e+005	         6.53453625847718e+001         4.00830516057693e+001         
8.23417178781240e+005	         6.53460412122450e+001         4.00716852173544e+001         
8.23535679159123e+005	         6.53467193276862e+001         4.00603182019100e+001         
8.23654196590743e+005	         6.53473969309594e+001         4.00489505609984e+001         
8.23772731078553e+005	         6.53480740219287e+001         4.00375822961833e+001         
8.23891282625008e+005	         6.53487506004585e+001         4.00262134090297e+001         
8.24009851232564e+005	         6.53494266664132e+001         4.00148439011041e+001         
8.24128436903676e+005	         6.53501022196572e+001         4.00034737739741e+001         
8.24247039640798e+005	         6.53507772600553e+001         3.99921030292089e+001         
8.24365659446388e+005	         6.53514517874720e+001         3.99807316683790e+001         
8.24484296322902e+005	         6.53521258017723e+001         3.99693596930560e+001         
8.24602950272796e+005	         6.53527993028211e+001         3.99579871048133e+001         
8.24721621298527e+005	         6.53534722904835e+001         3.99466139052252e+001         
8.24840309402553e+005	         6.53541447646247e+001         3.99352400958677e+001         
8.24959014587332e+005	         6.53548167251099e+001         3.99238656783180e+001         
8.25077736855322e+005	         6.53554881718045e+001         3.99124906541546e+001         
8.25196476208981e+005	         6.53561591045741e+001         3.99011150249575e+001         
8.25315232650768e+005	         6.53568295232842e+001         3.98897387923080e+001         
8.25434006183143e+005	         6.53574994278007e+001         3.98783619577886e+001         
8.25552796808565e+005	         6.53581688179893e+001         3.98669845229834e+001         
8.25671604529493e+005	         6.53588376937161e+001         3.98556064894777e+001         
8.25790429348388e+005	         6.53595060548471e+001         3.98442278588582e+001         
8.25909271267712e+005	         6.53601739012485e+001         3.98328486327130e+001         
8.26028130289923e+005	         6.53608412327867e+001         3.98214688126314e+001         
8.26147006417485e+005	         6.53615080493280e+001         3.98100884002043e+001         
8.26265899652859e+005	         6.53621743507390e+001         3.97987073970237e+001         
8.26384809998506e+005	         6.53628401368864e+001         3.97873258046832e+001         
8.26503737456889e+005	         6.53635054076369e+001         3.97759436247774e+001         
8.26622682030472e+005	         6.53641701628574e+001         3.97645608589028e+001         
8.26741643721716e+005	         6.53648344024150e+001         3.97531775086567e+001         
8.26860622533085e+005	         6.53654981261768e+001         3.97417935756380e+001         
8.26979618467044e+005	         6.53661613340099e+001         3.97304090614471e+001         
8.27098631526056e+005	         6.53668240257819e+001         3.97190239676855e+001         
8.27217661712586e+005	         6.53674862013601e+001         3.97076382959561e+001         
8.27336709029099e+005	         6.53681478606121e+001         3.96962520478634e+001         
8.27455773478060e+005	         6.53688090034057e+001         3.96848652250129e+001         
8.27574855061935e+005	         6.53694696296087e+001         3.96734778290118e+001         
8.27693953783188e+005	         6.53701297390892e+001         3.96620898614684e+001         
8.27813069644288e+005	         6.53707893317150e+001         3.96507013239924e+001         
8.27932202647700e+005	         6.53714484073545e+001         3.96393122181949e+001         
8.28051352795892e+005	         6.53721069658760e+001         3.96279225456883e+001         
8.28170520091330e+005	         6.53727650071479e+001         3.96165323080867e+001         
8.28289704536483e+005	         6.53734225310387e+001         3.96051415070050e+001         
8.28408906133819e+005	         6.53740795374172e+001         3.95937501440598e+001         
8.28528124885805e+005	         6.53747360261522e+001         3.95823582208689e+001         
8.28647360794912e+005	         6.53753919971125e+001         3.95709657390517e+001         
8.28766613863607e+005	         6.53760474501672e+001         3.95595727002288e+001         
8.28885884094361e+005	         6.53767023851856e+001         3.95481791060219e+001         
8.29005171489642e+005	         6.53773568020369e+001         3.95367849580546e+001         
8.29124476051923e+005	         6.53780107005905e+001         3.95253902579514e+001         
8.29243797783672e+005	         6.53786640807160e+001         3.95139950073384e+001         
8.29363136687361e+005	         6.53793169422829e+001         3.95025992078430e+001         
8.29482492765461e+005	         6.53799692851612e+001         3.94912028610938e+001         
8.29601866020444e+005	         6.53806211092208e+001         3.94798059687211e+001         
8.29721256454782e+005	         6.53812724143316e+001         3.94684085323562e+001         
8.29840664070947e+005	         6.53819232003639e+001         3.94570105536319e+001         
8.29960088871412e+005	         6.53825734671879e+001         3.94456120341824e+001         
8.30079530858649e+005	         6.53832232146741e+001         3.94342129756433e+001         
8.30198990035133e+005	         6.53838724426930e+001         3.94228133796513e+001         
8.30318466403337e+005	         6.53845211511153e+001         3.94114132478449e+001         
8.30437959965735e+005	         6.53851693398118e+001         3.94000125818635e+001         
8.30557470724801e+005	         6.53858170086533e+001         3.93886113833480e+001         
8.30676998683010e+005	         6.53864641575111e+001         3.93772096539409e+001         
8.30796543842839e+005	         6.53871107862562e+001         3.93658073952857e+001         
8.30916106206761e+005	         6.53877568947600e+001         3.93544046090276e+001         
8.31035685777253e+005	         6.53884024828939e+001         3.93430012968128e+001         
8.31155282556792e+005	         6.53890475505294e+001         3.93315974602891e+001         
8.31274896547853e+005	         6.53896920975384e+001         3.93201931011055e+001         
8.31394527752914e+005	         6.53903361237926e+001         3.93087882209127e+001         
8.31514176174453e+005	         6.53909796291639e+001         3.92973828213623e+001         
8.31633841814946e+005	         6.53916226135245e+001         3.92859769041075e+001         
8.31753524676871e+005	         6.53922650767465e+001         3.92745704708027e+001         
8.31873224762708e+005	         6.53929070187025e+001         3.92631635231040e+001         
8.31992942074935e+005	         6.53935484392647e+001         3.92517560626685e+001         
8.32112676616031e+005	         6.53941893383059e+001         3.92403480911548e+001         
8.32232428388476e+005	         6.53948297156988e+001         3.92289396102229e+001         
8.32352197394749e+005	         6.53954695713162e+001         3.92175306215340e+001         
8.32471983637330e+005	         6.53961089050313e+001         3.92061211267508e+001         
8.32591787118700e+005	         6.53967477167170e+001         3.91947111275374e+001         
8.32711607841340e+005	         6.53973860062468e+001         3.91833006255590e+001         
8.32831445807732e+005	         6.53980237734940e+001         3.91718896224825e+001         
8.32951301020356e+005	         6.53986610183322e+001         3.91604781199758e+001         
8.33071173481694e+005	         6.53992977406351e+001         3.91490661197084e+001         
8.33191063194230e+005	         6.53999339402764e+001         3.91376536233511e+001         
8.33310970160446e+005	         6.54005696171302e+001         3.91262406325762e+001         
8.33430894382824e+005	         6.54012047710705e+001         3.91148271490569e+001         
8.33550835863848e+005	         6.54018394019715e+001         3.91034131744682e+001         
8.33670794606002e+005	         6.54024735097077e+001         3.90919987104864e+001         
8.33790770611770e+005	         6.54031070941535e+001         3.90805837587889e+001         
8.33910763883636e+005	         6.54037401551835e+001         3.90691683210548e+001         
8.34030774424086e+005	         6.54043726926726e+001         3.90577523989642e+001         
8.34150802235604e+005	         6.54050047064956e+001         3.90463359941988e+001         
8.34270847320676e+005	         6.54056361965275e+001         3.90349191084417e+001         
8.34390909681787e+005	         6.54062671626436e+001         3.90235017433770e+001         
8.34510989321425e+005	         6.54068976047193e+001         3.90120839006906e+001         
8.34631086242075e+005	         6.54075275226299e+001         3.90006655820693e+001         
8.34751200446225e+005	         6.54081569162510e+001         3.89892467892018e+001         
8.34871331936362e+005	         6.54087857854584e+001         3.89778275237777e+001         
8.34991480714973e+005	         6.54094141301281e+001         3.89664077874880e+001         
8.35111646784547e+005	         6.54100419501359e+001         3.89549875820253e+001         
8.35231830147572e+005	         6.54106692453581e+001         3.89435669090835e+001         
8.35352030806537e+005	         6.54112960156710e+001         3.89321457703576e+001         
8.35472248763931e+005	         6.54119222609511e+001         3.89207241675441e+001         
8.35592484022243e+005	         6.54125479810748e+001         3.89093021023409e+001         
8.35712736583963e+005	         6.54131731759190e+001         3.88978795764474e+001         
8.35833006451582e+005	         6.54137978453605e+001         3.88864565915640e+001         
8.35953293627589e+005	         6.54144219892763e+001         3.88750331493926e+001         
8.36073598114476e+005	         6.54150456075436e+001         3.88636092516365e+001         
8.36193919914735e+005	         6.54156687000397e+001         3.88521849000004e+001         
8.36314259030856e+005	         6.54162912666421e+001         3.88407600961902e+001         
8.36434615465332e+005	         6.54169133072283e+001         3.88293348419133e+001         
8.36554989220654e+005	         6.54175348216760e+001         3.88179091388784e+001         
8.36675380299317e+005	         6.54181558098632e+001         3.88064829887954e+001         
8.36795788703812e+005	         6.54187762716678e+001         3.87950563933758e+001         
8.36916214436633e+005	         6.54193962069681e+001         3.87836293543323e+001         
8.37036657500274e+005	         6.54200156156423e+001         3.87722018733790e+001         
8.37157117897230e+005	         6.54206344975690e+001         3.87607739522313e+001         
8.37277595629993e+005	         6.54212528526266e+001         3.87493455926060e+001         
8.37398090701060e+005	         6.54218706806940e+001         3.87379167962212e+001         
8.37518603112926e+005	         6.54224879816501e+001         3.87264875647964e+001         
8.37639132868086e+005	         6.54231047553740e+001         3.87150579000524e+001         
8.37759679969036e+005	         6.54237210017447e+001         3.87036278037115e+001         
8.37880244418273e+005	         6.54243367206417e+001         3.86921972774971e+001         
8.38000826218292e+005	         6.54249519119445e+001         3.86807663231341e+001         
8.38121425371591e+005	         6.54255665755326e+001         3.86693349423487e+001         
8.38242041880668e+005	         6.54261807112860e+001         3.86579031368685e+001         
8.38362675748020e+005	         6.54267943190845e+001         3.86464709084224e+001         
8.38483326976145e+005	         6.54274073988082e+001         3.86350382587406e+001         
8.38603995567542e+005	         6.54280199503374e+001         3.86236051895548e+001         
8.38724681524709e+005	         6.54286319735524e+001         3.86121717025979e+001         
8.38845384850145e+005	         6.54292434683339e+001         3.86007377996043e+001         
8.38966105546351e+005	         6.54298544345624e+001         3.85893034823095e+001         
8.39086843615826e+005	         6.54304648721189e+001         3.85778687524506e+001         
8.39207599061070e+005	         6.54310747808844e+001         3.85664336117658e+001         
8.39328371884583e+005	         6.54316841607399e+001         3.85549980619949e+001         
8.39449162088868e+005	         6.54322930115668e+001         3.85435621048789e+001         
8.39569969676424e+005	         6.54329013332466e+001         3.85321257421601e+001         
8.39690794649755e+005	         6.54335091256608e+001         3.85206889755824e+001         
8.39811637011361e+005	         6.54341163886913e+001         3.85092518068906e+001         
8.39932496763745e+005	         6.54347231222199e+001         3.84978142378311e+001         
8.40053373909410e+005	         6.54353293261286e+001         3.84863762701519e+001         
8.40174268450859e+005	         6.54359350002999e+001         3.84749379056019e+001         
8.40295180390596e+005	         6.54365401446160e+001         3.84634991459315e+001         
8.40416109731124e+005	         6.54371447589594e+001         3.84520599928924e+001         
8.40537056474948e+005	         6.54377488432128e+001         3.84406204482380e+001         
8.40658020624572e+005	         6.54383523972592e+001         3.84291805137225e+001         
8.40779002182501e+005	         6.54389554209815e+001         3.84177401911017e+001         
8.40900001151240e+005	         6.54395579142628e+001         3.84062994821327e+001         
8.41021017533296e+005	         6.54401598769865e+001         3.83948583885741e+001         
8.41142051331173e+005	         6.54407613090361e+001         3.83834169121856e+001         
8.41263102547379e+005	         6.54413622102952e+001         3.83719750547284e+001         
8.41384171184419e+005	         6.54419625806476e+001         3.83605328179650e+001         
8.41505257244802e+005	         6.54425624199772e+001         3.83490902036590e+001         
8.41626360731035e+005	         6.54431617281682e+001         3.83376472135759e+001         
8.41747481645625e+005	         6.54437605051047e+001         3.83262038494819e+001         
8.41868619991080e+005	         6.54443587506714e+001         3.83147601131450e+001         
8.41989775769909e+005	         6.54449564647526e+001         3.83033160063343e+001         
8.42110948984622e+005	         6.54455536472333e+001         3.82918715308203e+001         
8.42232139637727e+005	         6.54461502979983e+001         3.82804266883748e+001         
8.42353347731733e+005	         6.54467464169326e+001         3.82689814807710e+001         
8.42474573269152e+005	         6.54473420039215e+001         3.82575359097836e+001         
8.42595816252492e+005	         6.54479370588505e+001         3.82460899771881e+001         
8.42717076684266e+005	         6.54485315816050e+001         3.82346436847619e+001         
8.42838354566983e+005	         6.54491255720707e+001         3.82231970342835e+001         
8.42959649903155e+005	         6.54497190301337e+001         3.82117500275325e+001         
