Freq.	S12   v1)/S21   v1)
2.33193621622554e+005	   3.10958721109359e+001   3.88779531217200e+001    
2.33227181199636e+005	   3.10967388274240e+001   3.88702557325629e+001    
2.33260745606376e+005	   3.10976054164123e+001   3.88625574825475e+001    
2.33294314843467e+005	   3.10984718779588e+001   3.88548583716743e+001    
2.33327888911606e+005	   3.10993382121214e+001   3.88471583999436e+001    
2.33361467811487e+005	   3.11002044186747e+001   3.88394575673301e+001    
2.33395051543806e+005	   3.11010704976761e+001   3.88317558738349e+001    
2.33428640109258e+005	   3.11019364491842e+001   3.88240533194581e+001    
2.33462233508539e+005	   3.11028022729731e+001   3.88163499041749e+001    
2.33495831742345e+005	   3.11036679691008e+001   3.88086456279862e+001    
2.33529434811370e+005	   3.11045335376255e+001   3.88009404908923e+001    
2.33563042716312e+005	   3.11053989783214e+001   3.87932344928689e+001    
2.33596655457866e+005	   3.11062642912465e+001   3.87855276339167e+001    
2.33630273036728e+005	   3.11071294764588e+001   3.87778199140367e+001    
2.33663895453594e+005	   3.11079945337319e+001   3.87701113332053e+001    
2.33697522709161e+005	   3.11088594631254e+001   3.87624018914219e+001    
2.33731154804124e+005	   3.11097242646957e+001   3.87546915886890e+001    
2.33764791739181e+005	   3.11105889382181e+001   3.87469804249818e+001    
2.33798433515028e+005	   3.11114534837496e+001   3.87392684003024e+001    
2.33832080132361e+005	   3.11123179013488e+001   3.87315555146513e+001    
2.33865731591878e+005	   3.11131821907898e+001   3.87238417680051e+001    
2.33899387894274e+005	   3.11140463521305e+001   3.87161271603651e+001    
2.33933049040248e+005	   3.11149103853346e+001   3.87084116917241e+001    
2.33966715030495e+005	   3.11157742904590e+001   3.87006953620847e+001    
2.34000385865714e+005	   3.11166380672790e+001   3.86929781714223e+001    
2.34034061546602e+005	   3.11175017158521e+001   3.86852601197391e+001    
2.34067742073855e+005	   3.11183652362359e+001   3.86775412070371e+001    
2.34101427448172e+005	   3.11192286282054e+001   3.86698214332922e+001    
2.34135117670249e+005	   3.11200918918179e+001   3.86621007985073e+001    
2.34168812740785e+005	   3.11209550271311e+001   3.86543793026841e+001    
2.34202512660477e+005	   3.11218180339194e+001   3.86466569457995e+001    
2.34236217430024e+005	   3.11226809122408e+001   3.86389337278556e+001    
2.34269927050123e+005	   3.11235436620589e+001   3.86312096488458e+001    
2.34303641521471e+005	   3.11244062834306e+001   3.86234847087733e+001    
2.34337360844768e+005	   3.11252687761306e+001   3.86157589076150e+001    
2.34371085020712e+005	   3.11261311402167e+001   3.86080322453733e+001    
2.34404814050001e+005	   3.11269933757466e+001   3.86003047220508e+001    
2.34438547933332e+005	   3.11278554824948e+001   3.85925763376248e+001    
2.34472286671406e+005	   3.11287174605188e+001   3.85848470920978e+001    
2.34506030264921e+005	   3.11295793098766e+001   3.85771169854727e+001    
2.34539778714575e+005	   3.11304410303419e+001   3.85693860177276e+001    
2.34573532021067e+005	   3.11313026219733e+001   3.85616541888645e+001    
2.34607290185096e+005	   3.11321640847328e+001   3.85539214988790e+001    
2.34641053207362e+005	   3.11330254186793e+001   3.85461879477732e+001    
2.34674821088563e+005	   3.11338866235862e+001   3.85384535355258e+001    
2.34708593829399e+005	   3.11347476995117e+001   3.85307182621395e+001    
2.34742371430568e+005	   3.11356086465133e+001   3.85229821276176e+001    
2.34776153892772e+005	   3.11364694643653e+001   3.85152451319384e+001    
2.34809941216708e+005	   3.11373301531254e+001   3.85075072751051e+001    
2.34843733403077e+005	   3.11381907127563e+001   3.84997685571132e+001    
2.34877530452579e+005	   3.11390511433160e+001   3.84920289779661e+001    
2.34911332365913e+005	   3.11399114445787e+001   3.84842885376422e+001    
2.34945139143779e+005	   3.11407716166023e+001   3.84765472361448e+001    
2.34978950786878e+005	   3.11416316593496e+001   3.84688050734697e+001    
2.35012767295909e+005	   3.11424915728782e+001   3.84610620496208e+001    
2.35046588671573e+005	   3.11433513569625e+001   3.84533181645767e+001    
2.35080414914571e+005	   3.11442110116600e+001   3.84455734183412e+001    
2.35114246025602e+005	   3.11450705369335e+001   3.84378278109105e+001    
2.35148082005367e+005	   3.11459299328410e+001   3.84300813422883e+001    
2.35181922854567e+005	   3.11467891991567e+001   3.84223340124537e+001    
2.35215768573904e+005	   3.11476483359377e+001   3.84145858214112e+001    
2.35249619164076e+005	   3.11485073432423e+001   3.84068367691646e+001    
2.35283474625786e+005	   3.11493662208437e+001   3.83990868556941e+001    
2.35317334959735e+005	   3.11502249688004e+001   3.83913360810033e+001    
2.35351200166624e+005	   3.11510835870752e+001   3.83835844450886e+001    
2.35385070247154e+005	   3.11519420757251e+001   3.83758319479548e+001    
2.35418945202026e+005	   3.11528004345245e+001   3.83680785895820e+001    
2.35452825031943e+005	   3.11536586635309e+001   3.83603243699742e+001    
2.35486709737604e+005	   3.11545167627077e+001   3.83525692891282e+001    
2.35520599319714e+005	   3.11553747321124e+001   3.83448133470483e+001    
2.35554493778972e+005	   3.11562325715185e+001   3.83370565437154e+001    
2.35588393116081e+005	   3.11570902809842e+001   3.83292988791339e+001    
2.35622297331743e+005	   3.11579478604719e+001   3.83215403533009e+001    
2.35656206426660e+005	   3.11588053100391e+001   3.83137809662216e+001    
2.35690120401534e+005	   3.11596626294607e+001   3.83060207178759e+001    
2.35724039257067e+005	   3.11605198187932e+001   3.82982596082695e+001    
2.35757962993962e+005	   3.11613768780003e+001   3.82904976373991e+001    
2.35791891612922e+005	   3.11622338070444e+001   3.82827348052624e+001    
2.35825825114649e+005	   3.11630906059831e+001   3.82749711118644e+001    
2.35859763499845e+005	   3.11639472745907e+001   3.82672065571862e+001    
2.35893706769214e+005	   3.11648038129246e+001   3.82594411412331e+001    
2.35927654923458e+005	   3.11656602209474e+001   3.82516748640027e+001    
2.35961607963280e+005	   3.11665164987165e+001   3.82439077255011e+001    
2.35995565889383e+005	   3.11673726460065e+001   3.82361397257087e+001    
2.36029528702472e+005	   3.11682286628747e+001   3.82283708646316e+001    
2.36063496403248e+005	   3.11690845492832e+001   3.82206011422685e+001    
2.36097468992415e+005	   3.11699403052902e+001   3.82128305586240e+001    
2.36131446470678e+005	   3.11707959306696e+001   3.82050591136803e+001    
2.36165428838738e+005	   3.11716514254786e+001   3.81972868074437e+001    
2.36199416097301e+005	   3.11725067896802e+001   3.81895136399116e+001    
2.36233408247070e+005	   3.11733620232369e+001   3.81817396110831e+001    
2.36267405288749e+005	   3.11742171262068e+001   3.81739647209636e+001    
2.36301407223041e+005	   3.11750720983633e+001   3.81661889695357e+001    
2.36335414050651e+005	   3.11759269397638e+001   3.81584123568055e+001    
2.36369425772284e+005	   3.11767816503712e+001   3.81506348827717e+001    
2.36403442388643e+005	   3.11776362301489e+001   3.81428565474322e+001    
2.36437463900433e+005	   3.11784906791530e+001   3.81350773507948e+001    
2.36471490308358e+005	   3.11793449971584e+001   3.81272972928409e+001    
2.36505521613123e+005	   3.11801991842227e+001   3.81195163735771e+001    
2.36539557815433e+005	   3.11810532403077e+001   3.81117345930033e+001    
2.36573598915993e+005	   3.11819071653767e+001   3.81039519511178e+001    
2.36607644915507e+005	   3.11827609594871e+001   3.80961684479277e+001    
2.36641695814681e+005	   3.11836146224128e+001   3.80883840834155e+001    
2.36675751614219e+005	   3.11844681542111e+001   3.80805988575885e+001    
2.36709812314827e+005	   3.11853215548446e+001   3.80728127704462e+001    
2.36743877917210e+005	   3.11861748242760e+001   3.80650258219876e+001    
2.36777948422074e+005	   3.11870279625629e+001   3.80572380122201e+001    
2.36812023830124e+005	   3.11878809694789e+001   3.80494493411270e+001    
2.36846104142066e+005	   3.11887338450813e+001   3.80416598087159e+001    
2.36880189358606e+005	   3.11895865893331e+001   3.80338694149858e+001    
2.36914279480448e+005	   3.11904392021967e+001   3.80260781599370e+001    
2.36948374508300e+005	   3.11912916837295e+001   3.80182860435772e+001    
2.36982474442868e+005	   3.11921440337053e+001   3.80104930658896e+001    
2.37016579284856e+005	   3.11929962521816e+001   3.80026992268819e+001    
2.37050689034973e+005	   3.11938483391207e+001   3.79949045265549e+001    
2.37084803693923e+005	   3.11947002944853e+001   3.79871089649081e+001    
2.37118923262414e+005	   3.11955521183328e+001   3.79793125419498e+001    
2.37153047741152e+005	   3.11964038104370e+001   3.79715152576635e+001    
2.37187177130844e+005	   3.11972553708551e+001   3.79637171120581e+001    
2.37221311432196e+005	   3.11981067995499e+001   3.79559181051334e+001    
2.37255450645915e+005	   3.11989580964837e+001   3.79481182368903e+001    
2.37289594772709e+005	   3.11998092616199e+001   3.79403175073285e+001    
2.37323743813284e+005	   3.12006602950144e+001   3.79325159164576e+001    
2.37357897768347e+005	   3.12015111964423e+001   3.79247134642611e+001    
2.37392056638606e+005	   3.12023619659597e+001   3.79169101507486e+001    
2.37426220424768e+005	   3.12032126035304e+001   3.79091059759197e+001    
2.37460389127541e+005	   3.12040631091160e+001   3.79013009397762e+001    
2.37494562747632e+005	   3.12049134826793e+001   3.78934950423190e+001    
2.37528741285748e+005	   3.12057637242779e+001   3.78856882835565e+001    
2.37562924742598e+005	   3.12066138336852e+001   3.78778806634742e+001    
2.37597113118890e+005	   3.12074638109582e+001   3.78700721820811e+001    
2.37631306415331e+005	   3.12083136560600e+001   3.78622628393780e+001    
2.37665504632629e+005	   3.12091633689528e+001   3.78544526353667e+001    
2.37699707771493e+005	   3.12100129495995e+001   3.78466415700482e+001    
2.37733915832631e+005	   3.12108623980564e+001   3.78388296434327e+001    
2.37768128816751e+005	   3.12117117140980e+001   3.78310168555050e+001    
2.37802346724561e+005	   3.12125608977814e+001   3.78232032062743e+001    
2.37836569556771e+005	   3.12134099490685e+001   3.78153886957433e+001    
2.37870797314089e+005	   3.12142588679225e+001   3.78075733239129e+001    
2.37905029997224e+005	   3.12151076543057e+001   3.77997570907854e+001    
2.37939267606885e+005	   3.12159563082751e+001   3.77919399963704e+001    
2.37973510143780e+005	   3.12168048296044e+001   3.77841220406542e+001    
2.38007757608619e+005	   3.12176532183505e+001   3.77763032236466e+001    
2.38042010002111e+005	   3.12185014744763e+001   3.77684835453495e+001    
2.38076267324966e+005	   3.12193495979442e+001   3.77606630057654e+001    
2.38110529577892e+005	   3.12201975887164e+001   3.77528416048966e+001    
2.38144796761599e+005	   3.12210454467557e+001   3.77450193427453e+001    
2.38179068876797e+005	   3.12218931721191e+001   3.77371962193220e+001    
2.38213345924195e+005	   3.12227407645802e+001   3.77293722346131e+001    
2.38247627904504e+005	   3.12235882241956e+001   3.77215473886297e+001    
2.38281914818433e+005	   3.12244355509285e+001   3.77137216813736e+001    
2.38316206666692e+005	   3.12252827447410e+001   3.77058951128479e+001    
2.38350503449991e+005	   3.12261298055951e+001   3.76980676830558e+001    
2.38384805169041e+005	   3.12269767334543e+001   3.76902393919995e+001    
2.38419111824552e+005	   3.12278235282801e+001   3.76824102396828e+001    
2.38453423417234e+005	   3.12286701901304e+001   3.76745802261157e+001    
2.38487739947798e+005	   3.12295167187774e+001   3.76667493512866e+001    
2.38522061416954e+005	   3.12303631142797e+001   3.76589176152052e+001    
2.38556387825413e+005	   3.12312093765985e+001   3.76510850178759e+001    
2.38590719173887e+005	   3.12320555056969e+001   3.76432515593015e+001    
2.38625055463085e+005	   3.12329015015366e+001   3.76354172394860e+001    
2.38659396693719e+005	   3.12337473640804e+001   3.76275820584326e+001    
2.38693742866501e+005	   3.12345930932915e+001   3.76197460161442e+001    
2.38728093982141e+005	   3.12354386892252e+001   3.76119091126337e+001    
2.38762450041350e+005	   3.12362841516565e+001   3.76040713478879e+001    
2.38796811044840e+005	   3.12371294806415e+001   3.75962327219188e+001    
2.38831176993323e+005	   3.12379746761429e+001   3.75883932347305e+001    
2.38865547887511e+005	   3.12388197381225e+001   3.75805528863271e+001    
2.38899923728114e+005	   3.12396646665437e+001   3.75727116767120e+001    
2.38934304515846e+005	   3.12405094613676e+001   3.75648696058902e+001    
2.38968690251417e+005	   3.12413541225579e+001   3.75570266738649e+001    
2.39003080935540e+005	   3.12421986500761e+001   3.75491828806413e+001    
2.39037476568927e+005	   3.12430430439791e+001   3.75413382262312e+001    
2.39071877152291e+005	   3.12438873040401e+001   3.75334927106237e+001    
2.39106282686343e+005	   3.12447314303171e+001   3.75256463338301e+001    
2.39140693171796e+005	   3.12455754227712e+001   3.75177990958561e+001    
2.39175108609363e+005	   3.12464192813654e+001   3.75099509967058e+001    
2.39209528999757e+005	   3.12472630060616e+001   3.75021020363842e+001    
2.39243954343690e+005	   3.12481065968221e+001   3.74942522148962e+001    
2.39278384641875e+005	   3.12489500536093e+001   3.74864015322467e+001    
2.39312819895025e+005	   3.12497933763860e+001   3.74785499884403e+001    
2.39347260103853e+005	   3.12506365651140e+001   3.74706975834822e+001    
2.39381705269072e+005	   3.12514796197559e+001   3.74628443173775e+001    
2.39416155391396e+005	   3.12523225403681e+001   3.74549901901396e+001    
2.39450610471538e+005	   3.12531653267241e+001   3.74471352017577e+001    
2.39485070510211e+005	   3.12540079788807e+001   3.74392793522452e+001    
2.39519535508130e+005	   3.12548504968001e+001   3.74314226416076e+001    
2.39554005466007e+005	   3.12556928804447e+001   3.74235650698503e+001    
2.39588480384557e+005	   3.12565351297765e+001   3.74157066369790e+001    
2.39622960264494e+005	   3.12573772447579e+001   3.74078473429993e+001    
2.39657445106531e+005	   3.12582192253513e+001   3.73999871879169e+001    
2.39691934911382e+005	   3.12590610715183e+001   3.73921261717383e+001    
2.39726429679763e+005	   3.12599027832224e+001   3.73842642944681e+001    
2.39760929412386e+005	   3.12607443604244e+001   3.73764015561136e+001    
2.39795434109967e+005	   3.12615858030874e+001   3.73685379566800e+001    
2.39829943773221e+005	   3.12624271112673e+001   3.73606734961821e+001    
2.39864458402861e+005	   3.12632682847387e+001   3.73528081746093e+001    
2.39898977999602e+005	   3.12641093235570e+001   3.73449419919768e+001    
2.39933502564160e+005	   3.12649502276847e+001   3.73370749482907e+001    
2.39968032097249e+005	   3.12657909970845e+001   3.73292070435572e+001    
2.40002566599584e+005	   3.12666316317183e+001   3.73213382777827e+001    
2.40037106071880e+005	   3.12674721315480e+001   3.73134686509745e+001    
2.40071650514853e+005	   3.12683124965357e+001   3.73055981631391e+001    
2.40106199929218e+005	   3.12691527266445e+001   3.72977268142825e+001    
2.40140754315691e+005	   3.12699928218352e+001   3.72898546044128e+001    
2.40175313674986e+005	   3.12708327820712e+001   3.72819815335357e+001    
2.40209878007820e+005	   3.12716726073137e+001   3.72741076016594e+001    
2.40244447314909e+005	   3.12725122975254e+001   3.72662328087901e+001    
2.40279021596967e+005	   3.12733518526677e+001   3.72583571549358e+001    
2.40313600854712e+005	   3.12741912727039e+001   3.72504806401028e+001    
2.40348185088859e+005	   3.12750305575951e+001   3.72426032642991e+001    
2.40382774300125e+005	   3.12758697073039e+001   3.72347250275318e+001    
2.40417368489225e+005	   3.12767087218865e+001   3.72268459298164e+001    
2.40451967656876e+005	   3.12775476011167e+001   3.72189659711446e+001    
2.40486571803795e+005	   3.12783863449558e+001   3.72110851515247e+001    
2.40521180930698e+005	   3.12792249535557e+001   3.72032034709789e+001    
2.40555795038302e+005	   3.12800634267833e+001   3.71953209295082e+001    
2.40590414127324e+005	   3.12809017646009e+001   3.71874375271202e+001    
2.40625038198479e+005	   3.12817399669705e+001   3.71795532638229e+001    
2.40659667252487e+005	   3.12825780338545e+001   3.71716681396238e+001    
2.40694301290063e+005	   3.12834159652143e+001   3.71637821545320e+001    
2.40728940311925e+005	   3.12842537610126e+001   3.71558953085550e+001    
2.40763584318790e+005	   3.12850914212109e+001   3.71480076017015e+001    
2.40798233311375e+005	   3.12859289457717e+001   3.71401190339795e+001    
2.40832887290398e+005	   3.12867663346569e+001   3.71322296053974e+001    
2.40867546256577e+005	   3.12876035878281e+001   3.71243393159644e+001    
2.40902210210630e+005	   3.12884407052479e+001   3.71164481656885e+001    
2.40936879153273e+005	   3.12892776868782e+001   3.71085561545782e+001    
2.40971553085226e+005	   3.12901145326809e+001   3.71006632826428e+001    
2.41006232007205e+005	   3.12909512426179e+001   3.70927695498907e+001    
2.41040915919930e+005	   3.12917878166512e+001   3.70848749563313e+001    
2.41075604824119e+005	   3.12926242547430e+001   3.70769795019733e+001    
2.41110298720489e+005	   3.12934605568549e+001   3.70690831868259e+001    
2.41144997609759e+005	   3.12942967229495e+001   3.70611860108979e+001    
2.41179701492648e+005	   3.12951327529878e+001   3.70532879741992e+001    
2.41214410369875e+005	   3.12959686469327e+001   3.70453890767386e+001    
2.41249124242158e+005	   3.12968044047459e+001   3.70374893185256e+001    
2.41283843110216e+005	   3.12976400263890e+001   3.70295886995699e+001    
2.41318566974767e+005	   3.12984755118244e+001   3.70216872198806e+001    
2.41353295836532e+005	   3.12993108610133e+001   3.70137848794683e+001    
2.41388029696229e+005	   3.13001460739190e+001   3.70058816783413e+001    
2.41422768554578e+005	   3.13009811505020e+001   3.69979776165106e+001    
2.41457512412297e+005	   3.13018160907247e+001   3.69900726939857e+001    
2.41492261270107e+005	   3.13026508945494e+001   3.69821669107763e+001    
2.41527015128727e+005	   3.13034855619375e+001   3.69742602668928e+001    
2.41561773988876e+005	   3.13043200928513e+001   3.69663527623451e+001    
2.41596537851274e+005	   3.13051544872521e+001   3.69584443971438e+001    
2.41631306716642e+005	   3.13059887451023e+001   3.69505351712988e+001    
2.41666080585699e+005	   3.13068228663639e+001   3.69426250848203e+001    
2.41700859459166e+005	   3.13076568509982e+001   3.69347141377193e+001    
2.41735643337762e+005	   3.13084906989676e+001   3.69268023300059e+001    
2.41770432222208e+005	   3.13093244102340e+001   3.69188896616905e+001    
2.41805226113224e+005	   3.13101579847584e+001   3.69109761327848e+001    
2.41840025011531e+005	   3.13109914225035e+001   3.69030617432986e+001    
2.41874828917849e+005	   3.13118247234311e+001   3.68951464932429e+001    
2.41909637832899e+005	   3.13126578875023e+001   3.68872303826293e+001    
2.41944451757402e+005	   3.13134909146799e+001   3.68793134114678e+001    
2.41979270692079e+005	   3.13143238049254e+001   3.68713955797700e+001    
2.42014094637651e+005	   3.13151565582000e+001   3.68634768875475e+001    
2.42048923594839e+005	   3.13159891744666e+001   3.68555573348105e+001    
2.42083757564364e+005	   3.13168216536859e+001   3.68476369215714e+001    
2.42118596546948e+005	   3.13176539958204e+001   3.68397156478412e+001    
2.42153440543312e+005	   3.13184862008316e+001   3.68317935136313e+001    
2.42188289554177e+005	   3.13193182686817e+001   3.68238705189530e+001    
2.42223143580266e+005	   3.13201501993319e+001   3.68159466638187e+001    
2.42258002622299e+005	   3.13209819927446e+001   3.68080219482393e+001    
2.42292866681000e+005	   3.13218136488811e+001   3.68000963722273e+001    
2.42327735757089e+005	   3.13226451677027e+001   3.67921699357949e+001    
2.42362609851289e+005	   3.13234765491723e+001   3.67842426389530e+001    
2.42397488964322e+005	   3.13243077932511e+001   3.67763144817142e+001    
2.42432373096911e+005	   3.13251388999006e+001   3.67683854640910e+001    
2.42467262249777e+005	   3.13259698690831e+001   3.67604555860948e+001    
2.42502156423643e+005	   3.13268007007597e+001   3.67525248477388e+001    
2.42537055619232e+005	   3.13276313948926e+001   3.67445932490348e+001    
2.42571959837267e+005	   3.13284619514432e+001   3.67366607899956e+001    
2.42606869078469e+005	   3.13292923703734e+001   3.67287274706337e+001    
2.42641783343563e+005	   3.13301226516451e+001   3.67207932909614e+001    
2.42676702633271e+005	   3.13309527951250e+001   3.67128582509846e+001    
2.42711626948316e+005	   3.13317828009643e+001   3.67049223507303e+001    
2.42746556289422e+005	   3.13326126690298e+001   3.66969855902043e+001    
2.42781490657312e+005	   3.13334423992834e+001   3.66890479694196e+001    
2.42816430052709e+005	   3.13342719916867e+001   3.66811094883891e+001    
2.42851374476336e+005	   3.13351014462013e+001   3.66731701471263e+001    
2.42886323928918e+005	   3.13359307627889e+001   3.66652299456439e+001    
2.42921278411178e+005	   3.13367599414112e+001   3.66572888839555e+001    
2.42956237923840e+005	   3.13375889820302e+001   3.66493469620742e+001    
2.42991202467627e+005	   3.13384178846071e+001   3.66414041800134e+001    
2.43026172043265e+005	   3.13392466491038e+001   3.66334605377869e+001    
2.43061146651476e+005	   3.13400752754813e+001   3.66255160354088e+001    
2.43096126292986e+005	   3.13409037637021e+001   3.66175706728918e+001    
2.43131110968519e+005	   3.13417321137271e+001   3.66096244502505e+001    
2.43166100678799e+005	   3.13425603255187e+001   3.66016773674980e+001    
2.43201095424550e+005	   3.13433883990378e+001   3.65937294246490e+001    
2.43236095206498e+005	   3.13442163342467e+001   3.65857806217168e+001    
2.43271100025367e+005	   3.13450441310117e+001   3.65778309587087e+001    
2.43306109881882e+005	   3.13458717894837e+001   3.65698804356537e+001    
2.43341124776767e+005	   3.13466993095301e+001   3.65619290525582e+001    
2.43376144710749e+005	   3.13475266911121e+001   3.65539768094369e+001    
2.43411169684553e+005	   3.13483539341916e+001   3.65460237063039e+001    
2.43446199698902e+005	   3.13491810387296e+001   3.65380697431746e+001    
2.43481234754524e+005	   3.13500080046881e+001   3.65301149200627e+001    
2.43516274852143e+005	   3.13508348320286e+001   3.65221592369833e+001    
2.43551319992486e+005	   3.13516615207131e+001   3.65142026939506e+001    
2.43586370176277e+005	   3.13524880707022e+001   3.65062452909805e+001    
2.43621425404243e+005	   3.13533144819583e+001   3.64982870280867e+001    
2.43656485677109e+005	   3.13541407544424e+001   3.64903279052853e+001    
2.43691550995602e+005	   3.13549668881164e+001   3.64823679225906e+001    
2.43726621360447e+005	   3.13557928828470e+001   3.64744070800109e+001    
2.43761696772371e+005	   3.13566187387847e+001   3.64664453775763e+001    
2.43796777232101e+005	   3.13574444557968e+001   3.64584828152944e+001    
2.43831862740362e+005	   3.13582700338447e+001   3.64505193931805e+001    
2.43866953297882e+005	   3.13590954728897e+001   3.64425551112507e+001    
2.43902048905387e+005	   3.13599207728935e+001   3.64345899695202e+001    
2.43937149563603e+005	   3.13607459338176e+001   3.64266239680046e+001    
2.43972255273258e+005	   3.13615709556231e+001   3.64186571067203e+001    
2.44007366035078e+005	   3.13623958382721e+001   3.64106893856822e+001    
2.44042481849791e+005	   3.13632205817254e+001   3.64027208049073e+001    
2.44077602718123e+005	   3.13640451858509e+001   3.63947513644029e+001    
2.44112728640803e+005	   3.13648696507981e+001   3.63867810642009e+001    
2.44147859618557e+005	   3.13656939764343e+001   3.63788099043099e+001    
2.44182995652113e+005	   3.13665181627207e+001   3.63708378847462e+001    
2.44218136742198e+005	   3.13673422096193e+001   3.63628650055257e+001    
2.44253282889540e+005	   3.13681661170916e+001   3.63548912666648e+001    
2.44288434094868e+005	   3.13689898850980e+001   3.63469166681810e+001    
2.44323590358908e+005	   3.13698135136010e+001   3.63389412100898e+001    
2.44358751682390e+005	   3.13706370025615e+001   3.63309648924083e+001    
2.44393918066040e+005	   3.13714603518466e+001   3.63229877151461e+001    
2.44429089510588e+005	   3.13722835616062e+001   3.63150096783347e+001    
2.44464266016761e+005	   3.13731066317080e+001   3.63070307819833e+001    
2.44499447585289e+005	   3.13739295621128e+001   3.62990510261091e+001    
2.44534634216899e+005	   3.13747523527823e+001   3.62910704107293e+001    
2.44569825912320e+005	   3.13755750036776e+001   3.62830889358612e+001    
2.44605022672281e+005	   3.13763975147603e+001   3.62751066015217e+001    
2.44640224497511e+005	   3.13772198859918e+001   3.62671234077282e+001    
2.44675431388739e+005	   3.13780421172390e+001   3.62591393544912e+001    
2.44710643346693e+005	   3.13788642086520e+001   3.62511544418425e+001    
2.44745860372104e+005	   3.13796861600974e+001   3.62431686697928e+001    
2.44781082465699e+005	   3.13805079715375e+001   3.62351820383587e+001    
2.44816309628210e+005	   3.13813296429328e+001   3.62271945475592e+001    
2.44851541860364e+005	   3.13821511742448e+001   3.62192061974117e+001    
2.44886779162893e+005	   3.13829725654350e+001   3.62112169879340e+001    
2.44922021536524e+005	   3.13837938163701e+001   3.62032269191371e+001    
2.44957268981989e+005	   3.13846149272005e+001   3.61952359910534e+001    
2.44992521500017e+005	   3.13854358977930e+001   3.61872442036937e+001    
2.45027779091338e+005	   3.13862567281085e+001   3.61792515570770e+001    
2.45063041756683e+005	   3.13870774181089e+001   3.61712580512208e+001    
2.45098309496781e+005	   3.13878979677554e+001   3.61632636861437e+001    
2.45133582312362e+005	   3.13887183770091e+001   3.61552684618644e+001    
2.45168860204158e+005	   3.13895386457369e+001   3.61472723783945e+001    
2.45204143172899e+005	   3.13903587740887e+001   3.61392754357670e+001    
2.45239431219314e+005	   3.13911787619317e+001   3.61312776339932e+001    
2.45274724344136e+005	   3.13919986092271e+001   3.61232789730920e+001    
2.45310022548095e+005	   3.13928183159361e+001   3.61152794530826e+001    
2.45345325831922e+005	   3.13936378820199e+001   3.61072790739838e+001    
2.45380634196348e+005	   3.13944573074396e+001   3.60992778358150e+001    
2.45415947642104e+005	   3.13952765920624e+001   3.60912757385879e+001    
2.45451266169922e+005	   3.13960957360381e+001   3.60832727823362e+001    
2.45486589780532e+005	   3.13969147392337e+001   3.60752689670721e+001    
2.45521918474666e+005	   3.13977336016102e+001   3.60672642928153e+001    
2.45557252253057e+005	   3.13985523231290e+001   3.60592587595850e+001    
2.45592591116434e+005	   3.13993709037513e+001   3.60512523674008e+001    
2.45627935065532e+005	   3.14001893433436e+001   3.60432451162758e+001    
2.45663284101080e+005	   3.14010076420564e+001   3.60352370062433e+001    
2.45698638223812e+005	   3.14018257997559e+001   3.60272280373169e+001    
2.45733997434459e+005	   3.14026438164040e+001   3.60192182095156e+001    
2.45769361733753e+005	   3.14034616919613e+001   3.60112075228602e+001    
2.45804731122428e+005	   3.14042794262952e+001   3.60031959773630e+001    
2.45840105601214e+005	   3.14050970195550e+001   3.59951835730590e+001    
2.45875485170846e+005	   3.14059144716075e+001   3.59871703099618e+001    
2.45910869832055e+005	   3.14067317824142e+001   3.59791561880909e+001    
2.45946259585574e+005	   3.14075489519359e+001   3.59711412074676e+001    
2.45981654432137e+005	   3.14083659801344e+001   3.59631253681113e+001    
2.46017054372475e+005	   3.14091828668758e+001   3.59551086700365e+001    
2.46052459407323e+005	   3.14099996123106e+001   3.59470911132776e+001    
2.46087869537413e+005	   3.14108162163051e+001   3.59390726978485e+001    
2.46123284763478e+005	   3.14116326788200e+001   3.59310534237707e+001    
2.46158705086252e+005	   3.14124489998174e+001   3.59230332910642e+001    
2.46194130506469e+005	   3.14132651791634e+001   3.59150122997438e+001    
2.46229561024862e+005	   3.14140812170080e+001   3.59069904498441e+001    
2.46264996642164e+005	   3.14148971132183e+001   3.58989677413793e+001    
2.46300437359110e+005	   3.14157128677548e+001   3.58909441743715e+001    
2.46335883176433e+005	   3.14165284805792e+001   3.58829197488411e+001    
2.46371334094867e+005	   3.14173439515576e+001   3.58748944648033e+001    
2.46406790115147e+005	   3.14181592808398e+001   3.58668683222940e+001    
2.46442251238007e+005	   3.14189744682931e+001   3.58588413213269e+001    
2.46477717464181e+005	   3.14197895138785e+001   3.58508134619239e+001    
2.46513188794403e+005	   3.14206044175565e+001   3.58427847441076e+001    
2.46548665229409e+005	   3.14214191791943e+001   3.58347551678920e+001    
2.46584146769932e+005	   3.14222337989414e+001   3.58267247333139e+001    
2.46619633416707e+005	   3.14230482766646e+001   3.58186934403881e+001    
2.46655125170470e+005	   3.14238626123250e+001   3.58106612891366e+001    
2.46690622031955e+005	   3.14246768058837e+001   3.58026282795815e+001    
2.46726124001897e+005	   3.14254908572067e+001   3.57945944117390e+001    
2.46761631081031e+005	   3.14263047664446e+001   3.57865596856448e+001    
2.46797143270094e+005	   3.14271185334639e+001   3.57785241013144e+001    
2.46832660569820e+005	   3.14279321582255e+001   3.57704876587704e+001    
2.46868182980944e+005	   3.14287456405961e+001   3.57624503580287e+001    
2.46903710504202e+005	   3.14295589807249e+001   3.57544121991265e+001    
2.46939243140331e+005	   3.14303721784788e+001   3.57463731820794e+001    
