Freq.	1/S21       v1)
3.48351972049062e+004	       6.09521493603194e+001       -1.08189291046646e+002       
3.48402104401638e+004	       6.09561885629695e+001       -1.08191068802244e+002       
3.48452243968909e+004	       6.09602277703250e+001       -1.08192847047637e+002       
3.48502390751911e+004	       6.09642669824253e+001       -1.08194625782927e+002       
3.48552544751683e+004	       6.09683061993098e+001       -1.08196405008215e+002       
3.48602705969265e+004	       6.09723454210181e+001       -1.08198184723603e+002       
3.48652874405694e+004	       6.09763846475894e+001       -1.08199964929191e+002       
3.48703050062010e+004	       6.09804238790634e+001       -1.08201745625082e+002       
3.48753232939251e+004	       6.09844631154794e+001       -1.08203526811378e+002       
3.48803423038457e+004	       6.09885023568770e+001       -1.08205308488180e+002       
3.48853620360668e+004	       6.09925416032956e+001       -1.08207090655590e+002       
3.48903824906922e+004	       6.09965808547747e+001       -1.08208873313710e+002       
3.48954036678260e+004	       6.10006201113539e+001       -1.08210656462642e+002       
3.49004255675720e+004	       6.10046593730727e+001       -1.08212440102489e+002       
3.49054481900344e+004	       6.10086986399707e+001       -1.08214224233353e+002       
3.49104715353170e+004	       6.10127379120873e+001       -1.08216008855337e+002       
3.49154956035240e+004	       6.10167771894622e+001       -1.08217793968542e+002       
3.49205203947594e+004	       6.10208164721349e+001       -1.08219579573072e+002       
3.49255459091272e+004	       6.10248557601451e+001       -1.08221365669029e+002       
3.49305721467315e+004	       6.10288950535323e+001       -1.08223152256516e+002       
3.49355991076764e+004	       6.10329343523361e+001       -1.08224939335636e+002       
3.49406267920659e+004	       6.10369736565962e+001       -1.08226726906492e+002       
3.49456552000042e+004	       6.10410129663522e+001       -1.08228514969188e+002       
3.49506843315954e+004	       6.10450522816438e+001       -1.08230303523826e+002       
3.49557141869437e+004	       6.10490916025106e+001       -1.08232092570511e+002       
3.49607447661532e+004	       6.10531309289922e+001       -1.08233882109344e+002       
3.49657760693281e+004	       6.10571702611285e+001       -1.08235672140431e+002       
3.49708080965726e+004	       6.10612095989590e+001       -1.08237462663874e+002       
3.49758408479908e+004	       6.10652489425236e+001       -1.08239253679777e+002       
3.49808743236871e+004	       6.10692882918618e+001       -1.08241045188245e+002       
3.49859085237656e+004	       6.10733276470135e+001       -1.08242837189381e+002       
3.49909434483305e+004	       6.10773670080183e+001       -1.08244629683290e+002       
3.49959790974862e+004	       6.10814063749161e+001       -1.08246422670075e+002       
3.50010154713369e+004	       6.10854457477467e+001       -1.08248216149840e+002       
3.50060525699869e+004	       6.10894851265497e+001       -1.08250010122691e+002       
3.50110903935406e+004	       6.10935245113650e+001       -1.08251804588732e+002       
3.50161289421022e+004	       6.10975639022325e+001       -1.08253599548067e+002       
3.50211682157760e+004	       6.11016032991918e+001       -1.08255395000801e+002       
3.50262082146665e+004	       6.11056427022830e+001       -1.08257190947039e+002       
3.50312489388780e+004	       6.11096821115457e+001       -1.08258987386886e+002       
3.50362903885149e+004	       6.11137215270199e+001       -1.08260784320447e+002       
3.50413325636816e+004	       6.11177609487454e+001       -1.08262581747826e+002       
3.50463754644825e+004	       6.11218003767621e+001       -1.08264379669130e+002       
3.50514190910219e+004	       6.11258398111099e+001       -1.08266178084463e+002       
3.50564634434045e+004	       6.11298792518287e+001       -1.08267976993931e+002       
3.50615085217346e+004	       6.11339186989585e+001       -1.08269776397640e+002       
3.50665543261167e+004	       6.11379581525391e+001       -1.08271576295695e+002       
3.50716008566552e+004	       6.11419976126105e+001       -1.08273376688202e+002       
3.50766481134548e+004	       6.11460370792127e+001       -1.08275177575266e+002       
3.50816960966199e+004	       6.11500765523856e+001       -1.08276978956995e+002       
3.50867448062550e+004	       6.11541160321692e+001       -1.08278780833493e+002       
3.50917942424647e+004	       6.11581555186035e+001       -1.08280583204867e+002       
3.50968444053535e+004	       6.11621950117286e+001       -1.08282386071224e+002       
3.51018952950261e+004	       6.11662345115843e+001       -1.08284189432669e+002       
3.51069469115870e+004	       6.11702740182108e+001       -1.08285993289309e+002       
3.51119992551409e+004	       6.11743135316481e+001       -1.08287797641252e+002       
3.51170523257923e+004	       6.11783530519363e+001       -1.08289602488603e+002       
3.51221061236459e+004	       6.11823925791153e+001       -1.08291407831469e+002       
3.51271606488063e+004	       6.11864321132254e+001       -1.08293213669958e+002       
3.51322159013783e+004	       6.11904716543066e+001       -1.08295020004176e+002       
3.51372718814665e+004	       6.11945112023990e+001       -1.08296826834230e+002       
3.51423285891756e+004	       6.11985507575427e+001       -1.08298634160228e+002       
3.51473860246103e+004	       6.12025903197779e+001       -1.08300441982277e+002       
3.51524441878753e+004	       6.12066298891447e+001       -1.08302250300485e+002       
3.51575030790755e+004	       6.12106694656832e+001       -1.08304059114959e+002       
3.51625626983155e+004	       6.12147090494337e+001       -1.08305868425807e+002       
3.51676230457001e+004	       6.12187486404363e+001       -1.08307678233137e+002       
3.51726841213341e+004	       6.12227882387312e+001       -1.08309488537056e+002       
3.51777459253223e+004	       6.12268278443586e+001       -1.08311299337673e+002       
3.51828084577696e+004	       6.12308674573588e+001       -1.08313110635095e+002       
3.51878717187807e+004	       6.12349070777719e+001       -1.08314922429431e+002       
3.51929357084606e+004	       6.12389467056383e+001       -1.08316734720790e+002       
3.51980004269141e+004	       6.12429863409982e+001       -1.08318547509279e+002       
3.52030658742460e+004	       6.12470259838918e+001       -1.08320360795007e+002       
3.52081320505613e+004	       6.12510656343595e+001       -1.08322174578084e+002       
3.52131989559649e+004	       6.12551052924415e+001       -1.08323988858617e+002       
3.52182665905616e+004	       6.12591449581782e+001       -1.08325803636715e+002       
3.52233349544565e+004	       6.12631846316099e+001       -1.08327618912488e+002       
3.52284040477545e+004	       6.12672243127768e+001       -1.08329434686045e+002       
3.52334738705605e+004	       6.12712640017195e+001       -1.08331250957495e+002       
3.52385444229796e+004	       6.12753036984782e+001       -1.08333067726947e+002       
3.52436157051168e+004	       6.12793434030933e+001       -1.08334884994510e+002       
3.52486877170770e+004	       6.12833831156053e+001       -1.08336702760295e+002       
3.52537604589653e+004	       6.12874228360544e+001       -1.08338521024410e+002       
3.52588339308867e+004	       6.12914625644812e+001       -1.08340339786966e+002       
3.52639081329464e+004	       6.12955023009260e+001       -1.08342159048072e+002       
3.52689830652493e+004	       6.12995420454294e+001       -1.08343978807839e+002       
3.52740587279006e+004	       6.13035817980317e+001       -1.08345799066377e+002       
3.52791351210054e+004	       6.13076215587734e+001       -1.08347619823795e+002       
3.52842122446688e+004	       6.13116613276951e+001       -1.08349441080204e+002       
3.52892900989959e+004	       6.13157011048371e+001       -1.08351262835714e+002       
3.52943686840919e+004	       6.13197408902401e+001       -1.08353085090437e+002       
3.52994480000620e+004	       6.13237806839446e+001       -1.08354907844482e+002       
3.53045280470113e+004	       6.13278204859910e+001       -1.08356731097961e+002       
3.53096088250450e+004	       6.13318602964199e+001       -1.08358554850984e+002       
3.53146903342684e+004	       6.13359001152720e+001       -1.08360379103662e+002       
3.53197725747867e+004	       6.13399399425877e+001       -1.08362203856107e+002       
3.53248555467051e+004	       6.13439797784076e+001       -1.08364029108429e+002       
3.53299392501288e+004	       6.13480196227725e+001       -1.08365854860741e+002       
3.53350236851632e+004	       6.13520594757228e+001       -1.08367681113152e+002       
3.53401088519136e+004	       6.13560993372992e+001       -1.08369507865776e+002       
3.53451947504851e+004	       6.13601392075424e+001       -1.08371335118723e+002       
3.53502813809833e+004	       6.13641790864930e+001       -1.08373162872105e+002       
3.53553687435133e+004	       6.13682189741917e+001       -1.08374991126035e+002       
3.53604568381806e+004	       6.13722588706792e+001       -1.08376819880624e+002       
3.53655456650905e+004	       6.13762987759961e+001       -1.08378649135984e+002       
3.53706352243484e+004	       6.13803386901832e+001       -1.08380478892228e+002       
3.53757255160596e+004	       6.13843786132812e+001       -1.08382309149468e+002       
3.53808165403296e+004	       6.13884185453309e+001       -1.08384139907816e+002       
3.53859082972639e+004	       6.13924584863729e+001       -1.08385971167385e+002       
3.53910007869678e+004	       6.13964984364481e+001       -1.08387802928288e+002       
3.53960940095468e+004	       6.14005383955973e+001       -1.08389635190637e+002       
3.54011879651064e+004	       6.14045783638611e+001       -1.08391467954546e+002       
3.54062826537521e+004	       6.14086183412806e+001       -1.08393301220127e+002       
3.54113780755893e+004	       6.14126583278964e+001       -1.08395134987493e+002       
3.54164742307236e+004	       6.14166983237494e+001       -1.08396969256759e+002       
3.54215711192605e+004	       6.14207383288804e+001       -1.08398804028036e+002       
3.54266687413056e+004	       6.14247783433304e+001       -1.08400639301439e+002       
3.54317670969644e+004	       6.14288183671401e+001       -1.08402475077081e+002       
3.54368661863424e+004	       6.14328584003505e+001       -1.08404311355077e+002       
3.54419660095454e+004	       6.14368984430025e+001       -1.08406148135539e+002       
3.54470665666789e+004	       6.14409384951370e+001       -1.08407985418581e+002       
3.54521678578485e+004	       6.14449785567949e+001       -1.08409823204319e+002       
3.54572698831598e+004	       6.14490186280172e+001       -1.08411661492865e+002       
3.54623726427185e+004	       6.14530587088448e+001       -1.08413500284335e+002       
3.54674761366303e+004	       6.14570987993188e+001       -1.08415339578842e+002       
3.54725803650009e+004	       6.14611388994800e+001       -1.08417179376502e+002       
3.54776853279359e+004	       6.14651790093696e+001       -1.08419019677429e+002       
3.54827910255411e+004	       6.14692191290284e+001       -1.08420860481737e+002       
3.54878974579222e+004	       6.14732592584976e+001       -1.08422701789542e+002       
3.54930046251849e+004	       6.14772993978182e+001       -1.08424543600958e+002       
3.54981125274351e+004	       6.14813395470312e+001       -1.08426385916101e+002       
3.55032211647784e+004	       6.14853797061778e+001       -1.08428228735085e+002       
3.55083305373206e+004	       6.14894198752989e+001       -1.08430072058027e+002       
3.55134406451677e+004	       6.14934600544358e+001       -1.08431915885041e+002       
3.55185514884253e+004	       6.14975002436295e+001       -1.08433760216244e+002       
3.55236630671993e+004	       6.15015404429211e+001       -1.08435605051751e+002       
3.55287753815956e+004	       6.15055806523518e+001       -1.08437450391677e+002       
3.55338884317201e+004	       6.15096208719628e+001       -1.08439296236139e+002       
3.55390022176786e+004	       6.15136611017952e+001       -1.08441142585253e+002       
3.55441167395769e+004	       6.15177013418902e+001       -1.08442989439135e+002       
3.55492319975211e+004	       6.15217415922890e+001       -1.08444836797901e+002       
3.55543479916171e+004	       6.15257818530328e+001       -1.08446684661668e+002       
3.55594647219708e+004	       6.15298221241629e+001       -1.08448533030552e+002       
3.55645821886881e+004	       6.15338624057204e+001       -1.08450381904669e+002       
3.55697003918750e+004	       6.15379026977468e+001       -1.08452231284138e+002       
3.55748193316376e+004	       6.15419430002831e+001       -1.08454081169073e+002       
3.55799390080817e+004	       6.15459833133707e+001       -1.08455931559593e+002       
3.55850594213135e+004	       6.15500236370510e+001       -1.08457782455815e+002       
3.55901805714390e+004	       6.15540639713651e+001       -1.08459633857856e+002       
3.55953024585641e+004	       6.15581043163546e+001       -1.08461485765833e+002       
3.56004250827951e+004	       6.15621446720606e+001       -1.08463338179863e+002       
3.56055484442379e+004	       6.15661850385246e+001       -1.08465191100065e+002       
3.56106725429986e+004	       6.15702254157879e+001       -1.08467044526556e+002       
3.56157973791834e+004	       6.15742658038919e+001       -1.08468898459454e+002       
3.56209229528984e+004	       6.15783062028780e+001       -1.08470752898877e+002       
3.56260492642498e+004	       6.15823466127877e+001       -1.08472607844942e+002       
3.56311763133436e+004	       6.15863870336624e+001       -1.08474463297769e+002       
3.56363041002860e+004	       6.15904274655434e+001       -1.08476319257475e+002       
3.56414326251833e+004	       6.15944679084724e+001       -1.08478175724180e+002       
3.56465618881417e+004	       6.15985083624906e+001       -1.08480032698000e+002       
3.56516918892672e+004	       6.16025488276398e+001       -1.08481890179056e+002       
3.56568226286663e+004	       6.16065893039613e+001       -1.08483748167466e+002       
3.56619541064451e+004	       6.16106297914966e+001       -1.08485606663349e+002       
3.56670863227099e+004	       6.16146702902874e+001       -1.08487465666824e+002       
3.56722192775670e+004	       6.16187108003751e+001       -1.08489325178010e+002       
3.56773529711227e+004	       6.16227513218013e+001       -1.08491185197027e+002       
3.56824874034832e+004	       6.16267918546076e+001       -1.08493045723994e+002       
3.56876225747549e+004	       6.16308323988356e+001       -1.08494906759030e+002       
3.56927584850442e+004	       6.16348729545269e+001       -1.08496768302256e+002       
3.56978951344573e+004	       6.16389135217231e+001       -1.08498630353790e+002       
3.57030325231007e+004	       6.16429541004659e+001       -1.08500492913754e+002       
3.57081706510808e+004	       6.16469946907968e+001       -1.08502355982266e+002       
3.57133095185039e+004	       6.16510352927577e+001       -1.08504219559447e+002       
3.57184491254765e+004	       6.16550759063902e+001       -1.08506083645418e+002       
3.57235894721049e+004	       6.16591165317359e+001       -1.08507948240299e+002       
3.57287305584958e+004	       6.16631571688365e+001       -1.08509813344210e+002       
3.57338723847553e+004	       6.16671978177339e+001       -1.08511678957272e+002       
3.57390149509902e+004	       6.16712384784698e+001       -1.08513545079606e+002       
3.57441582573069e+004	       6.16752791510858e+001       -1.08515411711333e+002       
3.57493023038118e+004	       6.16793198356239e+001       -1.08517278852573e+002       
3.57544470906115e+004	       6.16833605321257e+001       -1.08519146503448e+002       
3.57595926178126e+004	       6.16874012406331e+001       -1.08521014664080e+002       
3.57647388855215e+004	       6.16914419611878e+001       -1.08522883334589e+002       
3.57698858938449e+004	       6.16954826938319e+001       -1.08524752515098e+002       
3.57750336428894e+004	       6.16995234386070e+001       -1.08526622205727e+002       
3.57801821327615e+004	       6.17035641955550e+001       -1.08528492406599e+002       
3.57853313635678e+004	       6.17076049647179e+001       -1.08530363117835e+002       
3.57904813354151e+004	       6.17116457461375e+001       -1.08532234339558e+002       
3.57956320484098e+004	       6.17156865398558e+001       -1.08534106071890e+002       
3.58007835026588e+004	       6.17197273459146e+001       -1.08535978314953e+002       
3.58059356982686e+004	       6.17237681643559e+001       -1.08537851068869e+002       
3.58110886353460e+004	       6.17278089952217e+001       -1.08539724333762e+002       
3.58162423139977e+004	       6.17318498385538e+001       -1.08541598109753e+002       
3.58213967343303e+004	       6.17358906943945e+001       -1.08543472396965e+002       
3.58265518964507e+004	       6.17399315627855e+001       -1.08545347195522e+002       
3.58317078004655e+004	       6.17439724437690e+001       -1.08547222505547e+002       
3.58368644464816e+004	       6.17480133373870e+001       -1.08549098327162e+002       
3.58420218346058e+004	       6.17520542436815e+001       -1.08550974660491e+002       
3.58471799649447e+004	       6.17560951626946e+001       -1.08552851505657e+002       
3.58523388376053e+004	       6.17601360944684e+001       -1.08554728862784e+002       
3.58574984526944e+004	       6.17641770390450e+001       -1.08556606731996e+002       
3.58626588103188e+004	       6.17682179964664e+001       -1.08558485113417e+002       
3.58678199105854e+004	       6.17722589667748e+001       -1.08560364007170e+002       
3.58729817536010e+004	       6.17762999500125e+001       -1.08562243413379e+002       
3.58781443394726e+004	       6.17803409462214e+001       -1.08564123332169e+002       
3.58833076683071e+004	       6.17843819554438e+001       -1.08566003763664e+002       
3.58884717402113e+004	       6.17884229777219e+001       -1.08567884707989e+002       
3.58936365552922e+004	       6.17924640130979e+001       -1.08569766165268e+002       
3.58988021136568e+004	       6.17965050616140e+001       -1.08571648135625e+002       
3.59039684154120e+004	       6.18005461233125e+001       -1.08573530619186e+002       
3.59091354606648e+004	       6.18045871982355e+001       -1.08575413616076e+002       
3.59143032495223e+004	       6.18086282864254e+001       -1.08577297126420e+002       
3.59194717820914e+004	       6.18126693879245e+001       -1.08579181150343e+002       
3.59246410584791e+004	       6.18167105027751e+001       -1.08581065687970e+002       
3.59298110787926e+004	       6.18207516310194e+001       -1.08582950739427e+002       
3.59349818431388e+004	       6.18247927726998e+001       -1.08584836304839e+002       
3.59401533516249e+004	       6.18288339278587e+001       -1.08586722384333e+002       
3.59453256043578e+004	       6.18328750965384e+001       -1.08588608978034e+002       
3.59504986014449e+004	       6.18369162787813e+001       -1.08590496086068e+002       
3.59556723429931e+004	       6.18409574746298e+001       -1.08592383708562e+002       
3.59608468291096e+004	       6.18449986841263e+001       -1.08594271845641e+002       
3.59660220599015e+004	       6.18490399073133e+001       -1.08596160497432e+002       
3.59711980354761e+004	       6.18530811442332e+001       -1.08598049664062e+002       
3.59763747559404e+004	       6.18571223949284e+001       -1.08599939345657e+002       
3.59815522214018e+004	       6.18611636594414e+001       -1.08601829542345e+002       
3.59867304319674e+004	       6.18652049378147e+001       -1.08603720254251e+002       
3.59919093877445e+004	       6.18692462300909e+001       -1.08605611481504e+002       
3.59970890888402e+004	       6.18732875363125e+001       -1.08607503224230e+002       
3.60022695353619e+004	       6.18773288565219e+001       -1.08609395482557e+002       
3.60074507274168e+004	       6.18813701907618e+001       -1.08611288256612e+002       
3.60126326651123e+004	       6.18854115390747e+001       -1.08613181546522e+002       
3.60178153485555e+004	       6.18894529015032e+001       -1.08615075352417e+002       
3.60229987778540e+004	       6.18934942780900e+001       -1.08616969674423e+002       
3.60281829531149e+004	       6.18975356688776e+001       -1.08618864512668e+002       
3.60333678744456e+004	       6.19015770739087e+001       -1.08620759867281e+002       
3.60385535419536e+004	       6.19056184932260e+001       -1.08622655738389e+002       
3.60437399557462e+004	       6.19096599268721e+001       -1.08624552126123e+002       
3.60489271159308e+004	       6.19137013748897e+001       -1.08626449030608e+002       
3.60541150226148e+004	       6.19177428373214e+001       -1.08628346451976e+002       
3.60593036759056e+004	       6.19217843142102e+001       -1.08630244390354e+002       
3.60644930759108e+004	       6.19258258055986e+001       -1.08632142845871e+002       
3.60696832227377e+004	       6.19298673115294e+001       -1.08634041818656e+002       
3.60748741164938e+004	       6.19339088320455e+001       -1.08635941308840e+002       
3.60800657572866e+004	       6.19379503671895e+001       -1.08637841316550e+002       
3.60852581452237e+004	       6.19419919170043e+001       -1.08639741841917e+002       
3.60904512804125e+004	       6.19460334815327e+001       -1.08641642885069e+002       
3.60956451629607e+004	       6.19500750608176e+001       -1.08643544446138e+002       
3.61008397929756e+004	       6.19541166549018e+001       -1.08645446525253e+002       
3.61060351705650e+004	       6.19581582638281e+001       -1.08647349122543e+002       
3.61112312958364e+004	       6.19621998876396e+001       -1.08649252238139e+002       
3.61164281688974e+004	       6.19662415263790e+001       -1.08651155872172e+002       
3.61216257898557e+004	       6.19702831800892e+001       -1.08653060024772e+002       
3.61268241588188e+004	       6.19743248488133e+001       -1.08654964696068e+002       
3.61320232758944e+004	       6.19783665325942e+001       -1.08656869886193e+002       
3.61372231411901e+004	       6.19824082314748e+001       -1.08658775595277e+002       
3.61424237548137e+004	       6.19864499454982e+001       -1.08660681823451e+002       
3.61476251168728e+004	       6.19904916747073e+001       -1.08662588570846e+002       
3.61528272274752e+004	       6.19945334191452e+001       -1.08664495837594e+002       
3.61580300867286e+004	       6.19985751788549e+001       -1.08666403623825e+002       
3.61632336947407e+004	       6.20026169538795e+001       -1.08668311929671e+002       
3.61684380516192e+004	       6.20066587442620e+001       -1.08670220755265e+002       
3.61736431574720e+004	       6.20107005500455e+001       -1.08672130100737e+002       
3.61788490124068e+004	       6.20147423712731e+001       -1.08674039966220e+002       
3.61840556165314e+004	       6.20187842079880e+001       -1.08675950351847e+002       
3.61892629699537e+004	       6.20228260602333e+001       -1.08677861257748e+002       
3.61944710727815e+004	       6.20268679280521e+001       -1.08679772684057e+002       
3.61996799251226e+004	       6.20309098114877e+001       -1.08681684630906e+002       
3.62048895270849e+004	       6.20349517105832e+001       -1.08683597098428e+002       
3.62100998787763e+004	       6.20389936253818e+001       -1.08685510086755e+002       
3.62153109803047e+004	       6.20430355559268e+001       -1.08687423596021e+002       
3.62205228317779e+004	       6.20470775022613e+001       -1.08689337626359e+002       
3.62257354333039e+004	       6.20511194644287e+001       -1.08691252177902e+002       
3.62309487849907e+004	       6.20551614424723e+001       -1.08693167250782e+002       
3.62361628869463e+004	       6.20592034364353e+001       -1.08695082845135e+002       
3.62413777392784e+004	       6.20632454463610e+001       -1.08696998961093e+002       
3.62465933420953e+004	       6.20672874722928e+001       -1.08698915598790e+002       
3.62518096955049e+004	       6.20713295142740e+001       -1.08700832758360e+002       
3.62570267996151e+004	       6.20753715723480e+001       -1.08702750439937e+002       
3.62622446545341e+004	       6.20794136465582e+001       -1.08704668643656e+002       
3.62674632603698e+004	       6.20834557369479e+001       -1.08706587369650e+002       
3.62726826172304e+004	       6.20874978435607e+001       -1.08708506618055e+002       
3.62779027252240e+004	       6.20915399664398e+001       -1.08710426389005e+002       
3.62831235844585e+004	       6.20955821056288e+001       -1.08712346682634e+002       
3.62883451950423e+004	       6.20996242611711e+001       -1.08714267499078e+002       
3.62935675570832e+004	       6.21036664331103e+001       -1.08716188838472e+002       
3.62987906706897e+004	       6.21077086214897e+001       -1.08718110700951e+002       
3.63040145359696e+004	       6.21117508263531e+001       -1.08720033086650e+002       
3.63092391530314e+004	       6.21157930477438e+001       -1.08721955995704e+002       
3.63144645219830e+004	       6.21198352857054e+001       -1.08723879428251e+002       
3.63196906429329e+004	       6.21238775402816e+001       -1.08725803384424e+002       
3.63249175159891e+004	       6.21279198115158e+001       -1.08727727864361e+002       
3.63301451412599e+004	       6.21319620994518e+001       -1.08729652868197e+002       
3.63353735188536e+004	       6.21360044041332e+001       -1.08731578396068e+002       
3.63406026488784e+004	       6.21400467256035e+001       -1.08733504448112e+002       
3.63458325314426e+004	       6.21440890639064e+001       -1.08735431024463e+002       
3.63510631666545e+004	       6.21481314190857e+001       -1.08737358125260e+002       
3.63562945546225e+004	       6.21521737911851e+001       -1.08739285750638e+002       
3.63615266954548e+004	       6.21562161802482e+001       -1.08741213900736e+002       
3.63667595892599e+004	       6.21602585863187e+001       -1.08743142575689e+002       
3.63719932361460e+004	       6.21643010094405e+001       -1.08745071775636e+002       
3.63772276362216e+004	       6.21683434496573e+001       -1.08747001500712e+002       
3.63824627895950e+004	       6.21723859070129e+001       -1.08748931751058e+002       
3.63876986963747e+004	       6.21764283815511e+001       -1.08750862526808e+002       
3.63929353566691e+004	       6.21804708733157e+001       -1.08752793828103e+002       
3.63981727705865e+004	       6.21845133823505e+001       -1.08754725655079e+002       
3.64034109382356e+004	       6.21885559086995e+001       -1.08756658007874e+002       
3.64086498597247e+004	       6.21925984524065e+001       -1.08758590886628e+002       
3.64138895351623e+004	       6.21966410135153e+001       -1.08760524291478e+002       
3.64191299646570e+004	       6.22006835920700e+001       -1.08762458222563e+002       
3.64243711483172e+004	       6.22047261881144e+001       -1.08764392680022e+002       
3.64296130862516e+004	       6.22087688016925e+001       -1.08766327663993e+002       
3.64348557785685e+004	       6.22128114328483e+001       -1.08768263174616e+002       
3.64400992253767e+004	       6.22168540816257e+001       -1.08770199212029e+002       
3.64453434267847e+004	       6.22208967480688e+001       -1.08772135776372e+002       
3.64505883829010e+004	       6.22249394322215e+001       -1.08774072867785e+002       
3.64558340938344e+004	       6.22289821341279e+001       -1.08776010486408e+002       
3.64610805596933e+004	       6.22330248538321e+001       -1.08777948632379e+002       
3.64663277805866e+004	       6.22370675913782e+001       -1.08779887305838e+002       
3.64715757566227e+004	       6.22411103468102e+001       -1.08781826506927e+002       
3.64768244879105e+004	       6.22451531201723e+001       -1.08783766235784e+002       
3.64820739745585e+004	       6.22491959115085e+001       -1.08785706492551e+002       
3.64873242166756e+004	       6.22532387208631e+001       -1.08787647277368e+002       
3.64925752143704e+004	       6.22572815482802e+001       -1.08789588590376e+002       
3.64978269677516e+004	       6.22613243938040e+001       -1.08791530431715e+002       
3.65030794769280e+004	       6.22653672574788e+001       -1.08793472801526e+002       
3.65083327420085e+004	       6.22694101393486e+001       -1.08795415699950e+002       
3.65135867631017e+004	       6.22734530394578e+001       -1.08797359127130e+002       
3.65188415403164e+004	       6.22774959578507e+001       -1.08799303083205e+002       
3.65240970737615e+004	       6.22815388945715e+001       -1.08801247568319e+002       
3.65293533635459e+004	       6.22855818496645e+001       -1.08803192582611e+002       
3.65346104097783e+004	       6.22896248231741e+001       -1.08805138126225e+002       
3.65398682125676e+004	       6.22936678151445e+001       -1.08807084199302e+002       
3.65451267720227e+004	       6.22977108256201e+001       -1.08809030801985e+002       
3.65503860882525e+004	       6.23017538546454e+001       -1.08810977934416e+002       
3.65556461613659e+004	       6.23057969022646e+001       -1.08812925596737e+002       
3.65609069914719e+004	       6.23098399685223e+001       -1.08814873789091e+002       
3.65661685786793e+004	       6.23138830534628e+001       -1.08816822511620e+002       
3.65714309230971e+004	       6.23179261571306e+001       -1.08818771764469e+002       
3.65766940248344e+004	       6.23219692795701e+001       -1.08820721547779e+002       
3.65819578840000e+004	       6.23260124208259e+001       -1.08822671861694e+002       
3.65872225007030e+004	       6.23300555809424e+001       -1.08824622706358e+002       
3.65924878750524e+004	       6.23340987599642e+001       -1.08826574081914e+002       
3.65977540071573e+004	       6.23381419579358e+001       -1.08828525988505e+002       
3.66030208971266e+004	       6.23421851749018e+001       -1.08830478426277e+002       
3.66082885450695e+004	       6.23462284109068e+001       -1.08832431395371e+002       
3.66135569510951e+004	       6.23502716659953e+001       -1.08834384895934e+002       
3.66188261153124e+004	       6.23543149402120e+001       -1.08836338928109e+002       
3.66240960378306e+004	       6.23583582336016e+001       -1.08838293492041e+002       
3.66293667187587e+004	       6.23624015462086e+001       -1.08840248587874e+002       
3.66346381582060e+004	       6.23664448780777e+001       -1.08842204215753e+002       
3.66399103562816e+004	       6.23704882292537e+001       -1.08844160375823e+002       
3.66451833130946e+004	       6.23745315997813e+001       -1.08846117068229e+002       
3.66504570287543e+004	       6.23785749897052e+001       -1.08848074293117e+002       
3.66557315033698e+004	       6.23826183990702e+001       -1.08850032050632e+002       
3.66610067370505e+004	       6.23866618279209e+001       -1.08851990340920e+002       
3.66662827299055e+004	       6.23907052763023e+001       -1.08853949164126e+002       
3.66715594820440e+004	       6.23947487442591e+001       -1.08855908520396e+002       
3.66768369935754e+004	       6.23987922318362e+001       -1.08857868409876e+002       
3.66821152646090e+004	       6.24028357390784e+001       -1.08859828832713e+002       
3.66873942952540e+004	       6.24068792660306e+001       -1.08861789789053e+002       
3.66926740856198e+004	       6.24109228127376e+001       -1.08863751279042e+002       
3.66979546358156e+004	       6.24149663792445e+001       -1.08865713302828e+002       
3.67032359459509e+004	       6.24190099655960e+001       -1.08867675860556e+002       
3.67085180161350e+004	       6.24230535718372e+001       -1.08869638952375e+002       
3.67138008464773e+004	       6.24270971980130e+001       -1.08871602578430e+002       
3.67190844370872e+004	       6.24311408441685e+001       -1.08873566738871e+002       
3.67243687880741e+004	       6.24351845103485e+001       -1.08875531433843e+002       
3.67296538995474e+004	       6.24392281965982e+001       -1.08877496663495e+002       
3.67349397716166e+004	       6.24432719029626e+001       -1.08879462427975e+002       
3.67402264043911e+004	       6.24473156294867e+001       -1.08881428727431e+002       
3.67455137979805e+004	       6.24513593762156e+001       -1.08883395562010e+002       
3.67508019524941e+004	       6.24554031431945e+001       -1.08885362931861e+002       
3.67560908680415e+004	       6.24594469304685e+001       -1.08887330837132e+002       
3.67613805447323e+004	       6.24634907380827e+001       -1.08889299277973e+002       
3.67666709826759e+004	       6.24675345660822e+001       -1.08891268254532e+002       
3.67719621819819e+004	       6.24715784145123e+001       -1.08893237766957e+002       
3.67772541427600e+004	       6.24756222834182e+001       -1.08895207815399e+002       
3.67825468651196e+004	       6.24796661728450e+001       -1.08897178400006e+002       
3.67878403491704e+004	       6.24837100828381e+001       -1.08899149520927e+002       
3.67931345950219e+004	       6.24877540134426e+001       -1.08901121178313e+002       
3.67984296027839e+004	       6.24917979647039e+001       -1.08903093372313e+002       
3.68037253725660e+004	       6.24958419366673e+001       -1.08905066103077e+002       
3.68090219044778e+004	       6.24998859293781e+001       -1.08907039370755e+002       
3.68143191986291e+004	       6.25039299428816e+001       -1.08909013175498e+002       
3.68196172551294e+004	       6.25079739772232e+001       -1.08910987517455e+002       
3.68249160740886e+004	       6.25120180324484e+001       -1.08912962396778e+002       
3.68302156556163e+004	       6.25160621086023e+001       -1.08914937813617e+002       
