!Keysight Technologies,E4990A,MY54302543,A.03.06
!Date: Tue Mar 24 14:52:03 2026

BEGIN CH1_DATA
DCV(V), +1.851e-004, DCI(A), -2.556e-006
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data, Ls(H)-data, Rs(Ohm)-data
+1.46205871500e+006, +9.65971448708e+002, +2.25088257873e+001, +4.02550842695e-005, +8.92384297594e+002
+1.47278483000e+006, +9.68781072766e+002, +2.24622999341e+001, +3.99995958513e-005, +8.95280751832e+002
+1.48358963500e+006, +9.71540970409e+002, +2.24315236853e+001, +3.97696640660e-005, +8.98030519604e+002
+1.49447370700e+006, +9.74195946140e+002, +2.23965031622e+001, +3.95292930119e-005, +9.00711653390e+002
+1.50543762900e+006, +9.76689762051e+002, +2.23634517061e+001, +3.92867814912e-005, +9.03231875830e+002
+1.51648198400e+006, +9.79121776446e+002, +2.23308947742e+001, +3.90437695497e-005, +9.05692514575e+002
+1.52760736500e+006, +9.81000419001e+002, +2.23123864035e+001, +3.88032443269e-005, +9.07550626599e+002
+1.53881436500e+006, +9.82816420305e+002, +2.22886390101e+001, +3.85529736604e-005, +9.09385233769e+002
+1.55010358300e+006, +9.84757135284e+002, +2.22543389007e+001, +3.82917578754e-005, +9.11404375450e+002
+1.56147562200e+006, +9.86743635661e+002, +2.22126159852e+001, +3.80217715878e-005, +9.13514790805e+002
+1.57293109000e+006, +9.88910333167e+002, +2.21546131163e+001, +3.77339456575e-005, +9.15898688769e+002
+1.58447059900e+006, +9.91492780842e+002, +2.20727584408e+001, +3.74251404680e-005, +9.18823700832e+002
+1.59609476500e+006, +9.94193653444e+002, +2.19690487084e+001, +3.70874298628e-005, +9.22001357497e+002
+1.60780421000e+006, +9.96795749363e+002, +2.18697597332e+001, +3.67550588929e-005, +9.25059334427e+002
+1.61959955900e+006, +9.99308476304e+002, +2.17717516483e+001, +3.64234115711e-005, +9.28026611816e+002
+1.63148144200e+006, +1.00158332490e+003, +2.16763118902e+001, +3.60892606640e-005, +9.30756719211e+002
+1.64345049400e+006, +1.00364990856e+003, +2.15738791489e+001, +3.57388137799e-005, +9.33338426705e+002
+1.65550735500e+006, +1.00538500745e+003, +2.14540995601e+001, +3.53518845944e-005, +9.35722763595e+002
+1.66765266900e+006, +1.00708439892e+003, +2.13489417767e+001, +3.49895040453e-005, +9.37978871997e+002
+1.67988708500e+006, +1.00874469273e+003, +2.12571047577e+001, +3.46492255419e-005, +9.40112648650e+002
+1.69221125600e+006, +1.01035771949e+003, +2.11836408994e+001, +3.43383023569e-005, +9.42084831784e+002
+1.70462584100e+006, +1.01195530831e+003, +2.11250742798e+001, +3.40520511897e-005, +9.43947763124e+002
+1.71713150300e+006, +1.01310786991e+003, +2.11634112492e+001, +3.39011551981e-005, +9.44778346065e+002
+1.72972891100e+006, +1.01431519934e+003, +2.11889574972e+001, +3.37331654164e-005, +9.45740877611e+002
+1.74241873700e+006, +1.01576122547e+003, +2.11983465545e+001, +3.35494068892e-005, +9.47028966730e+002
+1.75520166000e+006, +1.01745003903e+003, +2.11881420121e+001, +3.33451237144e-005, +9.48669015771e+002
+1.76807836200e+006, +1.01936780909e+003, +2.11557010747e+001, +3.31162216710e-005, +9.50665596067e+002
+1.78104953100e+006, +1.02228640588e+003, +2.10521575361e+001, +3.28151502961e-005, +9.54052683143e+002
+1.79411586200e+006, +1.02575553699e+003, +2.09072511951e+001, +3.24718322615e-005, +9.58219093959e+002
+1.80727805000e+006, +1.02892719405e+003, +2.07765506994e+001, +3.21418441712e-005, +9.62017017413e+002
+1.82053680100e+006, +1.03168395934e+003, +2.06595058140e+001, +3.18209172884e-005, +9.65340096497e+002
+1.83389282200e+006, +1.03423319407e+003, +2.05612537903e+001, +3.15231598571e-005, +9.68349699838e+002
+1.84734682700e+006, +1.03610650135e+003, +2.04918962208e+001, +3.12490674373e-005, +9.70543456155e+002
+1.86089953400e+006, +1.03663423453e+003, +2.04822797158e+001, +3.10233454891e-005, +9.71098690555e+002
+1.87455166800e+006, +1.03734255284e+003, +2.04636619086e+001, +3.07916385354e-005, +9.71880126919e+002
+1.88830395900e+006, +1.03838913963e+003, +2.04406459365e+001, +3.05652854158e-005, +9.73006422054e+002
+1.90215714100e+006, +1.03957089398e+003, +2.04063264969e+001, +3.03283882517e-005, +9.74331058055e+002
+1.91611195400e+006, +1.04119027210e+003, +2.03640052089e+001, +3.00945304008e-005, +9.76116699619e+002
+1.93016914400e+006, +1.04344554943e+003, +2.02977291823e+001, +2.98467433112e-005, +9.78650381479e+002
+1.94432946100e+006, +1.04596538994e+003, +2.02247543143e+001, +2.95986251204e-005, +9.81475087470e+002
+1.95859366300e+006, +1.04848546227e+003, +2.01538444225e+001, +2.93548899222e-005, +9.84287619016e+002
+1.97296251200e+006, +1.05114104527e+003, +2.00728717617e+001, +2.91023844916e-005, +9.87291439507e+002
+1.98743677500e+006, +1.05384970362e+003, +1.99955538052e+001, +2.88578895514e-005, +9.90322757167e+002
+2.00201722600e+006, +1.05690593535e+003, +1.98916845823e+001, +2.85876174067e-005, +9.93848302814e+002
+2.01670464300e+006, +1.06019917634e+003, +1.97751910975e+001, +2.83078205340e-005, +9.97676424838e+002
+2.03149981200e+006, +1.06337606415e+003, +1.96761452509e+001, +2.80503018291e-005, +1.00128639791e+003
+2.04640352300e+006, +1.06632993700e+003, +1.95879221137e+001, +2.78030923855e-005, +1.00461944516e+003
+2.06141657200e+006, +1.06900311481e+003, +1.95101868476e+001, +2.75642755343e-005, +1.00762323008e+003
+2.07653976100e+006, +1.07135623025e+003, +1.94650090023e+001, +2.73627240296e-005, +1.01012305116e+003
+2.09177389900e+006, +1.07294255438e+003, +1.94783402692e+001, +2.72215729238e-005, +1.01153549189e+003
+2.10711979900e+006, +1.07461027966e+003, +1.94804523401e+001, +2.70681458902e-005, +1.01309455964e+003
+2.12257828200e+006, +1.07639036329e+003, +1.94719690471e+001, +2.69042572296e-005, +1.01482588000e+003
+2.13815017200e+006, +1.07837975913e+003, +1.94494112942e+001, +2.67278819251e-005, +1.01684294005e+003
+2.15383630300e+006, +1.08052450690e+003, +1.94099605420e+001, +2.65341515508e-005, +1.01911278784e+003
+2.16963751200e+006, +1.08285723827e+003, +1.93263019097e+001, +2.62883549065e-005, +1.02183728852e+003
+2.18555464400e+006, +1.08537357256e+003, +1.92364383702e+001, +2.60405322688e-005, +1.02477394256e+003
+2.20158854800e+006, +1.08798716368e+003, +1.91450835832e+001, +2.57946948278e-005, +1.02781184046e+003
+2.21774008300e+006, +1.09066773823e+003, +1.90581716647e+001, +2.55577328844e-005, +1.03088555994e+003
+2.23401011000e+006, +1.09353612045e+003, +1.89683862117e+001, +2.53229030448e-005, +1.03415499714e+003
+2.25039949900e+006, +1.09696866096e+003, +1.88841295277e+001, +2.51094683204e-005, +1.03792437222e+003
+2.26690912500e+006, +1.10076020430e+003, +1.87959232300e+001, +2.49001541812e-005, +1.04205907097e+003
+2.28353987100e+006, +1.10432818091e+003, +1.87126242382e+001, +2.46929742993e-005, +1.04595296550e+003
+2.30029262600e+006, +1.10760245013e+003, +1.86308706681e+001, +2.44822269378e-005, +1.04956011523e+003
+2.31716828400e+006, +1.11061711290e+003, +1.85529764576e+001, +2.42717808500e-005, +1.05289819236e+003
+2.33416774700e+006, +1.11328197257e+003, +1.84749429325e+001, +2.40547937845e-005, +1.05590601458e+003
+2.35129192300e+006, +1.11511696487e+003, +1.84073107137e+001, +2.38344435527e-005, +1.05806281757e+003
+2.36854172800e+006, +1.11697327267e+003, +1.83390246170e+001, +2.36153554609e-005, +1.06024375793e+003
+2.38591808200e+006, +1.11882965496e+003, +1.82703191761e+001, +2.33973637723e-005, +1.06242722240e+003
+2.40342191500e+006, +1.12067451068e+003, +1.82025336419e+001, +2.31818748164e-005, +1.06459398468e+003
+2.42105416200e+006, +1.12253220563e+003, +1.81315185768e+001, +2.29642886734e-005, +1.06679251402e+003
+2.43881576300e+006, +1.12422408576e+003, +1.80665765757e+001, +2.27523600810e-005, +1.06879624376e+003
+2.45670767000e+006, +1.12588777100e+003, +1.79932699988e+001, +2.25313432707e-005, +1.07082376057e+003
+2.47473083700e+006, +1.12772705457e+003, +1.79223561393e+001, +2.23183984947e-005, +1.07300342769e+003
+2.49288622800e+006, +1.12972337631e+003, +1.78507997928e+001, +2.21093534317e-005, +1.07533621303e+003
+2.51117481200e+006, +1.13175884659e+003, +1.77751564403e+001, +2.18977198107e-005, +1.07773077675e+003
+2.52959756700e+006, +1.13445496382e+003, +1.76889961540e+001, +2.16877915691e-005, +1.08081776778e+003
+2.54815547700e+006, +1.13738010608e+003, +1.76020058255e+001, +2.14825734356e-005, +1.08412806251e+003
+2.56684953300e+006, +1.14020278236e+003, +1.75114610969e+001, +2.12725254878e-005, +1.08736211434e+003
+2.58568073500e+006, +1.14287687485e+003, +1.74274431715e+001, +2.10687288553e-005, +1.09041538211e+003
+2.60465008900e+006, +1.14536124115e+003, +1.73453243751e+001, +2.08650286014e-005, +1.09327623599e+003
+2.62375860700e+006, +1.14755355063e+003, +1.72652452441e+001, +2.06598320046e-005, +1.09584594318e+003
+2.64300731100e+006, +1.14910282556e+003, +1.72179268566e+001, +2.04824796477e-005, +1.09760669417e+003
+2.66239723000e+006, +1.15074609577e+003, +1.71600496364e+001, +2.02960011471e-005, +1.09951984721e+003
+2.68192940000e+006, +1.15242315218e+003, +1.70872355462e+001, +2.00944921512e-005, +1.10155346318e+003
+2.70160486300e+006, +1.15425686963e+003, +1.69969829704e+001, +1.98774789881e-005, +1.10383910280e+003
+2.72142467200e+006, +1.15621857990e+003, +1.68966547876e+001, +1.96529885338e-005, +1.10630526558e+003
+2.74138988400e+006, +1.15810228695e+003, +1.67043868547e+001, +1.93256524163e-005, +1.10923093822e+003
+2.76150156800e+006, +1.16018359928e+003, +1.65109446131e+001, +1.90030508185e-005, +1.11234396793e+003
+2.78176079800e+006, +1.16237931509e+003, +1.63440798351e+001, +1.87145804160e-005, +1.11540649794e+003
+2.80216865500e+006, +1.16475173403e+003, +1.62018747277e+001, +1.84585887492e-005, +1.11849310238e+003
+2.82272623100e+006, +1.16728009534e+003, +1.60834805426e+001, +1.82332974646e-005, +1.12159166600e+003
+2.84343462300e+006, +1.17061422259e+003, +1.60410756712e+001, +1.81056070055e-005, +1.12503500337e+003
+2.86429493900e+006, +1.17427060605e+003, +1.60525804723e+001, +1.80424777683e-005, +1.12848384365e+003
+2.88530829200e+006, +1.17784415644e+003, +1.60509132245e+001, +1.79637668531e-005, +1.13192753233e+003
+2.90647580600e+006, +1.18120137228e+003, +1.60242279584e+001, +1.78548157195e-005, +1.13530585750e+003
+2.92779861100e+006, +1.18446960294e+003, +1.59787242428e+001, +1.77246686603e-005, +1.13870641480e+003
+2.94927784700e+006, +1.18728543824e+003, +1.59004055252e+001, +1.75531997033e-005, +1.14185914999e+003
+2.97091466100e+006, +1.18911296121e+003, +1.57411485989e+001, +1.72818277328e-005, +1.14451784659e+003
+2.99271021000e+006, +1.19110886285e+003, +1.55917132863e+001, +1.70256893320e-005, +1.14727778466e+003
+3.01466565700e+006, +1.19336618910e+003, +1.54527024484e+001, +1.67864442567e-005, +1.15022687204e+003
+3.03678217700e+006, +1.19588699519e+003, +1.53258074426e+001, +1.65655589069e-005, +1.15335941872e+003
+3.05906095000e+006, +1.19861985779e+003, +1.52096506684e+001, +1.63605305485e-005, +1.15663498341e+003
+3.08150316700e+006, +1.20264280190e+003, +1.51258647940e+001, +1.62082214743e-005, +1.16097716271e+003
+3.10411002700e+006, +1.20675903593e+003, +1.50496863260e+001, +1.60658212929e-005, +1.16536842928e+003
+3.12688273800e+006, +1.21036520931e+003, +1.49774427266e+001, +1.59214488427e-005, +1.16924625655e+003
+3.14982251600e+006, +1.21365723618e+003, +1.49001159822e+001, +1.57685176868e-005, +1.17284868982e+003
+3.17293058800e+006, +1.21642322262e+003, +1.48270871662e+001, +1.56141845863e-005, +1.17591938979e+003
+3.19620818800e+006, +1.21795649396e+003, +1.47718157072e+001, +1.54634418890e-005, +1.17770172573e+003
+3.21965656000e+006, +1.21851681369e+003, +1.47262668521e+001, +1.53115787051e-005, +1.17849014184e+003
+3.24327695600e+006, +1.21938315245e+003, +1.46663548975e+001, +1.51503501328e-005, +1.17965150000e+003
+3.26707063800e+006, +1.22029250562e+003, +1.45970236273e+001, +1.49816272181e-005, +1.18090422573e+003
+3.29103887900e+006, +1.22155276533e+003, +1.45087056577e+001, +1.47997393852e-005, +1.18259694176e+003
+3.31518295800e+006, +1.22305825528e+003, +1.44015856114e+001, +1.46037606434e-005, +1.18462521326e+003
+3.33950416500e+006, +1.22509367033e+003, +1.42344136513e+001, +1.43564689438e-005, +1.18748064316e+003
+3.36400380000e+006, +1.22726684401e+003, +1.40766885895e+001, +1.41222089675e-005, +1.19041331228e+003
+3.38868317200e+006, +1.22939633870e+003, +1.39282329298e+001, +1.38985217997e-005, +1.19324961470e+003
+3.41354360000e+006, +1.23186841274e+003, +1.37923432017e+001, +1.36927899281e-005, +1.19634890122e+003
+3.43858641100e+006, +1.23426649492e+003, +1.36661912230e+001, +1.34973399384e-005, +1.19932280960e+003
+3.46381294400e+006, +1.23709529056e+003, +1.35801933837e+001, +1.33468331667e-005, +1.20250886364e+003
+3.48922454700e+006, +1.23993075599e+003, +1.34994833546e+001, +1.32025428745e-005, +1.20567398053e+003
+3.51482257700e+006, +1.24268827194e+003, +1.34144537828e+001, +1.30543230615e-005, +1.20878448640e+003
+3.54060840200e+006, +1.24543549920e+003, +1.33298207340e+001, +1.29074458847e-005, +1.21188223012e+003
+3.56658340000e+006, +1.24806601698e+003, +1.32374814089e+001, +1.27531504204e-005, +1.21490404594e+003
+3.59274895900e+006, +1.25061265254e+003, +1.31447369713e+001, +1.25987927511e-005, +1.21784497446e+003
+3.61910647600e+006, +1.25316052449e+003, +1.30515703941e+001, +1.24452378954e-005, +1.22078787644e+003
+3.64565736100e+006, +1.25549138735e+003, +1.29472237894e+001, +1.22803191445e-005, +1.22357285154e+003
+3.67240303000e+006, +1.25776243641e+003, +1.28343098963e+001, +1.21082204306e-005, +1.22633914325e+003
+3.69934491400e+006, +1.25984585963e+003, +1.27099581787e+001, +1.19252225959e-005, +1.22897499893e+003
+3.72648445300e+006, +1.26167255019e+003, +1.25736473584e+001, +1.17304491040e-005, +1.23141384681e+003
+3.75382309500e+006, +1.26188093599e+003, +1.23750108496e+001, +1.14658380635e-005, +1.23256219335e+003
+3.78136230200e+006, +1.26269664645e+003, +1.21926492754e+001, +1.12244105675e-005, +1.23421399570e+003
+3.80910354500e+006, +1.26405677531e+003, +1.20215430685e+001, +1.10004479639e-005, +1.23633519785e+003
+3.83704830600e+006, +1.26590736359e+003, +1.18638732615e+001, +1.07949538012e-005, +1.23886607412e+003
+3.86519807900e+006, +1.26839788885e+003, +1.17123126173e+001, +1.06021769993e-005, +1.24198884263e+003
+3.89355436700e+006, +1.27311359964e+003, +1.15855752093e+001, +1.04513511196e-005, +1.24717498195e+003
+3.92211868600e+006, +1.27835923851e+003, +1.14672446106e+001, +1.03130112637e-005, +1.25284129743e+003
+3.95089256100e+006, +1.28311011359e+003, +1.13579064517e+001, +1.01792645416e-005, +1.25798184318e+003
+3.97987753100e+006, +1.28756175360e+003, +1.12594396220e+001, +1.00534187790e-005, +1.26278021409e+003
+4.00907514300e+006, +1.29165651314e+003, +1.11688887667e+001, +9.93244889801e-006, +1.26719315711e+003
+4.03848695800e+006, +1.29526903254e+003, +1.11370816953e+001, +9.85988655457e-006, +1.27087634312e+003
+4.06811454700e+006, +1.29840218412e+003, +1.11488752727e+001, +9.82201349101e-006, +1.27389884083e+003
+4.09795949300e+006, +1.30112709145e+003, +1.11364629360e+001, +9.76020307651e-006, +1.27662679629e+003
+4.12802339100e+006, +1.30365868737e+003, +1.10893608247e+001, +9.66742760656e-006, +1.27931728889e+003
+4.15830784700e+006, +1.30581028552e+003, +1.10092376814e+001, +9.54426507853e-006, +1.28177868442e+003
+4.18881447900e+006, +1.30743529981e+003, +1.08871739877e+001, +9.38264136989e-006, +1.28390279573e+003
+4.21954491800e+006, +1.30699611641e+003, +1.06089714811e+001, +9.07601086092e-006, +1.28465502227e+003
+4.25050080400e+006, +1.30695670498e+003, +1.03608410113e+001, +8.80124545969e-006, +1.28564627598e+003
+4.28168379200e+006, +1.30770244005e+003, +1.01444727070e+001, +8.56150038679e-006, +1.28725881998e+003
+4.31309554800e+006, +1.30889833050e+003, +9.95265750492e+000, +8.34770561839e-006, +1.28920058765e+003
+4.34473775100e+006, +1.31072795893e+003, +9.79175966417e+000, +8.16565745544e-006, +1.29163375636e+003
+4.37661209000e+006, +1.31527938295e+003, +9.76602320708e+000, +8.11316381666e-006, +1.29621922303e+003
+4.40872027000e+006, +1.32022693596e+003, +9.75990977408e+000, +8.07936114459e-006, +1.30111896665e+003
+4.44106400500e+006, +1.32466777100e+003, +9.72339790226e+000, +8.01768306610e-006, +1.30563836319e+003
+4.47364502400e+006, +1.32872520097e+003, +9.65926071909e+000, +7.93151027529e-006, +1.30988789261e+003
+4.50646506700e+006, +1.33220276773e+003, +9.56214232662e+000, +7.81572220653e-006, +1.31369315951e+003
+4.53952588800e+006, +1.33423852510e+003, +9.37020172391e+000, +7.61608492237e-006, +1.31643574100e+003
+4.57282925400e+006, +1.33495286285e+003, +9.10356798095e+000, +7.35125079174e-006, +1.31813773766e+003
+4.60637694300e+006, +1.33609408980e+003, +8.86053319390e+000, +7.11053865426e-006, +1.32014940998e+003
+4.64017074900e+006, +1.33730556574e+003, +8.64790265429e+000, +6.89691336149e-006, +1.32210175898e+003
+4.67421247600e+006, +1.33892787911e+003, +8.45829600390e+000, +6.70579886437e-006, +1.32436461189e+003
+4.70850394400e+006, +1.34091479460e+003, +8.30241200732e+000, +6.54484136835e-006, +1.32686162024e+003
+4.74304698500e+006, +1.34404498751e+003, +8.27819831608e+000, +6.49348241787e-006, +1.33004090777e+003
+4.77784344400e+006, +1.34712082445e+003, +8.23123199248e+000, +6.42454034727e-006, +1.33324323926e+003
+4.81289518100e+006, +1.35016195525e+003, +8.16633810117e+000, +6.34209726066e-006, +1.33647111880e+003
+4.84820406800e+006, +1.35299899162e+003, +8.08010430379e+000, +6.24296009100e-006, +1.33956712840e+003
+4.88377199200e+006, +1.35561005036e+003, +7.96630359269e+000, +6.12256747134e-006, +1.34252807044e+003
+4.91960085400e+006, +1.35786569406e+003, +7.79767838861e+000, +5.96002769917e-006, +1.34530997006e+003
+4.95569256700e+006, +1.35994025548e+003, +7.60737338124e+000, +5.78190477512e-006, +1.34797075764e+003
+4.99204906000e+006, +1.36214660742e+003, +7.41727896119e+000, +5.60626208849e-006, +1.35074854027e+003
+5.02867227500e+006, +1.36431342510e+003, +7.22457379250e+000, +5.43024102977e-006, +1.35348194360e+003
+5.06556417000e+006, +1.36675639954e+003, +7.03178837031e+000, +5.25697370371e-006, +1.35647618321e+003
+5.10272671500e+006, +1.36970609019e+003, +6.82161556255e+000, +5.07438362236e-006, +1.36000962306e+003
+5.14016189600e+006, +1.37335327300e+003, +6.58742252941e+000, +4.87821876205e-006, +1.36428635689e+003
+5.17787171300e+006, +1.37656660361e+003, +6.37278024066e+000, +4.69652411000e-006, +1.36806047239e+003
+5.21585818100e+006, +1.37940345928e+003, +6.17688325598e+000, +4.52888037746e-006, +1.37139527295e+003
+5.25412333000e+006, +1.38165604606e+003, +5.99811982654e+000, +4.37339557572e-006, +1.37409192819e+003
+5.29266920300e+006, +1.38328348459e+003, +5.84449619637e+000, +4.23572355556e-006, +1.37609307742e+003
+5.33149786100e+006, +1.38257604338e+003, +5.78805852222e+000, +4.16227982583e-006, +1.37552732394e+003
+5.37061137800e+006, +1.38234885058e+003, +5.71112630641e+000, +4.07655949057e-006, +1.37548723615e+003
+5.41001184300e+006, +1.38243062463e+003, +5.61925058283e+000, +3.98221394140e-006, +1.37578743349e+003
+5.44970136300e+006, +1.38298507131e+003, +5.50366467570e+000, +3.87370173035e-006, +1.37660960137e+003
+5.48968205700e+006, +1.38399200109e+003, +5.37765942560e+000, +3.76044599158e-006, +1.37790047560e+003
+5.52995606200e+006, +1.38597907084e+003, +5.20737263918e+000, +3.62037108539e-006, +1.38025875831e+003
+5.57052553000e+006, +1.38849399177e+003, +5.01669358833e+000, +3.46902842582e-006, +1.38317503546e+003
+5.61139262800e+006, +1.39104669979e+003, +4.82238352340e+000, +3.31678576788e-006, +1.38612252398e+003
+5.65255953900e+006, +1.39388318314e+003, +4.61702099630e+000, +3.15915158587e-006, +1.38936004557e+003
+5.69402846400e+006, +1.39689280525e+003, +4.40710984509e+000, +3.00031247984e-006, +1.39276250679e+003
+5.73580161700e+006, +1.40090855608e+003, +4.15563531926e+000, +2.81688914957e-006, +1.39722540960e+003
+5.77788123100e+006, +1.40601053104e+003, +3.86659392438e+000, +2.61165816779e-006, +1.40281012108e+003
+5.82026955500e+006, +1.41038453790e+003, +3.59937283129e+000, +2.42121346547e-006, +1.40760243548e+003
+5.86296885200e+006, +1.41421647489e+003, +3.35799221604e+000, +2.24867574159e-006, +1.41178832392e+003
+5.90598140400e+006, +1.41739497427e+003, +3.14305846229e+000, +2.09426161334e-006, +1.41526285432e+003
+5.94930951000e+006, +1.41993017202e+003, +2.95516976685e+000, +1.95833861370e-006, +1.41804191843e+003
+5.99295548400e+006, +1.42004392755e+003, +2.90451106505e+000, +1.91093201693e-006, +1.41821969759e+003
+6.03692165900e+006, +1.42034861265e+003, +2.82942467713e+000, +1.84841088432e-006, +1.41861709189e+003
+6.08121038200e+006, +1.42069982868e+003, +2.73195275400e+000, +1.77222315803e-006, +1.41908513125e+003
+6.12582402200e+006, +1.42131895237e+003, +2.60942896426e+000, +1.68120186913e-006, +1.41984517401e+003
+6.17076496100e+006, +1.42205366852e+003, +2.46001198017e+000, +1.57426653185e-006, +1.42074313403e+003
+6.21603560100e+006, +1.42320667028e+003, +2.22325251325e+000, +1.41361706227e-006, +1.42213535870e+003
+6.26163836000e+006, +1.42438354416e+003, +1.96102200668e+000, +1.23889396667e-006, +1.42354933640e+003
+6.30757567600e+006, +1.42570247687e+003, +1.70848668582e+000, +1.07253425355e-006, +1.42506868792e+003
+6.35385000100e+006, +1.42703050790e+003, +1.47096691069e+000, +9.17590678739e-007, +1.42656024583e+003
+6.40046380900e+006, +1.42849925875e+003, +1.24266377366e+000, +7.70345697757e-007, +1.42816329300e+003
+6.44741959100e+006, +1.42994057783e+003, +1.04235722770e+000, +6.42128847048e-007, +1.42970395104e+003
+6.49471985500e+006, +1.43142714054e+003, +8.71048164692e-001, +5.33251105651e-007, +1.43126172741e+003
+6.54236712800e+006, +1.43311872196e+003, +6.96893632015e-001, +4.24033867929e-007, +1.43301271496e+003
+6.59036395600e+006, +1.43505244268e+003, +5.20568639367e-001, +3.14867545260e-007, +1.43499321217e+003
+6.63871290400e+006, +1.43710152006e+003, +3.37493040855e-001, +2.02937997648e-007, +1.43707658901e+003
+6.68741655400e+006, +1.43929850362e+003, +1.57922978039e-001, +9.44136466949e-008, +1.43929303641e+003
+6.73647751000e+006, +1.44252318704e+003, -3.65586984380e-002, -2.17459374182e-008, +1.44252289339e+003
+6.78589839200e+006, +1.44572278934e+003, -2.26622647394e-001, -1.34114998780e-007, +1.44571148056e+003
+6.83568184100e+006, +1.44863415265e+003, -4.16010625567e-001, -2.44892218580e-007, +1.44859596786e+003
+6.88583051600e+006, +1.45140389534e+003, -6.14701038907e-001, -3.59902671426e-007, +1.45132036644e+003
+6.93634709800e+006, +1.45394667099e+003, -8.12443040071e-001, -4.73035275140e-007, +1.45380050316e+003
+6.98723428500e+006, +1.45734477814e+003, -9.96520021320e-001, -5.77322701916e-007, +1.45712435959e+003
+7.03849479700e+006, +1.46019363625e+003, -1.18376631824e+000, -6.82123855066e-007, +1.45988199733e+003
+7.09013137100e+006, +1.46266795455e+003, -1.38170005149e+000, -7.91699996587e-007, +1.46224267256e+003
+7.14214676700e+006, +1.46442492807e+003, -1.58476952044e+000, -9.02498678176e-007, +1.46386478833e+003
+7.19454376400e+006, +1.46551917563e+003, -1.80345651201e+000, -1.02028077791e-006, +1.46479325065e+003
+7.24732516200e+006, +1.46484679575e+003, -2.04707584051e+000, -1.14908853090e-006, +1.46391195289e+003
+7.30049378000e+006, +1.46194276979e+003, -2.31894355163e+000, -1.28957687932e-006, +1.46074554368e+003
+7.35405246000e+006, +1.45974049077e+003, -2.58228723734e+000, -1.42332455680e-006, +1.45825819122e+003
+7.40800406200e+006, +1.45839643083e+003, -2.83247039890e+000, -1.54831866586e-006, +1.45661469776e+003
+7.46235147100e+006, +1.45765745962e+003, -3.07090043456e+000, -1.66546328653e-006, +1.45556427409e+003
+7.51709758900e+006, +1.45785486060e+003, -3.29794531528e+000, -1.77568207047e-006, +1.45544047841e+003
+7.57224534100e+006, +1.46159575236e+003, -3.46189601021e+000, -1.85502527075e-006, +1.45892859942e+003
+7.62779767400e+006, +1.46488796033e+003, -3.63842519674e+000, -1.93965400855e-006, +1.46193532303e+003
+7.68375755600e+006, +1.46790035005e+003, -3.82504958368e+000, -2.02831238819e-006, +1.46463045249e+003
+7.74012797800e+006, +1.47059580454e+003, -4.01995893006e+000, -2.11986363827e-006, +1.46697768317e+003
+7.79691195000e+006, +1.47277318324e+003, -4.22679261674e+000, -2.21578533851e-006, +1.46876741778e+003
+7.85411250700e+006, +1.47415179751e+003, -4.44784258732e+000, -2.31662483440e-006, +1.46971215857e+003
+7.91173270500e+006, +1.47515061491e+003, -4.67717747670e+000, -2.41971188431e-006, +1.47023828395e+003
+7.96977562200e+006, +1.47611308256e+003, -4.91742444934e+000, -2.52682655461e-006, +1.47067991422e+003
+8.02824436100e+006, +1.47682749123e+003, -5.16340192419e+000, -2.63484223804e-006, +1.47083465469e+003
+8.08714204400e+006, +1.47747752880e+003, -5.41185074226e+000, -2.74235174424e-006, +1.47089164090e+003
+8.14647181800e+006, +1.47764629409e+003, -5.67197811157e+000, -2.85314208004e-006, +1.47041177579e+003
+8.20623685400e+006, +1.47726504547e+003, -5.94781222656e+000, -2.96885391617e-006, +1.46931247332e+003
+8.26644034500e+006, +1.47717360550e+003, -6.21579461764e+000, -3.07932082133e-006, +1.46848952969e+003
+8.32708550800e+006, +1.47725346338e+003, -6.49108028348e+000, -3.19188372032e-006, +1.46778348121e+003
+8.38817558200e+006, +1.47752901329e+003, -6.75884877931e+000, -3.29937003434e-006, +1.46726061897e+003
+8.44971383200e+006, +1.47787980880e+003, -7.02333483203e+000, -3.40368866998e-006, +1.46679044254e+003
+8.51170354500e+006, +1.47862167382e+003, -7.28373228267e+000, -3.50527152287e-006, +1.46668990585e+003
+8.57414803400e+006, +1.47957567659e+003, -7.53952114030e+000, -3.60357350791e-006, +1.46678414112e+003
+8.63705063500e+006, +1.48058768672e+003, -7.79968389660e+000, -3.70255049693e-006, +1.46689016181e+003
+8.70041470900e+006, +1.48191579397e+003, -8.06294653477e+000, -3.80224833426e-006, +1.46726642240e+003
+8.76424364200e+006, +1.48321786898e+003, -8.33129979540e+000, -3.90273675861e-006, +1.46756514728e+003
+8.82854084300e+006, +1.48601711661e+003, -8.61220280804e+000, -4.01152981726e-006, +1.46926154652e+003
+8.89330974900e+006, +1.48893687308e+003, -8.89887837052e+000, -4.12190685646e-006, +1.47101438242e+003
+8.95855381900e+006, +1.49128635009e+003, -9.17927880103e+000, -4.22639202454e-006, +1.47218896998e+003
+9.02427654000e+006, +1.49313380957e+003, -9.45394130921e+000, -4.32538007206e-006, +1.47285400737e+003
+9.09048142300e+006, +1.49435895933e+003, -9.70756696010e+000, -4.41159999081e-006, +1.47296154477e+003
