!Keysight Technologies,E4990A,MY54302543,A.03.06
!Date: Tue Mar 24 14:05:22 2026

BEGIN CH1_DATA
DCV(V), +3.442e-004, DCI(A), +3.352e-006
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data, Ls(H)-data, Rs(Ohm)-data
+1.39932271600e+006, +2.21470016264e+002, +8.49540420050e+001, +2.50917408190e-005, +1.94793467016e+001
+1.40958858000e+006, +2.23254104081e+002, +8.49245054107e+001, +2.51085129265e-005, +1.97509070117e+001
+1.41992975800e+006, +2.25056682594e+002, +8.48933830906e+001, +2.51256871925e-005, +2.00321436122e+001
+1.43034680100e+006, +2.26876637508e+002, +8.48641445709e+001, +2.51432528237e-005, +2.03094514572e+001
+1.44084026800e+006, +2.28713152812e+002, +8.48360355780e+001, +2.51610716946e-005, +2.05856043576e+001
+1.45141071700e+006, +2.30569789068e+002, +8.48085537819e+001, +2.51794960012e-005, +2.08628541878e+001
+1.46205871500e+006, +2.32441519286e+002, +8.47850471811e+001, +2.51980899745e-005, +2.11271859005e+001
+1.47278483000e+006, +2.34338336320e+002, +8.47639954823e+001, +2.52178569852e-005, +2.13853353998e+001
+1.48358963500e+006, +2.36250303646e+002, +8.47438657965e+001, +2.52376383409e-005, +2.16424724029e+001
+1.49447370700e+006, +2.38175102454e+002, +8.47221918842e+001, +2.52570756431e-005, +2.19085165536e+001
+1.50543762900e+006, +2.40116128800e+002, +8.46976414325e+001, +2.52764639460e-005, +2.21895099204e+001
+1.51648198400e+006, +2.42075769224e+002, +8.46733447222e+001, +2.52961650463e-005, +2.24728161663e+001
+1.52760736500e+006, +2.44025639078e+002, +8.46422300175e+001, +2.53129220717e-005, +2.27857735100e+001
+1.53881436500e+006, +2.46001081647e+002, +8.46092444606e+001, +2.53306206245e-005, +2.31112313608e+001
+1.55010358300e+006, +2.48003847437e+002, +8.45764935026e+001, +2.53494911763e-005, +2.34405177434e+001
+1.56147562200e+006, +2.50042472608e+002, +8.45437114717e+001, +2.53703501709e-005, +2.37756205345e+001
+1.57293109000e+006, +2.52109698090e+002, +8.45084272617e+001, +2.53923041273e-005, +2.41267330165e+001
+1.58447059900e+006, +2.54241228894e+002, +8.44773061624e+001, +2.54191664993e-005, +2.44681768080e+001
+1.59609476500e+006, +2.56421563825e+002, +8.44475202507e+001, +2.54491624538e-005, +2.48106940191e+001
+1.60780421000e+006, +2.58618598670e+002, +8.44141160588e+001, +2.54788326589e-005, +2.51733398126e+001
+1.61959955900e+006, +2.60833849551e+002, +8.43790915554e+001, +2.55083982290e-005, +2.55476512250e+001
+1.63148144200e+006, +2.63071541418e+002, +8.43420751119e+001, +2.55382369813e-005, +2.59359614418e+001
+1.64345049400e+006, +2.65325913243e+002, +8.43002155036e+001, +2.55676416798e-005, +2.63511102816e+001
+1.65550735500e+006, +2.67613325400e+002, +8.42507685782e+001, +2.55980379043e-005, +2.68080885690e+001
+1.66765266900e+006, +2.69911101758e+002, +8.42023144402e+001, +2.56276077481e-005, +2.72653693541e+001
+1.67988708500e+006, +2.72218074596e+002, +8.41535759826e+001, +2.56561874838e-005, +2.77287776806e+001
+1.69221125600e+006, +2.74532382582e+002, +8.41080970220e+001, +2.56837726714e-005, +2.81812884357e+001
+1.70462584100e+006, +2.76845836222e+002, +8.40630965623e+001, +2.57094869585e-005, +2.86350479984e+001
+1.71713150300e+006, +2.79062782753e+002, +8.40210518090e+001, +2.57246566611e-005, +2.90680293715e+001
+1.72972891100e+006, +2.81307786134e+002, +8.39809945496e+001, +2.57408582961e-005, +2.94974697524e+001
+1.74241873700e+006, +2.83604787969e+002, +8.39402001927e+001, +2.57601048473e-005, +2.99391342648e+001
+1.75520166000e+006, +2.85960519251e+002, +8.39003907630e+001, +2.57830040415e-005, +3.03853897792e+001
+1.76807836200e+006, +2.88383973776e+002, +8.38605628027e+001, +2.58102200051e-005, +3.08422212515e+001
+1.78104953100e+006, +2.90956295519e+002, +8.38240459329e+001, +2.58490146370e-005, +3.13016951674e+001
+1.79411586200e+006, +2.93627489149e+002, +8.37907347145e+001, +2.58947105006e-005, +3.17587839289e+001
+1.80727805000e+006, +2.96304741405e+002, +8.37523547117e+001, +2.59386107429e-005, +3.22456661757e+001
+1.82053680100e+006, +2.98973935812e+002, +8.37118364448e+001, +2.59796453703e-005, +3.27463076627e+001
+1.83389282200e+006, +3.01642628146e+002, +8.36683795438e+001, +2.60184663821e-005, +3.32660064781e+001
+1.84734682700e+006, +3.04286518879e+002, +8.36191247730e+001, +2.60528724298e-005, +3.38175565603e+001
+1.86089953400e+006, +3.06808073995e+002, +8.35562307660e+001, +2.60742376711e-005, +3.44324737275e+001
+1.87455166800e+006, +3.09390629697e+002, +8.34954046903e+001, +2.60990791047e-005, +3.50486681147e+001
+1.88830395900e+006, +3.12018396430e+002, +8.34359118440e+001, +2.61259497168e-005, +3.56682275578e+001
+1.90215714100e+006, +3.14693066028e+002, +8.33817140734e+001, +2.61551432503e-005, +3.62696910190e+001
+1.91611195400e+006, +3.17431190337e+002, +8.33288568719e+001, +2.61877607676e-005, +3.68761446938e+001
+1.93016914400e+006, +3.20266386487e+002, +8.32830989039e+001, +2.62267774505e-005, +3.74595406758e+001
+1.94432946100e+006, +3.23140198523e+002, +8.32386028865e+001, +2.62669844127e-005, +3.80448897791e+001
+1.95859366300e+006, +3.26067793642e+002, +8.31935962325e+001, +2.63094678361e-005, +3.86439076637e+001
+1.97296251200e+006, +3.29024673626e+002, +8.31505525557e+001, +2.63523330990e-005, +3.92397701127e+001
+1.98743677500e+006, +3.32030223143e+002, +8.31058379146e+001, +2.63968975879e-005, +3.98554753888e+001
+2.00201722600e+006, +3.35139148111e+002, +8.30643917506e+001, +2.64476959408e-005, +4.04693241921e+001
+2.01670464300e+006, +3.38307944051e+002, +8.30239257584e+001, +2.65010430899e-005, +4.10891447034e+001
+2.03149981200e+006, +3.41498933302e+002, +8.29811605945e+001, +2.65537491966e-005, +4.17296996909e+001
+2.04640352300e+006, +3.44688772773e+002, +8.29369915452e+001, +2.66040525164e-005, +4.23831994796e+001
+2.06141657200e+006, +3.47886865972e+002, +8.28909444847e+001, +2.66526757356e-005, +4.30538912395e+001
+2.07653976100e+006, +3.51059817183e+002, +8.28441810587e+001, +2.66971599009e-005, +4.37308796293e+001
+2.09177389900e+006, +3.54111062732e+002, +8.27927926462e+001, +2.67300558947e-005, +4.44260772940e+001
+2.10711979900e+006, +3.57238333075e+002, +8.27402432795e+001, +2.67666107001e-005, +4.51434553600e+001
+2.12257828200e+006, +3.60431324615e+002, +8.26881683187e+001, +2.68060548729e-005, +4.58718906340e+001
+2.13815017200e+006, +3.63706357743e+002, +8.26341938180e+001, +2.68493692589e-005, +4.66285188071e+001
+2.15383630300e+006, +3.67061257368e+002, +8.25806766746e+001, +2.68964289915e-005, +4.73986333599e+001
+2.16963751200e+006, +3.70535120587e+002, +8.25227268180e+001, +2.69496754571e-005, +4.82188163231e+001
+2.18555464400e+006, +3.74102724506e+002, +8.24647837740e+001, +2.70073935830e-005, +4.90581658977e+001
+2.20158854800e+006, +3.77691436192e+002, +8.24078696901e+001, +2.70643230765e-005, +4.99006845436e+001
+2.21774008300e+006, +3.81357807447e+002, +8.23538501049e+001, +2.71246043432e-005, +5.07414636457e+001
+2.23401011000e+006, +3.85070249160e+002, +8.22998277877e+001, +2.71857349779e-005, +5.15952407614e+001
+2.25039949900e+006, +3.88860579053e+002, +8.22554134612e+001, +2.72505261308e-005, +5.24018055846e+001
+2.26690912500e+006, +3.92724809361e+002, +8.22181665224e+001, +2.73184675254e-005, +5.31755021702e+001
+2.28353987100e+006, +3.96630188688e+002, +8.21737326119e+001, +2.73862843720e-005, +5.40090411282e+001
+2.30029262600e+006, +4.00578359903e+002, +8.21256788287e+001, +2.74542840038e-005, +5.48794779008e+001
+2.31716828400e+006, +4.04557288934e+002, +8.20734192492e+001, +2.75215703372e-005, +5.57900885943e+001
+2.33416774700e+006, +4.08559260048e+002, +8.20129903107e+001, +2.75873337205e-005, +5.67687290914e+001
+2.35129192300e+006, +4.12541137019e+002, +8.19403644439e+001, +2.76483900557e-005, +5.78398073606e+001
+2.36854172800e+006, +4.16580370833e+002, +8.18661949456e+001, +2.77106632726e-005, +5.89400115496e+001
+2.38591808200e+006, +4.20693198727e+002, +8.17906590252e+001, +2.77751814883e-005, +6.00709062815e+001
+2.40342191500e+006, +4.24859031454e+002, +8.17142985088e+001, +2.78405547032e-005, +6.12261182285e+001
+2.42105416200e+006, +4.29089557531e+002, +8.16380812931e+001, +2.79075660646e-005, +6.24005559293e+001
+2.43881576300e+006, +4.33374418841e+002, +8.15549303379e+001, +2.79749739109e-005, +6.36458693235e+001
+2.45670767000e+006, +4.37713083004e+002, +8.14726865220e+001, +2.80432564413e-005, +6.49044759651e+001
+2.47473083700e+006, +4.42131198457e+002, +8.13905962743e+001, +2.81139479514e-005, +6.61859890367e+001
+2.49288622800e+006, +4.46628741662e+002, +8.13091616040e+001, +2.81870060954e-005, +6.74868346626e+001
+2.51117481200e+006, +4.51215472106e+002, +8.12292992376e+001, +2.82630360834e-005, +6.88015462519e+001
+2.52959756700e+006, +4.55927174859e+002, +8.11554322615e+001, +2.83445173480e-005, +7.01008489264e+001
+2.54815547700e+006, +4.60771338765e+002, +8.10843182613e+001, +2.84315369489e-005, +7.14107029179e+001
+2.56684953300e+006, +4.65660219074e+002, +8.10124546107e+001, +2.85183061624e-005, +7.27453293493e+001
+2.58568073500e+006, +4.70585966590e+002, +8.09350815671e+001, +2.86039432928e-005, +7.41424449949e+001
+2.60465008900e+006, +4.75591677450e+002, +8.08539279894e+001, +2.86911598640e-005, +7.55962500513e+001
+2.62375860700e+006, +4.80656322614e+002, +8.07690064992e+001, +2.87786161748e-005, +7.71045534079e+001
+2.64300731100e+006, +4.85621056096e+002, +8.06734543538e+001, +2.88562531782e-005, +7.87002450473e+001
+2.66239723000e+006, +4.90730661646e+002, +8.05759807288e+001, +2.89393751867e-005, +8.03520099006e+001
+2.68192940000e+006, +4.96000566881e+002, +8.04777900705e+001, +2.90288245815e-005, +8.20533309479e+001
+2.70160486300e+006, +5.01376667182e+002, +8.03735109759e+001, +2.91208188725e-005, +8.38425002057e+001
+2.72142467200e+006, +5.06934669702e+002, +8.02683128073e+001, +2.92200509636e-005, +8.56894448653e+001
+2.74138988400e+006, +5.12864931495e+002, +8.01442124191e+001, +2.93356094917e-005, +8.77865196623e+001
+2.76150156800e+006, +5.18941890422e+002, +8.00201046126e+001, +2.94558709847e-005, +8.99339820415e+001
+2.78176079800e+006, +5.25041084459e+002, +7.99020405798e+001, +2.95742347283e-005, +9.20563265133e+001
+2.80216865500e+006, +5.31197861777e+002, +7.97894026160e+001, +2.96926624360e-005, +9.41637309751e+001
+2.82272623100e+006, +5.37391713748e+002, +7.96867313640e+001, +2.98104412802e-005, +9.62092706372e+001
+2.84343462300e+006, +5.43468550639e+002, +7.96089057992e+001, +2.99205525210e-005, +9.80233905197e+001
+2.86429493900e+006, +5.49469939099e+002, +7.95530880342e+001, +3.00252646483e-005, +9.96323079900e+001
+2.88530829200e+006, +5.55615817904e+002, +7.94896968755e+001, +3.01338172537e-005, +1.01351178613e+002
+2.90647580600e+006, +5.61961977285e+002, +7.94085120399e+001, +3.02480494857e-005, +1.03291601421e+002
+2.92779861100e+006, +5.68466668997e+002, +7.93258464294e+001, +3.03671003684e-005, +1.05293292083e+002
+2.94927784700e+006, +5.75216324141e+002, +7.92233529966e+001, +3.04935426446e-005, +1.07554484293e+002
+2.97091466100e+006, +5.82358676556e+002, +7.90808918702e+001, +3.06327380188e-005, +1.10312078369e+002
+2.99271021000e+006, +5.89603880464e+002, +7.89410893704e+001, +3.07733899522e-005, +1.13096748075e+002
+3.01466565700e+006, +5.96948264334e+002, +7.88069735450e+001, +3.09155721836e-005, +1.15876586324e+002
+3.03678217700e+006, +6.04428368088e+002, +7.86733956829e+001, +3.10605660547e-005, +1.18710610803e+002
+3.05906095000e+006, +6.12053586995e+002, +7.85484201250e+001, +3.12096332274e-005, +1.21516958903e+002
+3.08150316700e+006, +6.19752991101e+002, +7.84284635043e+001, +3.13587093176e-005, +1.24317034076e+002
+3.10411002700e+006, +6.27646202724e+002, +7.83374530171e+001, +3.15165119219e-005, +1.26876894362e+002
+3.12688273800e+006, +6.35662539463e+002, +7.82365676873e+001, +3.16750149552e-005, +1.29593329902e+002
+3.14982251600e+006, +6.43756964617e+002, +7.81236485344e+001, +3.18316054268e-005, +1.32485372170e+002
+3.17293058800e+006, +6.51976661494e+002, +7.79971615513e+001, +3.19883198779e-005, +1.35585163189e+002
+3.19620818800e+006, +6.60131999418e+002, +7.78430400185e+001, +3.21340645062e-005, +1.39017535628e+002
+3.21965656000e+006, +6.68200106243e+002, +7.76648879545e+001, +3.22681324923e-005, +1.42746987375e+002
+3.24327695600e+006, +6.76576687711e+002, +7.74849724333e+001, +3.24122641588e-005, +1.46611238591e+002
+3.26707063800e+006, +6.85236012172e+002, +7.73022125407e+001, +3.25647851854e-005, +1.50620722477e+002
+3.29103887900e+006, +6.94209978751e+002, +7.71188187809e+001, +3.27271997565e-005, +1.54760191662e+002
+3.31518295800e+006, +7.03544983784e+002, +7.69331076434e+001, +3.29011489276e-005, +1.59063408893e+002
+3.33950416500e+006, +7.13552086802e+002, +7.67373869115e+001, +3.30996489138e-005, +1.63699312955e+002
+3.36400380000e+006, +7.23763184766e+002, +7.65454864986e+001, +3.33023045461e-005, +1.68400394983e+002
+3.38868317200e+006, +7.34166434353e+002, +7.63523644951e+001, +3.35077308945e-005, +1.73226655804e+002
+3.41354360000e+006, +7.44752671208e+002, +7.61581613193e+001, +3.37153764820e-005, +1.78176519426e+002
+3.43858641100e+006, +7.55536018312e+002, +7.59658303232e+001, +3.39261690881e-005, +1.83217870573e+002
+3.46381294400e+006, +7.66389356857e+002, +7.57923401415e+001, +3.41368781379e-005, +1.88100295837e+002
+3.48922454700e+006, +7.77419606507e+002, +7.56148575080e+001, +3.43488748949e-005, +1.93141126618e+002
+3.51482257700e+006, +7.88809690933e+002, +7.54300208736e+001, +3.45694944360e-005, +1.98434764163e+002
+3.54060840200e+006, +8.00433975955e+002, +7.52370685284e+001, +3.47927725725e-005, +2.03966746521e+002
+3.56658340000e+006, +8.12415564958e+002, +7.50368916344e+001, +3.50239071109e-005, +2.09763302817e+002
+3.59274895900e+006, +8.24669393379e+002, +7.48287393760e+001, +3.52587571700e-005, +2.15820183220e+002
+3.61910647600e+006, +8.37273907467e+002, +7.46113262230e+001, +3.55001329287e-005, +2.22183634238e+002
+3.64565736100e+006, +8.50247446103e+002, +7.43826702432e+001, +3.57480632210e-005, +2.28896073811e+002
+3.67240303000e+006, +8.63644434471e+002, +7.41407598154e+001, +3.60040149191e-005, +2.36012409865e+002
+3.69934491400e+006, +8.77446425717e+002, +7.38811457020e+001, +3.62658793184e-005, +2.43606154422e+002
+3.72648445300e+006, +8.91753035813e+002, +7.36036801029e+001, +3.65371269620e-005, +2.51723903920e+002
+3.75382309500e+006, +9.06582385448e+002, +7.32520014081e+001, +3.68069067130e-005, +2.61243335737e+002
+3.78136230200e+006, +9.21892817102e+002, +7.29123432759e+001, +3.70889805982e-005, +2.70883833059e+002
+3.80910354500e+006, +9.37666305383e+002, +7.25815475221e+001, +3.73817452657e-005, +2.80688623235e+002
+3.83704830600e+006, +9.53912244290e+002, +7.22585133907e+001, +3.76850773232e-005, +2.90678793165e+002
+3.86519807900e+006, +9.70704895944e+002, +7.19498650029e+001, +3.80030334110e-005, +3.00772009421e+002
+3.89355436700e+006, +9.88507286104e+002, +7.17084055021e+001, +3.83650448836e-005, +3.10246143701e+002
+3.92211868600e+006, +1.00685956620e+003, +7.14733278834e+001, +3.87397832691e-005, +3.19925682368e+002
+3.95089256100e+006, +1.02560411567e+003, +7.12206233315e+001, +3.91153257701e-005, +3.30167535870e+002
+3.97987753100e+006, +1.04465704127e+003, +7.09550634393e+001, +3.94890597176e-005, +3.40881637884e+002
+4.00907514300e+006, +1.06407439475e+003, +7.06724052648e+001, +3.98616281886e-005, +3.52175539204e+002
+4.03848695800e+006, +1.08333890939e+003, +7.03862666282e+001, +4.02166690148e-005, +3.63652349716e+002
+4.06811454700e+006, +1.10228719136e+003, +7.00936810840e+001, +4.05476165311e-005, +3.75310323866e+002
+4.09795949300e+006, +1.12216218201e+003, +6.97679382669e+001, +4.08930642190e-005, +3.88069839544e+002
+4.12802339100e+006, +1.14302106273e+003, +6.94075189057e+001, +4.12531489647e-005, +4.02022004102e+002
+4.15830784700e+006, +1.16487043866e+003, +6.90091144767e+001, +4.16254909905e-005, +4.17279228349e+002
+4.18881447900e+006, +1.18798387165e+003, +6.85569315203e+001, +4.20133382118e-005, +4.34299037570e+002
+4.21954491800e+006, +1.21338107098e+003, +6.79352740238e+001, +4.24149588251e-005, +4.55811181661e+002
+4.25050080400e+006, +1.23948356723e+003, +6.73284067759e+001, +4.28247775771e-005, +4.77757215779e+002
+4.28168379200e+006, +1.26632373168e+003, +6.67261899825e+001, +4.32403832929e-005, +5.00356972527e+002
+4.31309554800e+006, +1.29399159262e+003, +6.61383555017e+001, +4.36674741872e-005, +5.23457729540e+002
+4.34473775100e+006, +1.32247754300e+003, +6.55656225745e+001, +4.41056389367e-005, +5.47043847301e+002
+4.37661209000e+006, +1.35092221843e+003, +6.51474360932e+001, +4.45766577665e-005, +5.67771956716e+002
+4.40872027000e+006, +1.38028783575e+003, +6.47356261688e+001, +4.50622507991e-005, +5.89100813339e+002
+4.44106400500e+006, +1.41122840809e+003, +6.42679744040e+001, +4.55591290533e-005, +6.12702701690e+002
+4.47364502400e+006, +1.44371439133e+003, +6.37402080691e+001, +4.60610794565e-005, +6.38759825844e+002
+4.50646506700e+006, +1.47790936453e+003, +6.31507109169e+001, +4.65685786826e-005, +6.67490710084e+002
+4.53952588800e+006, +1.51449423530e+003, +6.24224305177e+001, +4.70651666701e-005, +7.01133687133e+002
+4.57282925400e+006, +1.55349199925e+003, +6.15430288784e+001, +4.75356679065e-005, +7.40236821750e+002
+4.60637694300e+006, +1.59367463195e+003, +6.06513968523e+001, +4.79959239819e-005, +7.81095059838e+002
+4.64017074900e+006, +1.63524634471e+003, +5.97412145100e+001, +4.84464059942e-005, +8.24011144411e+002
+4.67421247600e+006, +1.67783704995e+003, +5.88315797067e+001, +4.88829536344e-005, +8.68373759268e+002
+4.70850394400e+006, +1.72176964520e+003, +5.79063980545e+001, +4.93047292579e-005, +9.14783066071e+002
+4.74304698500e+006, +1.76469115759e+003, +5.71027987685e+001, +4.97196248127e-005, +9.58462771514e+002
+4.77784344400e+006, +1.80994668444e+003, +5.62317249682e+001, +5.01196224360e-005, +1.00603245718e+003
+4.81289518100e+006, +1.85763995688e+003, +5.52954781660e+001, +5.05009386669e-005, +1.05763691781e+003
+4.84820406800e+006, +1.90775444553e+003, +5.42841185322e+001, +5.08482356790e-005, +1.11368272616e+003
+4.88377199200e+006, +1.96071278400e+003, +5.31884752963e+001, +5.11564279315e-005, +1.17482900074e+003
+4.91960085400e+006, +2.01678130915e+003, +5.19416809107e+001, +5.13730658905e-005, +1.24327154220e+003
+4.95569256700e+006, +2.07599635050e+003, +5.05990719778e+001, +5.15188742363e-005, +1.31772421195e+003
+4.99204906000e+006, +2.13730655311e+003, +4.91826285459e+001, +5.15688509793e-005, +1.39705061349e+003
+5.02867227500e+006, +2.20106479487e+003, +4.76854369247e+001, +5.15127004964e-005, +1.48175789067e+003
+5.06556417000e+006, +2.26761118550e+003, +4.60917387585e+001, +5.13293098557e-005, +1.57260131508e+003
+5.10272671500e+006, +2.33849403084e+003, +4.44218321102e+001, +5.10519258570e-005, +1.67016652978e+003
+5.14016189600e+006, +2.41389927053e+003, +4.26421570339e+001, +5.06312697915e-005, +1.77566154373e+003
+5.17787171300e+006, +2.48944524348e+003, +4.07490462069e+001, +4.99478043893e-005, +1.88594359800e+003
+5.21585818100e+006, +2.56456553232e+003, +3.87495638353e+001, +4.89807326412e-005, +2.00007708424e+003
+5.25412333000e+006, +2.63905700664e+003, +3.66459235499e+001, +4.77141343522e-005, +2.11741923820e+003
+5.29266920300e+006, +2.71050982945e+003, +3.44348160677e+001, +4.60897781817e-005, +2.23554730298e+003
+5.33149786100e+006, +2.76845338641e+003, +3.21912400927e+001, +4.40280079164e-005, +2.34287185772e+003
+5.37061137800e+006, +2.82714148485e+003, +2.98361512448e+001, +4.16826863999e-005, +2.45240871781e+003
+5.41001184300e+006, +2.88476119336e+003, +2.73638241955e+001, +3.90075599460e-005, +2.56197306744e+003
+5.44970136300e+006, +2.94200599766e+003, +2.47645546780e+001, +3.59907922182e-005, +2.67144969294e+003
+5.48968205700e+006, +2.99803286359e+003, +2.20438447101e+001, +3.26216860525e-005, +2.77886743096e+003
+5.52995606200e+006, +3.05429130210e+003, +1.91496311685e+001, +2.88357222170e-005, +2.88528243680e+003
+5.57052553000e+006, +3.10692585040e+003, +1.61258044875e+001, +2.46549854664e-005, +2.98468124802e+003
+5.61139262800e+006, +3.15319089951e+003, +1.30033216247e+001, +2.01231893213e-005, +3.07233369463e+003
+5.65255953900e+006, +3.19249002591e+003, +9.76955914429e+000, +1.52528282579e-005, +3.14619314387e+003
+5.69402846400e+006, +3.22258023940e+003, +6.44658807002e+000, +1.01133448735e-005, +3.20220371491e+003
+5.73580161700e+006, +3.24814535588e+003, +2.99252726227e+000, +4.70521505041e-006, +3.24371602935e+003
+5.77788123100e+006, +3.26636542792e+003, -6.05866942801e-001, -9.51399289519e-007, +3.26618281143e+003
+5.82026955500e+006, +3.26898462547e+003, -4.17212923487e+000, -6.50341045402e-006, +3.26032176708e+003
+5.86296885200e+006, +3.25645010724e+003, -7.65209920882e+000, -1.17709928757e-005, +3.22745099370e+003
+5.90598140400e+006, +3.22991049217e+003, -1.10326786088e+001, -1.66567303849e-005, +3.17021591955e+003
+5.94930951000e+006, +3.19073465174e+003, -1.42536640537e+001, -2.10164446867e-005, +3.09250841601e+003
+5.99295548400e+006, +3.13739143429e+003, -1.70399562700e+001, -2.44158874323e-005, +2.99966193515e+003
+6.03692165900e+006, +3.07868509908e+003, -1.97855976979e+001, -2.74745339258e-005, +2.89693765493e+003
+6.08121038200e+006, +3.01440513649e+003, -2.24774001590e+001, -3.01618232226e-005, +2.78540200488e+003
+6.12582402200e+006, +2.94648969007e+003, -2.51151479997e+001, -3.24919400970e-005, +2.66791858524e+003
+6.17076496100e+006, +2.87516980525e+003, -2.76697731600e+001, -3.44360515223e-005, +2.54636174525e+003
+6.21603560100e+006, +2.79847235869e+003, -3.02735924559e+001, -3.61218417706e-005, +2.41683907210e+003
+6.26163836000e+006, +2.71916216954e+003, -3.27830161344e+001, -3.74225049295e-005, +2.28607343965e+003
+6.30757567600e+006, +2.64071293580e+003, -3.51446660149e+001, -3.83558837086e-005, +2.15931416968e+003
+6.35385000100e+006, +2.56334309873e+003, -3.73501969183e+001, -3.89541049601e-005, +2.03770977732e+003
+6.40046380900e+006, +2.48791157632e+003, -3.94234096154e+001, -3.92870060800e-005, +1.92184744008e+003
+6.44741959100e+006, +2.41492044873e+003, -4.13535759591e+001, -3.93861813376e-005, +1.81275195174e+003
+6.49471985500e+006, +2.34478172782e+003, -4.31321148552e+001, -3.92841052863e-005, +1.71117288704e+003
+6.54236712800e+006, +2.27704475413e+003, -4.48224519748e+001, -3.90473728644e-005, +1.61509546491e+003
+6.59036395600e+006, +2.21122145826e+003, -4.64377595954e+001, -3.86951910495e-005, +1.52384589564e+003
+6.63871290400e+006, +2.14770188946e+003, -4.79687214415e+001, -3.82445988277e-005, +1.43796416109e+003
+6.68741655400e+006, +2.08606120738e+003, -4.94300756110e+001, -3.77121315808e-005, +1.35672325123e+003
+6.73647751000e+006, +2.02790835266e+003, -5.08539618836e+001, -3.71568985483e-005, +1.28021685993e+003
+6.78589839200e+006, +1.97122491888e+003, -5.21993798126e+001, -3.65306679055e-005, +1.20819451670e+003
+6.83568184100e+006, +1.91640029580e+003, -5.34659406447e+001, -3.58518929983e-005, +1.14083411685e+003
+6.88583051600e+006, +1.86341702486e+003, -5.46658658542e+001, -3.51361307452e-005, +1.07769556838e+003
+6.93634709800e+006, +1.81236216868e+003, -5.57882317689e+001, -3.43891537104e-005, +1.01900650809e+003
+6.98723428500e+006, +1.76401637379e+003, -5.68726271446e+001, -3.36496328401e-005, +9.64038680624e+002
+7.03849479700e+006, +1.71740817049e+003, -5.78918563985e+001, -3.28943307658e-005, +9.12835035313e+002
+7.09013137100e+006, +1.67161559252e+003, -5.88460910362e+001, -3.21118076284e-005, +8.64791524992e+002
+7.14214676700e+006, +1.62719722548e+003, -5.97311809777e+001, -3.13169447926e-005, +8.20201258389e+002
+7.19454376400e+006, +1.58387068721e+003, -6.05563834888e+001, -3.05122962444e-005, +7.78578283862e+002
+7.24732516200e+006, +1.54083001936e+003, -6.12854678106e+001, -2.96762321145e-005, +7.40285552563e+002
+7.30049378000e+006, +1.49784775431e+003, -6.19270162956e+001, -2.88121653452e-005, +7.04880990278e+002
+7.35405246000e+006, +1.45750727667e+003, -6.25498621061e+001, -2.79917210864e-005, +6.71876618097e+002
+7.40800406200e+006, +1.41961881278e+003, -6.31617746229e+001, -2.72141119500e-005, +6.40919474381e+002
+7.46235147100e+006, +1.38396155935e+003, -6.37642659367e+001, -2.64760134316e-005, +6.11801473750e+002
+7.51709758900e+006, +1.35038793454e+003, -6.43632872303e+001, -2.57763220409e-005, +5.84263593216e+002
+7.57224534100e+006, +1.32065269569e+003, -6.50126347922e+001, -2.51596406622e-005, +5.57867990257e+002
+7.62779767400e+006, +1.29157915902e+003, -6.56339512628e+001, -2.45485692483e-005, +5.32859995927e+002
+7.68375755600e+006, +1.26328227994e+003, -6.62211857865e+001, -2.39452637147e-005, +5.09364197238e+002
+7.74012797800e+006, +1.23574201813e+003, -6.67789698237e+001, -2.33512918776e-005, +4.87227433421e+002
+7.79691195000e+006, +1.20890045201e+003, -6.73055448513e+001, -2.27661675025e-005, +4.66414056831e+002
+7.85411250700e+006, +1.18242178031e+003, -6.77930448778e+001, -2.21832004297e-005, +4.46900066368e+002
+7.91173270500e+006, +1.15672445018e+003, -6.82528929881e+001, -2.16129407192e-005, +4.28578600008e+002
+7.96977562200e+006, +1.13184341324e+003, -6.86940632488e+001, -2.10578895693e-005, +4.11252776237e+002
+8.02824436100e+006, +1.10784129068e+003, -6.91207659175e+001, -2.05200830048e-005, +3.94833958860e+002
+8.08714204400e+006, +1.08452532364e+003, -6.95220484532e+001, -1.99946972226e-005, +3.79417829956e+002
+8.14647181800e+006, +1.06179456671e+003, -6.99061705134e+001, -1.94812745272e-005, +3.64788608222e+002
+8.20623685400e+006, +1.03961144088e+003, -7.02660224916e+001, -1.89784862958e-005, +3.51028451432e+002
+8.26644034500e+006, +1.01829359475e+003, -7.06169359559e+001, -1.84941347709e-005, +3.37953632414e+002
+8.32708550800e+006, +9.97744488495e+002, -7.09606468214e+001, -1.80265943267e-005, +3.25481712666e+002
+8.38817558200e+006, +9.77928782163e+002, -7.12957762617e+001, -1.75750031383e-005, +3.13604956000e+002
+8.44971383200e+006, +9.58867311882e+002, -7.16205599388e+001, -1.71394910830e-005, +3.02339036119e+002
+8.51170354500e+006, +9.40573550083e+002, -7.19396955894e+001, -1.67206802982e-005, +2.91594561562e+002
+8.57414803400e+006, +9.22841502307e+002, -7.22531417317e+001, -1.63147853893e-005, +2.81293233505e+002
+8.63705063500e+006, +9.05648208132e+002, -7.25554281855e+001, -1.59208388134e-005, +2.71497963063e+002
+8.70041470900e+006, +8.88985650012e+002, -7.28580927044e+001, -1.55396391948e-005, +2.62019037460e+002
